# Cycle: 0, status: ACC, move: ('ki', 0, 0, 0)
#     Time       Orderp
         0     0.107686
         1     0.110344
         2     0.109052
         3     0.108541
         4     0.109298
         5     0.109814
         6     0.108825
         7     0.109421
         8     0.109708
         9     0.107903
# Cycle: 1, status: NCR, move: ('sh', 0.10981347822558005, 5, 1)
#     Time       Orderp
         0     0.108294
         1     0.109814
         2     0.107850
# Cycle: 2, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108197
         1     0.108930
         2     0.110209
         3     0.111189
         4     0.108985
         5     0.109168
         6     0.109011
         7     0.108427
# Cycle: 3, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108197
         1     0.108930
         2     0.110209
         3     0.111189
         4     0.108985
         5     0.109168
         6     0.109011
         7     0.108427
# Cycle: 4, status: ACC, move: ('s-', 0.10981347822558005, 2, 6)
#     Time       Orderp
         0     0.107965
         1     0.108662
         2     0.108929
         3     0.108628
         4     0.109059
         5     0.110017
         6     0.109814
         7     0.108395
# Cycle: 5, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108232
         1     0.109877
         2     0.109220
         3     0.109533
         4     0.108743
         5     0.110770
         6     0.111790
         7     0.108233
# Cycle: 6, status: ACC, move: ('sh', 0.10936635680134921, 1, 4)
#     Time       Orderp
         0     0.107985
         1     0.110385
         2     0.109449
         3     0.108638
         4     0.109366
         5     0.108468
# Cycle: 7, status: NCR, move: ('sh', 0.10951255635770708, 2, 1)
#     Time       Orderp
         0     0.107891
         1     0.109513
         2     0.108000
# Cycle: 8, status: ACC, move: ('sh', 0.10936635680134921, 4, 3)
#     Time       Orderp
         0     0.107646
         1     0.110476
         2     0.108961
         3     0.109366
         4     0.108618
         5     0.108869
         6     0.109419
         7     0.108503
         8     0.109260
         9     0.107987
# Cycle: 9, status: NCR, move: ('s+', 0.1091146186356347, 1, 4)
#     Time       Orderp
         0     0.107931
         1     0.109177
         2     0.110562
         3     0.109032
         4     0.109115
         5     0.108077
# Cycle: 10, status: NCR, move: ('s+', 0.1091146186356347, 1, 4)
#     Time       Orderp
         0     0.107931
         1     0.109177
         2     0.110562
         3     0.109032
         4     0.109115
         5     0.108077
# Cycle: 11, status: NCR, move: ('s-', 0.10981347822558005, 1, 2)
#     Time       Orderp
         0     0.108363
         1     0.108692
         2     0.109814
         3     0.108554
         4     0.108381
# Cycle: 12, status: NCR, move: ('s-', 0.10981347822558005, 1, 2)
#     Time       Orderp
         0     0.108363
         1     0.108692
         2     0.109814
         3     0.108554
         4     0.108381
# Cycle: 13, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.107987
         1     0.109260
         2     0.108503
         3     0.109419
         4     0.108869
         5     0.108618
         6     0.109366
         7     0.108961
         8     0.110476
         9     0.107646
# Cycle: 14, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108381
         1     0.108554
         2     0.109814
         3     0.108692
         4     0.108363
# Cycle: 15, status: NCR, move: ('sh', 0.10920164833920788, 7, 4)
#     Time       Orderp
         0     0.107741
         1     0.109567
         2     0.109824
         3     0.108833
         4     0.109202
         5     0.108387
# Cycle: 16, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108077
         1     0.109115
         2     0.109032
         3     0.110562
         4     0.109177
         5     0.107931
# Cycle: 17, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.107646
         1     0.110476
         2     0.108961
         3     0.109366
         4     0.108618
         5     0.108869
         6     0.109419
         7     0.108503
         8     0.109260
         9     0.107987
# Cycle: 18, status: KOB, move: ('sh', 0.1083189734072475, 7, 0)
#     Time       Orderp
         0     0.108319
# Cycle: 19, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.107931
         1     0.109177
         2     0.110562
         3     0.109032
         4     0.109115
         5     0.108077
# Cycle: 20, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.107931
         1     0.109177
         2     0.110562
         3     0.109032
         4     0.109115
         5     0.108077
# Cycle: 21, status: KOB, move: ('sh', 0.1083189734072475, 7, 0)
#     Time       Orderp
         0     0.108319
# Cycle: 22, status: NCR, move: ('s-', 0.10981347822558005, 1, 1)
#     Time       Orderp
         0     0.108342
         1     0.109814
         2     0.107916
# Cycle: 23, status: NCR, move: ('s-', 0.10981347822558005, 1, 1)
#     Time       Orderp
         0     0.108342
         1     0.109814
         2     0.107916
# Cycle: 24, status: NCR, move: ('s-', 0.10981347822558005, 1, 1)
#     Time       Orderp
         0     0.108342
         1     0.109814
         2     0.107916
# Cycle: 25, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.107987
         1     0.109260
         2     0.108503
         3     0.109419
         4     0.108869
         5     0.108618
         6     0.109366
         7     0.108961
         8     0.110476
         9     0.107646
# Cycle: 26, status: ACC, move: ('sh', 0.11078357278947105, 8, 1)
#     Time       Orderp
         0     0.108294
         1     0.110784
         2     0.108718
         3     0.108277
# Cycle: 27, status: FTL, move: ('sh', 0.11078357278947105, 1, 6)
#     Time       Orderp
         0     0.108004
         1     0.109118
         2     0.108607
         3     0.108986
         4     0.109402
         5     0.109144
         6     0.110784
         7     0.108953
         8     0.109397
# Cycle: 28, status: BTL, move: ('sh', 0.11078357278947105, 1, 0)
#     Time       Orderp
         0     0.110784
         1     0.108568
         2     0.108858
# Cycle: 29, status: NCR, move: ('s-', 0.10981347822558005, 1, 3)
#     Time       Orderp
         0     0.107775
         1     0.108933
         2     0.108671
         3     0.109814
         4     0.109719
         5     0.108592
         6     0.108824
         7     0.108042
# Cycle: 30, status: ACC, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108427
         1     0.109011
         2     0.109168
         3     0.108985
         4     0.111189
         5     0.110209
         6     0.108930
         7     0.108197
# Cycle: 31, status: NCR, move: ('sh', 0.10944404963267759, 2, 1)
#     Time       Orderp
         0     0.108420
         1     0.109444
         2     0.108774
         3     0.109161
         4     0.108636
         5     0.108684
         6     0.107594
# Cycle: 32, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108197
         1     0.108930
         2     0.110209
         3     0.111189
         4     0.108985
         5     0.109168
         6     0.109011
         7     0.108427
# Cycle: 33, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108427
         1     0.109011
         2     0.109168
         3     0.108985
         4     0.111189
         5     0.110209
         6     0.108930
         7     0.108197
# Cycle: 34, status: ACC, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108294
         1     0.110784
         2     0.108718
         3     0.108277
# Cycle: 35, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108277
         1     0.108718
         2     0.110784
         3     0.108294
# Cycle: 36, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108042
         1     0.108824
         2     0.108592
         3     0.109719
         4     0.109814
         5     0.108671
         6     0.108933
         7     0.107775
# Cycle: 37, status: ACC, move: ('sh', 0.11078357278947105, 2, 3)
#     Time       Orderp
         0     0.107831
         1     0.109060
         2     0.108818
         3     0.110784
         4     0.108489
# Cycle: 38, status: BTL, move: ('sh', 0.10911003620199218, 2, 0)
#     Time       Orderp
         0     0.109110
         1     0.108771
         2     0.109639
         3     0.108811
# Cycle: 39, status: BTL, move: ('sh', 0.10911003620199218, 2, 0)
#     Time       Orderp
         0     0.109110
         1     0.109387
         2     0.108948
         3     0.110680
         4     0.109303
         5     0.108797
         6     0.109452
         7     0.108992
# Cycle: 40, status: ACC, move: ('sh', 0.10914210919713813, 1, 1)
#     Time       Orderp
         0     0.108091
         1     0.109142
         2     0.108785
         3     0.108500
         4     0.110103
         5     0.107982
# Cycle: 41, status: ACC, move: ('sh', 0.11067520047418015, 4, 7)
#     Time       Orderp
         0     0.108002
         1     0.108815
         2     0.108922
         3     0.108507
         4     0.108923
         5     0.109530
         6     0.109357
         7     0.110675
         8     0.108536
         9     0.108677
        10     0.108574
        11     0.108005
# Cycle: 42, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108005
         1     0.108574
         2     0.108677
         3     0.108536
         4     0.110675
         5     0.109357
         6     0.109530
         7     0.108923
         8     0.108507
         9     0.108922
        10     0.108815
        11     0.108002
# Cycle: 43, status: ACC, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108324
         1     0.110806
         2     0.110005
         3     0.109861
         4     0.109774
         5     0.109696
         6     0.109189
         7     0.107636
# Cycle: 44, status: ACC, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108005
         1     0.108574
         2     0.108677
         3     0.108536
         4     0.110675
         5     0.109357
         6     0.109530
         7     0.108923
         8     0.108507
         9     0.108922
        10     0.108815
        11     0.108002
# Cycle: 45, status: ACC, move: ('sh', 0.10892658077806325, 5, 8)
#     Time       Orderp
         0     0.108306
         1     0.109028
         2     0.109078
         3     0.109263
         4     0.109072
         5     0.108672
         6     0.108616
         7     0.109363
         8     0.108927
         9     0.110707
        10     0.108306
# Cycle: 46, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108306
         1     0.110707
         2     0.108927
         3     0.109363
         4     0.108616
         5     0.108672
         6     0.109072
         7     0.109263
         8     0.109078
         9     0.109028
        10     0.108306
# Cycle: 47, status: ACC, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108492
         1     0.108923
         2     0.110202
         3     0.110345
         4     0.110084
         5     0.108824
         6     0.109140
         7     0.109366
         8     0.107946
# Cycle: 48, status: ACC, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108306
         1     0.110707
         2     0.108927
         3     0.109363
         4     0.108616
         5     0.108672
         6     0.109072
         7     0.109263
         8     0.109078
         9     0.109028
        10     0.108306
# Cycle: 49, status: ACC, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108492
         1     0.108923
         2     0.110202
         3     0.110345
         4     0.110084
         5     0.108824
         6     0.109140
         7     0.109366
         8     0.107946
# Cycle: 50, status: NCR, move: ('sh', 0.10979981785048654, 3, 1)
#     Time       Orderp
         0     0.107823
         1     0.109800
         2     0.108961
         3     0.107977
# Cycle: 51, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108497
         1     0.108549
         2     0.109288
         3     0.109236
         4     0.108697
         5     0.109193
         6     0.109462
         7     0.108783
         8     0.109158
         9     0.111189
        10     0.108986
        11     0.108185
# Cycle: 52, status: NCR, move: ('s-', 0.10910545357588652, 8, 3)
#     Time       Orderp
         0     0.108274
         1     0.108731
         2     0.109708
         3     0.109106
         4     0.108433
# Cycle: 53, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.107946
         1     0.109366
         2     0.109140
         3     0.108824
         4     0.110084
         5     0.110345
         6     0.110202
         7     0.108923
         8     0.108492
# Cycle: 54, status: NCR, move: ('sh', 0.10979981785048654, 5, 1)
#     Time       Orderp
         0     0.107901
         1     0.109800
         2     0.108672
         3     0.108726
         4     0.107552
# Cycle: 55, status: ACC, move: ('s-', 0.11000909053346462, 2, 1)
#     Time       Orderp
         0     0.108055
         1     0.110009
         2     0.108685
         3     0.108242
# Cycle: 56, status: ACC, move: ('sh', 0.11000909053346462, 1, 1)
#     Time       Orderp
         0     0.108377
         1     0.110009
         2     0.108362
# Cycle: 57, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108362
         1     0.110009
         2     0.108377
# Cycle: 58, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108377
         1     0.110009
         2     0.108362
# Cycle: 59, status: ACC, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.107946
         1     0.109366
         2     0.109140
         3     0.108824
         4     0.110084
         5     0.110345
         6     0.110202
         7     0.108923
         8     0.108492
# Cycle: 60, status: NCR, move: ('sh', 0.10979981785048654, 5, 2)
#     Time       Orderp
         0     0.108239
         1     0.108734
         2     0.109800
         3     0.108971
         4     0.109459
         5     0.108638
         6     0.108489
# Cycle: 61, status: ACC, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108377
         1     0.110009
         2     0.108362
# Cycle: 62, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108362
         1     0.110009
         2     0.108377
# Cycle: 63, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108497
         1     0.108549
         2     0.109288
         3     0.109236
         4     0.108697
         5     0.109193
         6     0.109462
         7     0.108783
         8     0.109158
         9     0.111189
        10     0.108986
        11     0.108185
# Cycle: 64, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108497
         1     0.108549
         2     0.109288
         3     0.109236
         4     0.108697
         5     0.109193
         6     0.109462
         7     0.108783
         8     0.109158
         9     0.111189
        10     0.108986
        11     0.108185
# Cycle: 65, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108497
         1     0.108549
         2     0.109288
         3     0.109236
         4     0.108697
         5     0.109193
         6     0.109462
         7     0.108783
         8     0.109158
         9     0.111189
        10     0.108986
        11     0.108185
# Cycle: 66, status: BTL, move: ('sh', 0.11000909053346462, 1, 0)
#     Time       Orderp
         0     0.110009
         1     0.108580
# Cycle: 67, status: ACC, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108492
         1     0.108923
         2     0.110202
         3     0.110345
         4     0.110084
         5     0.108824
         6     0.109140
         7     0.109366
         8     0.107946
# Cycle: 68, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.107946
         1     0.109366
         2     0.109140
         3     0.108824
         4     0.110084
         5     0.110345
         6     0.110202
         7     0.108923
         8     0.108492
# Cycle: 69, status: NCR, move: ('sh', 0.10979981785048654, 5, 2)
#     Time       Orderp
         0     0.108291
         1     0.108816
         2     0.109800
         3     0.108110
# Cycle: 70, status: NCR, move: ('sh', 0.10902293336725072, 7, 1)
#     Time       Orderp
         0     0.108172
         1     0.109023
         2     0.108854
         3     0.108347
# Cycle: 71, status: NCR, move: ('sh', 0.10936635680134912, 1, 1)
#     Time       Orderp
         0     0.107756
         1     0.109366
         2     0.107773
# Cycle: 72, status: NCR, move: ('sh', 0.10881176406988358, 3, 7)
#     Time       Orderp
         0     0.108161
         1     0.109437
         2     0.108637
         3     0.109133
         4     0.108828
         5     0.108933
         6     0.109766
         7     0.108812
         8     0.108847
         9     0.108401
# Cycle: 73, status: NCR, move: ('s+', 0.11080613701415627, 1, 1)
#     Time       Orderp
         0     0.108450
         1     0.110806
         2     0.108681
         3     0.109613
         4     0.109074
         5     0.108999
         6     0.108470
# Cycle: 74, status: NCR, move: ('s+', 0.11080613701415627, 1, 1)
#     Time       Orderp
         0     0.108450
         1     0.110806
         2     0.108681
         3     0.109613
         4     0.109074
         5     0.108999
         6     0.108470
# Cycle: 75, status: NCR, move: ('s+', 0.11080613701415627, 1, 1)
#     Time       Orderp
         0     0.108450
         1     0.110806
         2     0.108681
         3     0.109613
         4     0.109074
         5     0.108999
         6     0.108470
# Cycle: 76, status: NCR, move: ('sh', 0.10902293336725072, 7, 2)
#     Time       Orderp
         0     0.108293
         1     0.108967
         2     0.109023
         3     0.109359
         4     0.108131
# Cycle: 77, status: ACC, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108377
         1     0.110009
         2     0.108362
# Cycle: 78, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.107869
         1     0.109492
         2     0.111167
         3     0.109554
         4     0.108732
         5     0.108830
         6     0.108092
# Cycle: 79, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.107869
         1     0.109492
         2     0.111167
         3     0.109554
         4     0.108732
         5     0.108830
         6     0.108092
# Cycle: 80, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108362
         1     0.110009
         2     0.108377
# Cycle: 81, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108377
         1     0.110009
         2     0.108362
# Cycle: 82, status: ACC, move: ('sh', 0.11000909053346462, 1, 1)
#     Time       Orderp
         0     0.108124
         1     0.110009
         2     0.109623
         3     0.109118
         4     0.109807
         5     0.108295
# Cycle: 83, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.107869
         1     0.109492
         2     0.111167
         3     0.109554
         4     0.108732
         5     0.108830
         6     0.108092
# Cycle: 84, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108295
         1     0.109807
         2     0.109118
         3     0.109623
         4     0.110009
         5     0.108124
# Cycle: 85, status: ACC, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108492
         1     0.108923
         2     0.110202
         3     0.110345
         4     0.110084
         5     0.108824
         6     0.109140
         7     0.109366
         8     0.107946
# Cycle: 86, status: ACC, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108295
         1     0.109807
         2     0.109118
         3     0.109623
         4     0.110009
         5     0.108124
# Cycle: 87, status: NCR, move: ('sh', 0.10984534582766826, 3, 2)
#     Time       Orderp
         0     0.108106
         1     0.108545
         2     0.109845
         3     0.108297
# Cycle: 88, status: ACC, move: ('sh', 0.10925200226998122, 1, 1)
#     Time       Orderp
         0     0.107935
         1     0.109252
         2     0.108613
         3     0.110086
         4     0.108265
# Cycle: 89, status: NCR, move: ('s-', 0.10992270011239733, 2, 1)
#     Time       Orderp
         0     0.108049
         1     0.109923
         2     0.109601
         3     0.108964
         4     0.109101
         5     0.109655
         6     0.107907
# Cycle: 90, status: NCR, move: ('s-', 0.10992270011239733, 2, 1)
#     Time       Orderp
         0     0.108049
         1     0.109923
         2     0.109601
         3     0.108964
         4     0.109101
         5     0.109655
         6     0.107907
# Cycle: 91, status: NCR, move: ('s-', 0.10992270011239733, 2, 1)
#     Time       Orderp
         0     0.108049
         1     0.109923
         2     0.109601
         3     0.108964
         4     0.109101
         5     0.109655
         6     0.107907
# Cycle: 92, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108265
         1     0.110086
         2     0.108613
         3     0.109252
         4     0.107935
# Cycle: 93, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.107935
         1     0.109252
         2     0.108613
         3     0.110086
         4     0.108265
# Cycle: 94, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108265
         1     0.110086
         2     0.108613
         3     0.109252
         4     0.107935
# Cycle: 95, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.107935
         1     0.109252
         2     0.108613
         3     0.110086
         4     0.108265
# Cycle: 96, status: NCR, move: ('sh', 0.1086001841619064, 2, 2)
#     Time       Orderp
         0     0.108384
         1     0.109865
         2     0.108600
         3     0.108097
# Cycle: 97, status: NCR, move: ('s+', 0.1111890282357032, 1, 1)
#     Time       Orderp
         0     0.107897
         1     0.111189
         2     0.107912
# Cycle: 98, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108265
         1     0.110086
         2     0.108613
         3     0.109252
         4     0.107935
# Cycle: 99, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.107511
         1     0.109066
         2     0.109731
         3     0.108164
# Cycle: 100, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.107511
         1     0.109066
         2     0.109731
         3     0.108164
# Cycle: 101, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.107912
         1     0.111189
         2     0.107897
# Cycle: 102, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.107912
         1     0.111189
         2     0.107897
# Cycle: 103, status: BTL, move: ('sh', 0.10925200226998122, 3, 0)
#     Time       Orderp
         0     0.109252
         1     0.108797
         2     0.109414
         3     0.108848
         4     0.109121
         5     0.108486
# Cycle: 104, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.107511
         1     0.109066
         2     0.109731
         3     0.108164
# Cycle: 105, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.107511
         1     0.109066
         2     0.109731
         3     0.108164
# Cycle: 106, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.107935
         1     0.109252
         2     0.108613
         3     0.110086
         4     0.108265
# Cycle: 107, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108164
         1     0.109731
         2     0.109066
         3     0.107511
# Cycle: 108, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108265
         1     0.110086
         2     0.108613
         3     0.109252
         4     0.107935
# Cycle: 109, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.107924
         1     0.111310
         2     0.108154
# Cycle: 110, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.107511
         1     0.109066
         2     0.109731
         3     0.108164
# Cycle: 111, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108329
         1     0.109047
         2     0.111167
         3     0.108563
         4     0.108458
# Cycle: 112, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.107511
         1     0.109066
         2     0.109731
         3     0.108164
# Cycle: 113, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.107511
         1     0.109066
         2     0.109731
         3     0.108164
# Cycle: 114, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.107511
         1     0.109066
         2     0.109731
         3     0.108164
# Cycle: 115, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.107935
         1     0.109252
         2     0.108613
         3     0.110086
         4     0.108265
# Cycle: 116, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108164
         1     0.109731
         2     0.109066
         3     0.107511
# Cycle: 117, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108164
         1     0.109731
         2     0.109066
         3     0.107511
# Cycle: 118, status: NCR, move: ('sh', 0.10925200226998122, 1, 3)
#     Time       Orderp
         0     0.108130
         1     0.109668
         2     0.108728
         3     0.109252
         4     0.109228
         5     0.108667
         6     0.108892
         7     0.108277
# Cycle: 119, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108265
         1     0.110086
         2     0.108613
         3     0.109252
         4     0.107935
# Cycle: 120, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.107935
         1     0.109252
         2     0.108613
         3     0.110086
         4     0.108265
# Cycle: 121, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108265
         1     0.110086
         2     0.108613
         3     0.109252
         4     0.107935
# Cycle: 122, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.107912
         1     0.111189
         2     0.107897
# Cycle: 123, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.107935
         1     0.109252
         2     0.108613
         3     0.110086
         4     0.108265
# Cycle: 124, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.107897
         1     0.111189
         2     0.107912
# Cycle: 125, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.107897
         1     0.111189
         2     0.107912
# Cycle: 126, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108265
         1     0.110086
         2     0.108613
         3     0.109252
         4     0.107935
# Cycle: 127, status: FTL, move: ('sh', 0.1098453458276681, 1, 4)
#     Time       Orderp
         0     0.108137
         1     0.108964
         2     0.109763
         3     0.108899
         4     0.109845
         5     0.109919
         6     0.108778
         7     0.110378
         8     0.109072
         9     0.108656
        10     0.110282
# Cycle: 128, status: NCR, move: ('s+', 0.1111890282357032, 1, 3)
#     Time       Orderp
         0     0.107825
         1     0.109438
         2     0.108931
         3     0.111189
         4     0.108299
# Cycle: 129, status: NCR, move: ('s-', 0.10931148155614762, 2, 3)
#     Time       Orderp
         0     0.108223
         1     0.109600
         2     0.108829
         3     0.109311
         4     0.109093
         5     0.109062
         6     0.108627
         7     0.109507
         8     0.109054
         9     0.109050
        10     0.108297
# Cycle: 130, status: NCR, move: ('s-', 0.10931148155614762, 2, 3)
#     Time       Orderp
         0     0.108223
         1     0.109600
         2     0.108829
         3     0.109311
         4     0.109093
         5     0.109062
         6     0.108627
         7     0.109507
         8     0.109054
         9     0.109050
        10     0.108297
# Cycle: 131, status: NCR, move: ('s-', 0.10931148155614762, 2, 3)
#     Time       Orderp
         0     0.108223
         1     0.109600
         2     0.108829
         3     0.109311
         4     0.109093
         5     0.109062
         6     0.108627
         7     0.109507
         8     0.109054
         9     0.109050
        10     0.108297
# Cycle: 132, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.107935
         1     0.109252
         2     0.108613
         3     0.110086
         4     0.108265
# Cycle: 133, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108458
         1     0.108563
         2     0.111167
         3     0.109047
         4     0.108329
# Cycle: 134, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108297
         1     0.109050
         2     0.109054
         3     0.109507
         4     0.108627
         5     0.109062
         6     0.109093
         7     0.109311
         8     0.108829
         9     0.109600
        10     0.108223
# Cycle: 135, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108265
         1     0.110086
         2     0.108613
         3     0.109252
         4     0.107935
# Cycle: 136, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
