# Cycle: 150, status: ACC
#     Step              Filename       index    vel
         0     006_471_trajB.trr           4     -1
         1     006_471_trajB.trr           3     -1
         2     006_471_trajB.trr           2     -1
         3     006_471_trajB.trr           1     -1
         4     006_471_trajB.trr           0     -1
         5     006_472_trajF.trr           1      1
         6     006_472_trajF.trr           2      1
         7     006_472_trajF.trr           3      1
         8     006_472_trajF.trr           4      1
