# Cycle: 950, status: ACC
#     Step              Filename       index    vel
         0    003_3803_trajB.trr           3     -1
         1    003_3803_trajB.trr           2     -1
         2    003_3803_trajB.trr           1     -1
         3    003_3803_trajB.trr           0     -1
         4    003_3804_trajF.trr           1      1
         5    003_3804_trajF.trr           2      1
         6    003_3804_trajF.trr           3      1
         7    003_3804_trajF.trr           4      1
         8    003_3804_trajF.trr           5      1
