# Cycle: 1800, status: NCR
#     Step              Filename       index    vel
         0    005_7097_trajB.trr           6     -1
         1    005_7097_trajB.trr           5     -1
         2    005_7097_trajB.trr           4     -1
         3    005_7097_trajB.trr           3     -1
         4    005_7097_trajB.trr           2     -1
         5    005_7097_trajB.trr           1     -1
         6    005_7097_trajB.trr           0     -1
         7    005_7098_trajF.trr           1      1
         8    005_7098_trajF.trr           2      1
