# Cycle: 200, status: ACC
#     Step              Filename       index    vel
         0     010_806_trajB.trr           4     -1
         1     010_806_trajB.trr           3     -1
         2     010_806_trajB.trr           2     -1
         3     010_806_trajB.trr           1     -1
         4     010_806_trajB.trr           0     -1
         5     010_807_trajF.trr           1      1
         6     010_807_trajF.trr           2      1
         7     010_807_trajF.trr           3      1
