# Cycle: 1450, status: NCR
#     Step              Filename       index    vel
         0    004_5810_trajF.trr           7     -1
         1    004_5810_trajF.trr           6     -1
         2    004_5810_trajF.trr           5     -1
         3    004_5810_trajF.trr           4     -1
         4    004_5810_trajF.trr           3     -1
         5    004_5810_trajF.trr           2     -1
         6    004_5810_trajF.trr           1     -1
         7    004_5809_trajB.trr           0      1
         8    004_5809_trajB.trr           1      1
