#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
505000,1009.9999999899404,-36421.26305147892,6279.87012092334,-30141.39293055558,283.99878503699904
510000,1019.999999989704,-36478.496309726295,6187.711220549712,-30290.785089176585,279.83102117684325
515000,1029.9999999894676,-36367.23681971317,5962.179366992251,-30405.05745272092,269.6316426603901
520000,1039.9999999892311,-36528.51283976322,6199.085011356658,-30329.427828406566,280.34538575895067
525000,1049.9999999889947,-36424.827260463295,6153.651338345425,-30271.17592211787,278.2907082438906
530000,1059.9999999887582,-36371.531583278236,6145.727698301112,-30225.803884977126,277.93237214739116
535000,1069.9999999885217,-36369.35583159214,6148.116069344537,-30221.239762247602,278.04038305549744
540000,1079.9999999882853,-36394.44975897556,6155.993211951203,-30238.45654702436,278.39661636713913
545000,1089.9999999880488,-36686.70928713566,6259.7740373724455,-30426.935249763214,283.0899663508544
550000,1099.9999999878123,-36534.6335816074,6070.813493474495,-30463.820088132903,274.5444767382352
555000,1109.9999999875758,-36460.91419359928,5951.427119453306,-30509.487074145974,269.14538654701875
560000,1119.9999999873394,-36310.75996729618,6243.629815057902,-30067.13015223828,282.3598653400992
565000,1129.999999987103,-36673.33610293156,6258.2144964554755,-30415.12160647608,283.01943818433085
570000,1139.9999999868664,-36662.37245032078,6237.386911018143,-30424.985539302634,282.077538296983
575000,1149.99999998663,-36296.03222891575,6270.902289631188,-30025.12993928456,283.5932267782538
580000,1159.9999999863935,-36257.66014048344,6088.161566055765,-30169.49857442767,275.3290202782997
585000,1169.999999986157,-36129.26546046024,6073.212105878741,-30056.0533545815,274.65295079828155
590000,1179.9999999859206,-36869.04974171406,6176.668600869447,-30692.381140844613,279.33163336906483
595000,1189.999999985684,-36515.5084776569,6260.150793427438,-30255.35768422946,283.10700464301857
600000,1199.9999999854476,-36592.71871039158,6293.154194925552,-30299.564515466027,284.59953963929564
605000,1209.9999999852112,-36523.04376456028,6167.615226222869,-30355.42853833741,278.9222065257379
610000,1219.9999999849747,-36601.809494464454,6143.94744849727,-30457.862045967184,277.85186271461345
615000,1229.9999999847382,-36627.18594309574,6281.041253177592,-30346.14468991815,284.05174793765156
620000,1239.9999999845018,-36653.194266765175,5950.372403248577,-30702.821863516598,269.0976884075773
625000,1249.9999999842653,-36515.550124614296,6109.600524284262,-30405.949600330034,276.29856868807747
630000,1259.9999999840288,-36482.34261557346,6388.004192743683,-30094.33842282978,288.88900480695276
635000,1269.9999999837923,-36341.10436960941,6185.963183440501,-30155.141186168912,279.751968520394
640000,1279.9999999835559,-36454.3624128986,5911.568729129197,-30542.7936837694,267.3428437861641
645000,1289.9999999833194,-36669.82197710758,5913.048288630055,-30756.773688477526,267.4097548993787
650000,1299.999999983083,-36279.796943156776,6045.892919868206,-30233.90402328857,273.4174768974215
655000,1309.9999999828465,-36574.64754149204,6058.95536164301,-30515.692179849033,274.00820847661464
660000,1319.99999998261,-36361.52719542271,6166.8637929125325,-30194.663402510174,278.8882239523626
665000,1329.9999999823735,-36539.58972307926,6240.891475046792,-30298.69824803247,282.2360275502726
670000,1339.999999982137,-36429.60783287769,6202.42692763343,-30227.180905244262,280.496519483697
675000,1349.9999999819006,-36359.996660678444,6028.971096352939,-30331.025564325504,272.65220990520544
680000,1359.9999999816641,-36464.96314760929,6160.874780039596,-30304.088367569697,278.6173788000372
