#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
505000,1009.9999999899404,-35709.30061718708,6407.273802826517,-29302.026814360564,289.7604473282603
510000,1019.999999989704,-35907.17030665165,6450.911467730588,-29456.25883892106,291.73390276220573
515000,1029.9999999894676,-35552.92611834293,6515.937160467658,-29036.988957875277,294.6746033464404
520000,1039.9999999892311,-35523.74650666004,6473.603443197485,-29050.143063462558,292.7601172122811
525000,1049.9999999889947,-35784.619579761085,6351.224072833126,-29433.39550692796,287.22567273686565
530000,1059.9999999887582,-35661.08688399082,6501.233299828549,-29159.853584162272,294.0096407793091
535000,1069.9999999885217,-35609.50039622074,6607.996533474772,-29001.50386274597,298.837866213642
540000,1079.9999999882853,-35620.288001506386,6556.39893568838,-29063.889065818006,296.5044333878038
545000,1089.9999999880488,-35640.00287958866,6543.2939807652965,-29096.708898823366,295.9117792079473
550000,1099.9999999878123,-35846.55314299351,6662.4552810241385,-29184.09786196937,301.30069073721387
555000,1109.9999999875758,-35683.77144476658,6502.32903798469,-29181.442406781887,294.0591940820161
560000,1119.9999999873394,-35405.116899936256,6654.360709594321,-28750.756190341934,300.934624495843
565000,1129.999999987103,-35361.455440013466,6615.638641038266,-28745.8167989752,299.18347037763937
570000,1139.9999999868664,-35537.667481868324,6611.281202553412,-28926.386279314913,298.9864110098909
575000,1149.99999998663,-35942.98520609623,6397.765190388714,-29545.220015707517,289.3304329604907
580000,1159.9999999863935,-35302.36307808643,6301.873195230304,-29000.489882856127,284.9938448471433
585000,1169.999999986157,-35619.64603516346,6511.965675750659,-29107.6803594128,294.49499822520346
590000,1179.9999999859206,-35658.39365717655,6342.647451146214,-29315.746206030337,286.83780641289667
595000,1189.999999985684,-35475.5302738834,6368.409913522068,-29107.120360361332,288.00287955508264
600000,1199.9999999854476,-35693.528991191444,6291.825830209101,-29401.703160982343,284.5394661093827
605000,1209.9999999852112,-35624.85143372303,6486.684805728542,-29138.166627994487,293.3517044575445
610000,1219.9999999849747,-35825.180816142616,6415.196670036717,-29409.9841461059,290.11874847436354
615000,1229.9999999847382,-35474.73591086155,6543.232369572591,-28931.50354128896,295.90899292359177
620000,1239.9999999845018,-35646.088189094124,6481.99106749662,-29164.097121597504,293.139436380422
625000,1249.9999999842653,-35507.48658510929,6625.14513481172,-28882.341450297572,299.6133889316278
630000,1259.9999999840288,-35889.37364432102,6384.6785548817625,-29504.695089439258,288.7386072518964
635000,1269.9999999837923,-35744.16000029331,6454.3790964788095,-29289.780903814502,291.890721666497
640000,1279.9999999835559,-35793.86916443592,6417.662601665881,-29376.20656277004,290.2302669569406
645000,1289.9999999833194,-36148.63884493595,6559.184699008658,-29589.454145927295,296.6304158337978
650000,1299.999999983083,-35663.925022571144,6536.524298879673,-29127.40072369147,295.60562933643985
655000,1309.9999999828465,-35268.38087627178,6654.337163900692,-28614.04371237109,300.933559673123
660000,1319.99999998261,-35562.448089091835,6746.0527541516885,-28816.395334940145,305.0812754218055
665000,1329.9999999823735,-35547.19777437931,6372.060241640633,-29175.137532738678,288.16796079572885
670000,1339.999999982137,-36008.18449160343,6567.536613259448,-29440.64787834398,297.0081200624339
675000,1349.9999999819006,-35846.37874409443,6421.265469471587,-29425.113274622843,290.39320186797653
680000,1359.9999999816641,-35536.30597016102,6515.387486857579,-29020.918483303438,294.6497450875237
685000,1369.9999999814277,-35764.23725935703,6458.586466625128,-29305.650792731903,292.08099439296217
690000,1379.9999999811912,-35727.988327710686,6662.179485335155,-29065.808842375533,301.2882182435028
695000,1389.9999999809547,-35805.67166086918,6389.9897439463175,-29415.681916922862,288.9787987228011
700000,1399.9999999807183,-35591.27108427769,6436.965453234768,-29154.30563104292,291.1032127803023
705000,1409.9999999804818,-36082.87297198063,6513.174804798982,-29569.698167181647,294.54967948039894
710000,1419.9999999802453,-35613.059039561806,6571.5785984263775,-29041.480441135427,297.1909134728773
715000,1429.9999999800089,-35787.33917185551,6648.936850868263,-29138.402320987243,300.6893376891493
720000,1439.9999999797724,-35802.94735285526,6517.042013278809,-29285.905339576453,294.7245688473137
725000,1449.999999979536,-35288.55679318195,6583.874590784513,-28704.68220239744,297.74698339523127
730000,1459.9999999792994,-35660.91124722248,6540.075101274286,-29120.836145948197,295.7662096584145
735000,1469.999999979063,-35672.27543589359,6683.5103057279375,-28988.765130165655,302.25287626329344
740000,1479.9999999788265,-35733.93765780216,6390.099930230501,-29343.837727571663,288.98378175114937
745000,1489.99999997859,-35506.79404303318,6634.321684954693,-28872.472358078485,300.0283862231725
750000,1499.9999999783536,-35465.591056315956,6627.6468347321215,-28837.944221583835,299.7265249876673
755000,1509.999999978117,-35524.48783537632,6542.256151644276,-28982.231683732043,295.8648447644365
760000,1519.9999999778806,-35354.048988788185,6624.408021468619,-28729.640967319567,299.58005395975033
765000,1529.9999999776442,-35734.17950007206,6554.423698506742,-29179.75580156532,296.41510590985536
770000,1539.9999999774077,-35571.76860329395,6645.6704894760815,-28926.098113817872,300.5416208337034
775000,1549.9999999771712,-35684.296911685524,6656.636239250871,-29027.660672434653,301.03753230210845
780000,1559.9999999769348,-35688.15861651188,6588.188223088681,-29099.9703934232,297.94206168664346
785000,1569.9999999766983,-35826.78654810673,6422.771557912855,-29404.01499019387,290.46131271728433
