#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
505000,1009.9999999899404,-37258.391579120216,5965.483840539792,-31292.907738580423,269.78108308744004
510000,1019.999999989704,-37634.121497600136,5588.986638210893,-32045.134859389244,252.75449719118342
515000,1029.9999999894676,-37249.68200632816,5689.276644545979,-31560.405361782185,257.2899795183768
520000,1039.9999999892311,-37467.45321604496,5569.569245964335,-31897.883970080624,251.87637141781178
525000,1049.9999999889947,-37272.290703265724,5719.153110214131,-31553.137593051593,258.64110299506854
530000,1059.9999999887582,-37300.43783900028,5653.10363997537,-31647.33419902491,255.65410343314332
535000,1069.9999999885217,-37288.76856657749,5745.320676463901,-31543.44789011359,259.82449642187674
540000,1079.9999999882853,-37426.70192858463,5942.595198285141,-31484.106730299492,268.7459746431094
545000,1089.9999999880488,-36897.96689173466,5523.369910518406,-31374.59698121625,249.78706783612697
550000,1099.9999999878123,-37647.16959330326,5990.511026273838,-31656.658567029423,270.9129043201249
555000,1109.9999999875758,-36989.96993967777,5988.200310276333,-31001.76962940144,270.8084052583257
560000,1119.9999999873394,-37343.981827228126,5758.10805996247,-31585.873767265657,260.4027888558709
565000,1129.999999987103,-37161.88637491947,5730.7004327063205,-31431.185942213153,259.1633153171492
570000,1139.9999999868664,-37325.05745455509,5821.837651107349,-31503.21980344774,263.28487496713416
575000,1149.99999998663,-37083.184976069984,5750.922898433592,-31332.26207763639,260.0778494693544
580000,1159.9999999863935,-37108.73987910038,5785.440036768152,-31323.299842332228,261.6388412034522
585000,1169.999999986157,-37428.02855440861,6018.597440238875,-31409.431114169733,272.18307508616357
590000,1179.9999999859206,-37314.09243151432,5813.914700269551,-31500.17773124477,262.92657003908386
595000,1189.999999985684,-37304.33300635105,5771.128354676796,-31533.204651674256,260.9916143902354
600000,1199.9999999854476,-37342.91661164051,5806.209418938935,-31536.707192701575,262.5781089253784
605000,1209.9999999852112,-37333.22947546726,5806.683357982578,-31526.546117484686,262.59954218912173
610000,1219.9999999849747,-37587.900348155556,5729.980866979422,-31857.919481176134,259.130773912907
615000,1229.9999999847382,-37303.735063998756,5492.532644710776,-31811.20241928798,248.39249344930155
620000,1239.9999999845018,-37293.87486979252,5791.515168438501,-31502.359701354017,261.91358096400404
625000,1249.9999999842653,-37071.60230681187,5667.045039268523,-31404.557267543343,256.2845846986363
630000,1259.9999999840288,-37509.080119578895,5769.224989563655,-31739.85513001524,260.90553723112134
635000,1269.9999999837923,-37216.156976192055,5835.3039348402,-31380.853041351853,263.89386976248045
640000,1279.9999999835559,-37468.932521312294,5582.687557779425,-31886.244963532867,252.469629645368
645000,1289.9999999833194,-37092.15557047611,5577.71236589553,-31514.44320458058,252.24463320067332
650000,1299.999999983083,-37107.69909331089,5514.424238822959,-31593.274854487932,249.3825117157094
655000,1309.9999999828465,-37316.60225531345,5916.789745248518,-31399.812510064934,267.5789573053921
660000,1319.99999998261,-37137.80922648197,5883.92129652866,-31253.88792995331,266.09252536926186
665000,1329.9999999823735,-36887.5740818668,5681.004791886006,-31206.56928998079,256.9158959688444
670000,1339.999999982137,-37139.59470507389,5927.341909395004,-31212.252795678887,268.0561649130986
675000,1349.9999999819006,-37278.41310927158,5740.215499826352,-31538.197609445233,259.5936215893492
680000,1359.9999999816641,-37290.500648944435,5613.014177378949,-31677.486471565484,253.8411107356931
685000,1369.9999999814277,-37318.18119475132,5901.0564158951765,-31417.124778856145,266.8674383830423
690000,1379.9999999811912,-37371.11246725803,5799.061332975381,-31572.05113428265,262.25484623205836
695000,1389.9999999809547,-37327.99348303562,5638.139302282035,-31689.854180753588,254.97736113721098
700000,1399.9999999807183,-37406.90769716984,5883.138807856552,-31523.768889313287,266.05713835839947
705000,1409.9999999804818,-37595.824308841286,5802.175100889919,-31793.649207951366,262.3956622501587
710000,1419.9999999802453,-37433.05134388691,5786.549358759274,-31646.501985127637,261.6890088170536
715000,1429.9999999800089,-37167.20684096104,5733.53753097441,-31433.669309986624,259.29161931797296
720000,1439.9999999797724,-37459.96905276066,5784.9601276738595,-31675.008925086797,261.61713795209783
725000,1449.999999979536,-37467.7545714069,5566.753115469894,-31901.001455937003,251.749015656701
730000,1459.9999999792994,-37123.1272282291,5696.202377021201,-31426.924851207903,257.603186570526
735000,1469.999999979063,-37160.521111457405,6009.673376432021,-31150.847735025385,271.77949615380714
740000,1479.9999999788265,-37263.053628413734,5888.573743715708,-31374.479884698027,266.3029261137244
745000,1489.99999997859,-37213.31310793644,5689.804874416206,-31523.50823352023,257.3138680126412
750000,1499.9999999783536,-37098.90830275303,5814.5943817813495,-31284.31392097168,262.957307732674
755000,1509.999999978117,-37378.85118862873,5678.545502822274,-31700.305685806456,256.80467788746597
760000,1519.9999999778806,-37193.42716547733,5850.376699827699,-31343.050465649634,264.5755155387738
765000,1529.9999999776442,-37224.01166197544,5885.673444859688,-31338.338217115754,266.1717639502571
770000,1539.9999999774077,-37430.78534075504,5654.649824833445,-31776.135515921596,255.7240275896434
775000,1549.9999999771712,-37455.587275950966,5867.075068697459,-31588.51220725351,265.3306770914484
780000,1559.9999999769348,-37393.33392473942,5903.229095464326,-31490.104829275093,266.96569493071473
785000,1569.9999999766983,-37279.39193102604,5801.436262698824,-31477.955668327217,262.3622492743217
790000,1579.9999999764618,-37529.50226732975,5880.12651796219,-31649.37574936756,265.9209115489742
795000,1589.9999999762254,-37093.577094523964,5678.932278260387,-31414.64481626358,256.82216929292355
800000,1599.9999999759889,-37174.883077113685,5559.135264290368,-31615.74781282332,251.40450845545016
805000,1609.9999999757524,-37052.26616522556,5702.678390084679,-31349.587775140884,257.89605565961494
810000,1619.999999975516,-37015.500361888466,5720.422536421812,-31295.077825466655,258.69851110920683
815000,1629.9999999752795,-37073.934841601906,5761.080187994106,-31312.8546536078,260.53719939839897
820000,1639.999999975043,-37306.565024821815,5649.291842300787,-31657.27318252103,255.4817199462967
825000,1649.9999999748065,-37168.752462832985,5901.508351197302,-31267.244111635682,266.8878765568019
830000,1659.99999997457,-37480.459551303444,5665.272597666585,-31815.186953636858,256.20442838141844
835000,1669.9999999743336,-36948.76489588505,5528.039103457895,-31420.725792427154,249.9982258850013
840000,1679.9999999740971,-37287.458935229835,5720.304125916566,-31567.15480931327,258.69315615138476
845000,1689.9999999738607,-37301.59968325382,5648.0674371159475,-31653.532246137875,255.42634784811767
850000,1699.9999999736242,-36940.957755534706,5741.702510509383,-31199.255245025324,259.6608696723805
855000,1709.9999999733877,-37259.93611761814,5660.482292148656,-31599.453825469485,255.9877931770509
860000,1719.9999999731513,-37290.34107634312,5725.332999404427,-31565.00807693869,258.92058027531675
865000,1729.9999999729148,-36951.36952540165,5799.471038379697,-31151.89848702195,262.27337461478095
870000,1739.9999999726783,-36816.43077990299,5709.115524023154,-31107.31525587984,258.1871664919164
875000,1749.9999999724419,-37428.68537804371,5817.507521056722,-31611.177856986986,263.08905058705136
880000,1759.9999999722054,-37277.76817938572,5841.427149936313,-31436.341029449406,264.1707840320961
885000,1769.999999971969,-37175.883580653724,5764.484550732353,-31411.399029921373,260.69115718142154
890000,1779.9999999717324,-37500.6624922443,5785.769396521991,-31714.89309572231,261.6537360608504
895000,1789.999999971496,-37308.504239528236,5865.3600062582345,-31443.144233270003,265.25311567065097
900000,1799.9999999712595,-36880.83357760197,5828.737470512851,-31052.096107089114,263.5969101351241
905000,1809.999999971023,-37063.404370276985,5871.475608810837,-31191.928761466148,265.5296856730976
910000,1819.9999999707866,-36904.38546225315,5625.587707460521,-31278.797754792628,254.40973193295247
915000,1829.99999997055,-37357.40051695591,5744.360352186233,-31613.040164769678,259.7810670319614
920000,1839.9999999703136,-37202.20366904026,5502.755838434634,-31699.447830605626,248.85482380659667
925000,1849.9999999700772,-37307.382500140724,5710.765890022882,-31596.616610117842,258.26180210217007
930000,1859.9999999698407,-37534.03746077305,5902.45392906431,-31631.58353170874,266.9306390598819
935000,1869.9999999696042,-37529.476610629616,5766.122148465014,-31763.3544621646,260.7652153637565
940000,1879.9999999693678,-37069.85658022648,5566.869436459964,-31502.987143766513,251.75427611897462
945000,1889.9999999691313,-37059.570848910866,5608.006460364524,-31451.564388546343,253.61464338517143
