# Cycle: 550, status: NCR, move: ('sh', 0.11020889256316878, 4, 1)
#     Time       Orderp
         0     0.108314
         1     0.110209
         2     0.109525
         3     0.108873
         4     0.109201
         5     0.108568
         6     0.108922
         7     0.109177
         8     0.108519
         9     0.108257
