# Cycle: 550, status: NCR, move: ('sh', 0.11020889256316878, 4, 1)
#     Time      Potential        Kinetic
         0  -44625.855469   10304.785156
         1  -44417.550781   12873.576172
         2  -44617.734375    9671.630859
         3  -44578.699219   10225.932617
         4  -44090.359375   10484.970703
         5  -44289.570312   10315.210938
         6  -44531.562500    9868.386719
         7  -44406.054688   10197.134766
         8  -44430.113281    9806.027344
         9  -44488.160156   10298.791992
