# Cycle: 950, status: ACC
#     Step              Filename       index    vel
         0    009_3815_trajB.trr           2     -1
         1    009_3815_trajB.trr           1     -1
         2    009_3815_trajB.trr           0     -1
         3    009_3816_trajF.trr           1      1
         4    009_3816_trajF.trr           2      1
         5    009_3816_trajF.trr           3      1
         6    009_3816_trajF.trr           4      1
         7    009_3816_trajF.trr           5      1
         8    009_3816_trajF.trr           6      1
