# Cycle: 0, status: ACC, move: ('ki', 0, 0, 0)
#     Time       Orderp
         0     0.108498
         1     0.111432
         2     0.112152
# Cycle: 1, status: BTL, move: ('sh', 0.11143159336561596, 1, 0)
#     Time       Orderp
         0     0.111432
         1     0.108221
# Cycle: 2, status: ACC, move: ('00', 0, 0, 0)
#     Time       Orderp
         0     0.108498
         1     0.111432
         2     0.112152
# Cycle: 3, status: ACC, move: ('00', 0, 0, 0)
#     Time       Orderp
         0     0.108498
         1     0.111432
         2     0.112152
# Cycle: 4, status: ACC, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108272
         1     0.111018
         2     0.111808
         3     0.108197
# Cycle: 5, status: ACC, move: ('00', 0, 0, 0)
#     Time       Orderp
         0     0.108272
         1     0.111018
         2     0.111808
         3     0.108197
# Cycle: 6, status: BTL, move: ('sh', 0.11101801655587246, 1, 0)
#     Time       Orderp
         0     0.111018
         1     0.108773
         2     0.108539
         3     0.109840
# Cycle: 7, status: FTL, move: ('sh', 0.11180787092150518, 2, 1)
#     Time       Orderp
         0     0.107569
         1     0.111808
         2     0.109539
         3     0.108144
# Cycle: 8, status: FTL, move: ('sh', 0.11180787092150518, 2, 1)
#     Time       Orderp
         0     0.108103
         1     0.111808
         2     0.109203
         3     0.108828
         4     0.108655
# Cycle: 9, status: ACC, move: ('00', 0, 0, 0)
#     Time       Orderp
         0     0.108272
         1     0.111018
         2     0.111808
         3     0.108197
# Cycle: 10, status: ACC, move: ('00', 0, 0, 0)
#     Time       Orderp
         0     0.108272
         1     0.111018
         2     0.111808
         3     0.108197
# Cycle: 11, status: ACC, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108498
         1     0.111432
         2     0.112152
# Cycle: 12, status: ACC, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108272
         1     0.111018
         2     0.111808
         3     0.108197
# Cycle: 13, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108197
         1     0.111808
         2     0.111018
         3     0.108272
# Cycle: 14, status: ACC, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108498
         1     0.111432
         2     0.112152
# Cycle: 15, status: BTL, move: ('sh', 0.11143159336561596, 1, 0)
#     Time       Orderp
         0     0.111432
         1     0.108960
         2     0.108560
# Cycle: 16, status: ACC, move: ('00', 0, 0, 0)
#     Time       Orderp
         0     0.108498
         1     0.111432
         2     0.112152
# Cycle: 17, status: BWI, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.112152
         1     0.111432
         2     0.108498
# Cycle: 18, status: BTL, move: ('sh', 0.11143159336561596, 1, 0)
#     Time       Orderp
         0     0.111432
         1     0.109116
# Cycle: 19, status: ACC, move: ('00', 0, 0, 0)
#     Time       Orderp
         0     0.108498
         1     0.111432
         2     0.112152
# Cycle: 20, status: ACC, move: ('00', 0, 0, 0)
#     Time       Orderp
         0     0.108498
         1     0.111432
         2     0.112152
# Cycle: 21, status: FTL, move: ('sh', 0.11143159336561596, 1, 1)
#     Time       Orderp
         0     0.108147
         1     0.111432
         2     0.109567
         3     0.108120
# Cycle: 22, status: ACC, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108454
         1     0.111808
         2     0.108766
         3     0.108192
# Cycle: 23, status: ACC, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108498
         1     0.111432
         2     0.112152
# Cycle: 24, status: ACC, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108454
         1     0.111808
         2     0.108766
         3     0.108192
# Cycle: 25, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108192
         1     0.108766
         2     0.111808
         3     0.108454
# Cycle: 26, status: FTL, move: ('sh', 0.11180787092150518, 2, 2)
#     Time       Orderp
         0     0.108173
         1     0.109842
         2     0.111808
         3     0.109597
         4     0.108663
# Cycle: 27, status: NCR, move: ('sh', 0.10914210919713785, 1, 2)
#     Time       Orderp
         0     0.108222
         1     0.108519
         2     0.109142
         3     0.108895
         4     0.108496
# Cycle: 28, status: ACC, move: ('sh', 0.11180787092150518, 2, 3)
#     Time       Orderp
         0     0.108395
         1     0.109101
         2     0.108816
         3     0.111808
         4     0.108677
         5     0.109586
         6     0.108919
         7     0.109316
         8     0.108651
         9     0.108564
        10     0.110375
        11     0.108587
        12     0.108623
        13     0.108604
        14     0.108587
        15     0.109599
        16     0.108193
# Cycle: 29, status: ACC, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108498
         1     0.111432
         2     0.112152
# Cycle: 30, status: ACC, move: ('00', 0, 0, 0)
#     Time       Orderp
         0     0.108498
         1     0.111432
         2     0.112152
# Cycle: 31, status: BTL, move: ('sh', 0.11143159336561596, 1, 0)
#     Time       Orderp
         0     0.111432
         1     0.108034
# Cycle: 32, status: BWI, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.112152
         1     0.111432
         2     0.108498
# Cycle: 33, status: BWI, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.112152
         1     0.111432
         2     0.108498
# Cycle: 34, status: ACC, move: ('00', 0, 0, 0)
#     Time       Orderp
         0     0.108498
         1     0.111432
         2     0.112152
# Cycle: 35, status: BWI, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.112152
         1     0.111432
         2     0.108498
# Cycle: 36, status: ACC, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108193
         1     0.109599
         2     0.108587
         3     0.108604
         4     0.108623
         5     0.108587
         6     0.110375
         7     0.108564
         8     0.108651
         9     0.109316
        10     0.108919
        11     0.109586
        12     0.108677
        13     0.111808
        14     0.108816
        15     0.109101
        16     0.108395
# Cycle: 37, status: NCR, move: ('sh', 0.10957189420649809, 1, 3)
#     Time       Orderp
         0     0.108216
         1     0.108967
         2     0.108692
         3     0.109572
         4     0.108649
         5     0.108171
# Cycle: 38, status: NCR, move: ('sh', 0.1092428487361988, 15, 3)
#     Time       Orderp
         0     0.108434
         1     0.109515
         2     0.108503
         3     0.109243
         4     0.109889
         5     0.108794
         6     0.110258
         7     0.108181
# Cycle: 39, status: NCR, move: ('sh', 0.10957189420649809, 1, 2)
#     Time       Orderp
         0     0.108336
         1     0.109395
         2     0.109572
         3     0.109549
         4     0.108301
# Cycle: 40, status: NCR, move: ('sh', 0.10878878618681252, 9, 3)
#     Time       Orderp
         0     0.108464
         1     0.108966
         2     0.109123
         3     0.108789
         4     0.109019
         5     0.109818
         6     0.108888
         7     0.109005
         8     0.108752
         9     0.108961
        10     0.107989
# Cycle: 41, status: NCR, move: ('sh', 0.10870142593360975, 14, 1)
#     Time       Orderp
         0     0.108485
         1     0.108701
         2     0.108797
         3     0.107922
# Cycle: 42, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108395
         1     0.109101
         2     0.108816
         3     0.111808
         4     0.108677
         5     0.109586
         6     0.108919
         7     0.109316
         8     0.108651
         9     0.108564
        10     0.110375
        11     0.108587
        12     0.108623
        13     0.108604
        14     0.108587
        15     0.109599
        16     0.108193
# Cycle: 43, status: ACC, move: ('00', 0, 0, 0)
#     Time       Orderp
         0     0.108395
         1     0.109101
         2     0.108816
         3     0.111808
         4     0.108677
         5     0.109586
         6     0.108919
         7     0.109316
         8     0.108651
         9     0.108564
        10     0.110375
        11     0.108587
        12     0.108623
        13     0.108604
        14     0.108587
        15     0.109599
        16     0.108193
# Cycle: 44, status: ACC, move: ('00', 0, 0, 0)
#     Time       Orderp
         0     0.108395
         1     0.109101
         2     0.108816
         3     0.111808
         4     0.108677
         5     0.109586
         6     0.108919
         7     0.109316
         8     0.108651
         9     0.108564
        10     0.110375
        11     0.108587
        12     0.108623
        13     0.108604
        14     0.108587
        15     0.109599
        16     0.108193
# Cycle: 45, status: NCR, move: ('sh', 0.10957189420649809, 15, 4)
#     Time       Orderp
         0     0.108052
         1     0.108766
         2     0.109193
         3     0.109946
         4     0.109572
         5     0.108479
# Cycle: 46, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108193
         1     0.109599
         2     0.108587
         3     0.108604
         4     0.108623
         5     0.108587
         6     0.110375
         7     0.108564
         8     0.108651
         9     0.109316
        10     0.108919
        11     0.109586
        12     0.108677
        13     0.111808
        14     0.108816
        15     0.109101
        16     0.108395
# Cycle: 47, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.107954
         1     0.108836
         2     0.108639
         3     0.111432
         4     0.108616
         5     0.111548
         6     0.108485
# Cycle: 48, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.107954
         1     0.108836
         2     0.108639
         3     0.111432
         4     0.108616
         5     0.111548
         6     0.108485
# Cycle: 49, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.107954
         1     0.108836
         2     0.108639
         3     0.111432
         4     0.108616
         5     0.111548
         6     0.108485
# Cycle: 50, status: KOB, move: ('sh', 0.10815729286552965, 2, 0)
#     Time       Orderp
         0     0.108157
# Cycle: 51, status: ACC, move: ('00', 0, 0, 0)
#     Time       Orderp
         0     0.108193
         1     0.109599
         2     0.108587
         3     0.108604
         4     0.108623
         5     0.108587
         6     0.110375
         7     0.108564
         8     0.108651
         9     0.109316
        10     0.108919
        11     0.109586
        12     0.108677
        13     0.111808
        14     0.108816
        15     0.109101
        16     0.108395
# Cycle: 52, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.107954
         1     0.108836
         2     0.108639
         3     0.111432
         4     0.108616
         5     0.111548
         6     0.108485
# Cycle: 53, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108395
         1     0.109101
         2     0.108816
         3     0.111808
         4     0.108677
         5     0.109586
         6     0.108919
         7     0.109316
         8     0.108651
         9     0.108564
        10     0.110375
        11     0.108587
        12     0.108623
        13     0.108604
        14     0.108587
        15     0.109599
        16     0.108193
# Cycle: 54, status: NCR, move: ('sh', 0.11001818031580052, 10, 1)
#     Time       Orderp
         0     0.108357
         1     0.110018
         2     0.108769
         3     0.109181
         4     0.108884
         5     0.108591
         6     0.109424
         7     0.109099
         8     0.108448
# Cycle: 55, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108485
         1     0.111548
         2     0.108616
         3     0.111432
         4     0.108639
         5     0.108836
         6     0.107954
# Cycle: 56, status: NCR, move: ('sh', 0.1092428487361988, 1, 1)
#     Time       Orderp
         0     0.108173
         1     0.109243
         2     0.108334
# Cycle: 57, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108193
         1     0.109599
         2     0.108587
         3     0.108604
         4     0.108623
         5     0.108587
         6     0.110375
         7     0.108564
         8     0.108651
         9     0.109316
        10     0.108919
        11     0.109586
        12     0.108677
        13     0.111808
        14     0.108816
        15     0.109101
        16     0.108395
# Cycle: 58, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108395
         1     0.109101
         2     0.108816
         3     0.111808
         4     0.108677
         5     0.109586
         6     0.108919
         7     0.109316
         8     0.108651
         9     0.108564
        10     0.110375
        11     0.108587
        12     0.108623
        13     0.108604
        14     0.108587
        15     0.109599
        16     0.108193
# Cycle: 59, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108485
         1     0.111548
         2     0.108616
         3     0.111432
         4     0.108639
         5     0.108836
         6     0.107954
# Cycle: 60, status: NCR, move: ('sh', 0.10978160137290759, 5, 1)
#     Time       Orderp
         0     0.108309
         1     0.109782
         2     0.109068
         3     0.107823
# Cycle: 61, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108485
         1     0.111548
         2     0.108616
         3     0.111432
         4     0.108639
         5     0.108836
         6     0.107954
# Cycle: 62, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108193
         1     0.109599
         2     0.108587
         3     0.108604
         4     0.108623
         5     0.108587
         6     0.110375
         7     0.108564
         8     0.108651
         9     0.109316
        10     0.108919
        11     0.109586
        12     0.108677
        13     0.111808
        14     0.108816
        15     0.109101
        16     0.108395
# Cycle: 63, status: ACC, move: ('00', 0, 0, 0)
#     Time       Orderp
         0     0.108193
         1     0.109599
         2     0.108587
         3     0.108604
         4     0.108623
         5     0.108587
         6     0.110375
         7     0.108564
         8     0.108651
         9     0.109316
        10     0.108919
        11     0.109586
        12     0.108677
        13     0.111808
        14     0.108816
        15     0.109101
        16     0.108395
# Cycle: 64, status: ACC, move: ('00', 0, 0, 0)
#     Time       Orderp
         0     0.108193
         1     0.109599
         2     0.108587
         3     0.108604
         4     0.108623
         5     0.108587
         6     0.110375
         7     0.108564
         8     0.108651
         9     0.109316
        10     0.108919
        11     0.109586
        12     0.108677
        13     0.111808
        14     0.108816
        15     0.109101
        16     0.108395
# Cycle: 65, status: ACC, move: ('00', 0, 0, 0)
#     Time       Orderp
         0     0.108193
         1     0.109599
         2     0.108587
         3     0.108604
         4     0.108623
         5     0.108587
         6     0.110375
         7     0.108564
         8     0.108651
         9     0.109316
        10     0.108919
        11     0.109586
        12     0.108677
        13     0.111808
        14     0.108816
        15     0.109101
        16     0.108395
# Cycle: 66, status: NCR, move: ('sh', 0.1092428487361988, 15, 2)
#     Time       Orderp
         0     0.108382
         1     0.109606
         2     0.109243
         3     0.110880
         4     0.108393
# Cycle: 67, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.107954
         1     0.108836
         2     0.108639
         3     0.111432
         4     0.108616
         5     0.111548
         6     0.108485
# Cycle: 68, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108395
         1     0.109101
         2     0.108816
         3     0.111808
         4     0.108677
         5     0.109586
         6     0.108919
         7     0.109316
         8     0.108651
         9     0.108564
        10     0.110375
        11     0.108587
        12     0.108623
        13     0.108604
        14     0.108587
        15     0.109599
        16     0.108193
# Cycle: 69, status: NCR, move: ('sh', 0.10871522432483878, 8, 1)
#     Time       Orderp
         0     0.107849
         1     0.108715
         2     0.110161
         3     0.108619
         4     0.109365
         5     0.108857
         6     0.108797
         7     0.109143
         8     0.108629
         9     0.108662
        10     0.108214
# Cycle: 70, status: NCR, move: ('sh', 0.1092428487361988, 1, 4)
#     Time       Orderp
         0     0.108485
         1     0.109277
         2     0.108694
         3     0.108807
         4     0.109243
         5     0.110242
         6     0.108533
         7     0.108763
         8     0.108439
# Cycle: 71, status: NCR, move: ('sh', 0.10909170454255432, 6, 1)
#     Time       Orderp
         0     0.108215
         1     0.109092
         2     0.107768
# Cycle: 72, status: NCR, move: ('sh', 0.10931605554537731, 9, 1)
#     Time       Orderp
         0     0.108344
         1     0.109316
         2     0.108901
         3     0.108545
         4     0.109568
         5     0.108138
# Cycle: 73, status: ACC, move: ('00', 0, 0, 0)
#     Time       Orderp
         0     0.108395
         1     0.109101
         2     0.108816
         3     0.111808
         4     0.108677
         5     0.109586
         6     0.108919
         7     0.109316
         8     0.108651
         9     0.108564
        10     0.110375
        11     0.108587
        12     0.108623
        13     0.108604
        14     0.108587
        15     0.109599
        16     0.108193
# Cycle: 74, status: ACC, move: ('00', 0, 0, 0)
#     Time       Orderp
         0     0.108395
         1     0.109101
         2     0.108816
         3     0.111808
         4     0.108677
         5     0.109586
         6     0.108919
         7     0.109316
         8     0.108651
         9     0.108564
        10     0.110375
        11     0.108587
        12     0.108623
        13     0.108604
        14     0.108587
        15     0.109599
        16     0.108193
# Cycle: 75, status: ACC, move: ('00', 0, 0, 0)
#     Time       Orderp
         0     0.108395
         1     0.109101
         2     0.108816
         3     0.111808
         4     0.108677
         5     0.109586
         6     0.108919
         7     0.109316
         8     0.108651
         9     0.108564
        10     0.110375
        11     0.108587
        12     0.108623
        13     0.108604
        14     0.108587
        15     0.109599
        16     0.108193
# Cycle: 76, status: NCR, move: ('sh', 0.10978160137290759, 5, 9)
#     Time       Orderp
         0     0.108420
         1     0.108510
         2     0.108805
         3     0.108996
         4     0.109445
         5     0.108862
         6     0.108803
         7     0.109169
         8     0.109083
         9     0.109782
        10     0.109077
        11     0.108343
# Cycle: 77, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108485
         1     0.111548
         2     0.108616
         3     0.111432
         4     0.108639
         5     0.108836
         6     0.107954
# Cycle: 78, status: ACC, move: ('00', 0, 0, 0)
#     Time       Orderp
         0     0.108395
         1     0.109101
         2     0.108816
         3     0.111808
         4     0.108677
         5     0.109586
         6     0.108919
         7     0.109316
         8     0.108651
         9     0.108564
        10     0.110375
        11     0.108587
        12     0.108623
        13     0.108604
        14     0.108587
        15     0.109599
        16     0.108193
# Cycle: 79, status: ACC, move: ('00', 0, 0, 0)
#     Time       Orderp
         0     0.108395
         1     0.109101
         2     0.108816
         3     0.111808
         4     0.108677
         5     0.109586
         6     0.108919
         7     0.109316
         8     0.108651
         9     0.108564
        10     0.110375
        11     0.108587
        12     0.108623
        13     0.108604
        14     0.108587
        15     0.109599
        16     0.108193
# Cycle: 80, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108193
         1     0.109599
         2     0.108587
         3     0.108604
         4     0.108623
         5     0.108587
         6     0.110375
         7     0.108564
         8     0.108651
         9     0.109316
        10     0.108919
        11     0.109586
        12     0.108677
        13     0.111808
        14     0.108816
        15     0.109101
        16     0.108395
# Cycle: 81, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108395
         1     0.109101
         2     0.108816
         3     0.111808
         4     0.108677
         5     0.109586
         6     0.108919
         7     0.109316
         8     0.108651
         9     0.108564
        10     0.110375
        11     0.108587
        12     0.108623
        13     0.108604
        14     0.108587
        15     0.109599
        16     0.108193
# Cycle: 82, status: NCR, move: ('sh', 0.10856334556377639, 11, 3)
#     Time       Orderp
         0     0.108089
         1     0.108651
         2     0.108667
         3     0.108563
         4     0.109142
         5     0.108750
         6     0.107958
# Cycle: 83, status: ACC, move: ('00', 0, 0, 0)
#     Time       Orderp
         0     0.108395
         1     0.109101
         2     0.108816
         3     0.111808
         4     0.108677
         5     0.109586
         6     0.108919
         7     0.109316
         8     0.108651
         9     0.108564
        10     0.110375
        11     0.108587
        12     0.108623
        13     0.108604
        14     0.108587
        15     0.109599
        16     0.108193
# Cycle: 84, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108193
         1     0.109599
         2     0.108587
         3     0.108604
         4     0.108623
         5     0.108587
         6     0.110375
         7     0.108564
         8     0.108651
         9     0.109316
        10     0.108919
        11     0.109586
        12     0.108677
        13     0.111808
        14     0.108816
