# Cycle: 0, status: ACC, move: ('ki', 0, 0, 0)
#     Time      Potential        Kinetic
         0  -44189.570312    9979.104492
         1  -44111.265625   12902.771484
         2  -43545.156250   10402.332031
# Cycle: 1, status: BTL, move: ('sh', 0.11143159336561596, 1, 0)
#     Time      Potential        Kinetic
         0  -44111.265625   12802.310547
         1  -44229.105469   10161.344727
# Cycle: 2, status: ACC, move: ('00', 0, 0, 0)
#     Time      Potential        Kinetic
         0  -44189.570312    9979.104492
         1  -44111.265625   12902.771484
         2  -43545.156250   10402.332031
# Cycle: 3, status: ACC, move: ('00', 0, 0, 0)
#     Time      Potential        Kinetic
         0  -44189.570312    9979.104492
         1  -44111.265625   12902.771484
         2  -43545.156250   10402.332031
# Cycle: 4, status: ACC, move: ('s-', 0, 0, 0)
#     Time      Potential        Kinetic
         0  -44462.218750    9897.711914
         1  -43746.226562   13015.611328
         2  -44403.507812    9655.972656
         3  -44235.183594    9867.650391
# Cycle: 5, status: ACC, move: ('00', 0, 0, 0)
#     Time      Potential        Kinetic
         0  -44462.218750    9897.711914
         1  -43746.226562   13015.611328
         2  -44403.507812    9655.972656
         3  -44235.183594    9867.650391
# Cycle: 6, status: BTL, move: ('sh', 0.11101801655587246, 1, 0)
#     Time      Potential        Kinetic
         0  -43746.226562   12929.306641
         1  -44078.710938    9666.294922
         2  -44009.843750   10162.192383
         3  -44269.726562   10341.554688
# Cycle: 7, status: FTL, move: ('sh', 0.11180787092150518, 2, 1)
#     Time      Potential        Kinetic
         0  -44474.027344   10274.368164
         1  -44403.507812   12929.657227
         2  -44231.019531   10117.970703
         3  -44027.675781    9963.683594
# Cycle: 8, status: FTL, move: ('sh', 0.11180787092150518, 2, 1)
#     Time      Potential        Kinetic
         0  -44134.101562   10077.302734
         1  -44403.507812   12875.619141
         2  -44726.972656   10185.366211
         3  -44286.195312    9982.242188
         4  -44047.312500   10195.144531
# Cycle: 9, status: ACC, move: ('00', 0, 0, 0)
#     Time      Potential        Kinetic
         0  -44462.218750    9897.711914
