# Cycle: 200, status: NCR
#     Step              Filename       index    vel
         0     008_802_trajB.trr           6     -1
         1     008_802_trajB.trr           5     -1
         2     008_802_trajB.trr           4     -1
         3     008_802_trajB.trr           3     -1
         4     008_802_trajB.trr           2     -1
         5     008_802_trajB.trr           1     -1
         6     008_802_trajB.trr           0     -1
         7     008_803_trajF.trr           1      1
