# Cycle: 1800, status: NCR, move: ('s+', 0.10942120452636202, 1, 7)
#     Time       Orderp
         0     0.108427
         1     0.108656
         2     0.109149
         3     0.109604
         4     0.109835
         5     0.108852
         6     0.108768
         7     0.109421
         8     0.108805
         9     0.109369
        10     0.108422
