# Cycle: 500, status: NCR, move: ('s+', 0, 0, 0)
#     Time      Potential        Kinetic
         0  -44004.046875   10156.998047
         1  -44382.507812    9702.058594
         2  -43908.175781   10366.601562
         3  -44113.367188   10214.928711
         4  -44059.695312   10119.519531
         5  -44056.863281   10273.421875
         6  -44387.714844   10179.746094
         7  -44099.160156    9817.545898
         8  -44120.164062    9893.930664
         9  -44335.324219   10048.928711
        10  -44111.265625   12843.071289
        11  -44263.023438    9951.042969
        12  -44167.871094    9919.832031
        13  -44257.488281    9934.644531
