# Cycle: 1250, status: NCR, move: ('sh', 0.1091466902842227, 5, 1)
#     Time      Potential        Kinetic
         0  -44457.039062    9944.296875
         1  -43969.960938   12978.108398
         2  -44276.855469   10074.867188
         3  -44089.359375   10047.755859
         4  -44179.878906    9737.968750
         5  -44283.308594    9772.609375
         6  -44752.203125    9805.161133
         7  -44154.175781   10533.813477
         8  -44123.835938    9987.763672
         9  -44310.812500    9602.398438
