# Cycle: 0, status: ACC
#     Step              Filename       index    vel
         0       006_5_trajB.trr           5     -1
         1       006_5_trajB.trr           4     -1
         2       006_5_trajB.trr           3     -1
         3       006_5_trajB.trr           2     -1
         4       006_5_trajB.trr           1     -1
         5       006_5_trajB.trr           0     -1
         6       006_4_trajF.trr           0      1
         7       006_4_trajF.trr           1      1
