# Cycle: 800, status: NCR
#     Step              Filename       index    vel
         0    004_3237_trajB.trr           6     -1
         1    004_3237_trajB.trr           5     -1
         2    004_3237_trajB.trr           4     -1
         3    004_3237_trajB.trr           3     -1
         4    004_3237_trajB.trr           2     -1
         5    004_3237_trajB.trr           1     -1
         6    004_3237_trajB.trr           0     -1
         7    004_3238_trajF.trr           1      1
         8    004_3238_trajF.trr           2      1
