#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
505000,1009.9999999899404,-38194.88543498462,6223.629690276248,-31971.255744708375,279.25036364982503
510000,1019.999999989704,-38078.395404963776,6197.400416334451,-31880.994988629325,278.07347256680293
515000,1029.9999999894676,-38271.31177873277,6304.168362613382,-31967.14341611939,282.8640834013645
520000,1039.9999999892311,-38438.605947268494,6114.696487443791,-32323.909459824703,274.36259911074404
525000,1049.9999999889947,-37831.132287045795,6083.5555770719775,-31747.57670997382,272.9653259793908
530000,1059.9999999887582,-37613.57115584619,6239.442722401157,-31374.128433445036,279.95988449072377
535000,1069.9999999885217,-37851.7384507178,6218.747279816451,-31632.991170901347,279.0312929524607
540000,1079.9999999882853,-37874.879434201604,6318.97254412535,-31555.906890076254,283.5283377475404
545000,1089.9999999880488,-37910.48797832146,6210.19778459667,-31700.290193724788,278.64768246019827
550000,1099.9999999878123,-37831.08391182883,6121.247358557127,-31709.8365532717,274.65653259195363
555000,1109.9999999875758,-38306.88729847932,6044.693248000899,-32262.19405047842,271.22159763026787
560000,1119.9999999873394,-38171.89051044677,6203.690210663686,-31968.200299783086,278.35569169633527
565000,1129.999999987103,-38606.713039549904,6297.983452394781,-32308.729587155125,282.586570356142
570000,1139.9999999868664,-38300.38741300099,6360.239195623467,-31940.148217377526,285.37994653709677
575000,1149.99999998663,-38213.581332380294,6304.476895950646,-31909.104436429647,282.87792709883956
580000,1159.9999999863935,-37491.51786388827,6091.05056822551,-31400.467295662762,273.301621535093
585000,1169.999999986157,-38128.716956328964,6203.946244982053,-31924.77071134691,278.36717979573535
590000,1179.9999999859206,-37927.88534461956,6124.330544473834,-31803.55480014572,274.79487321170257
595000,1189.999999985684,-38272.08977375465,6314.952554242972,-31957.137219511675,283.34796332097756
600000,1199.9999999854476,-38220.49969544651,6172.350829605175,-32048.148865841336,276.949513309658
605000,1209.9999999852112,-38302.41018481569,6203.131435460482,-32099.27874935521,278.33061980317024
