#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
505000,1009.9999999899404,-36552.78824479421,6452.232245340951,-30100.55599945326,289.5076170228585,27.094540093727154,0.9870717943211881
510000,1019.999999989704,-36101.85555167416,6270.414578816919,-29831.440972857243,281.3495722770207,27.51873514136747,0.9718563069571972
515000,1029.9999999894676,-36066.645466194226,6443.3005503164095,-29623.344915877817,289.1068574648936,26.81452911289853,0.9973793011251465
520000,1039.9999999892311,-36596.11313159893,6475.510536229054,-30120.602595369877,290.5520993457393,27.13459907152665,0.9856145740766216
525000,1049.9999999889947,-36547.34047509413,6700.703664971269,-29846.636810122865,300.656373896482,27.571697476054382,0.969989473076499
530000,1059.9999999887582,-36661.82709075845,6476.369689037879,-30185.457401720574,290.590648993812,27.310735975862347,0.9792579859532025
535000,1069.9999999885217,-36308.84625531966,6635.9503526229,-29672.895902696757,297.7509333544355,27.075302364011154,0.9877731353490422
540000,1079.9999999882853,-36341.47583911871,6559.236967919014,-29782.238871199697,294.30885186156667,27.158928580605288,0.9847316409131551
545000,1089.9999999880488,-36254.3193363681,6447.064367291885,-29807.254969076213,289.27573757367566,27.290455765127998,0.9799856967136726
550000,1099.9999999878123,-36487.191489537254,6742.106048488161,-29745.085441049094,302.51407289665315,27.540474036354333,0.9710891784694531
555000,1109.9999999875758,-36525.052253179616,6809.350241245533,-29715.70201193408,305.53127768153513,27.234822774538472,0.9819875285410533
560000,1119.9999999873394,-35806.426566968046,6598.508572578496,-29207.91799438955,296.0709441498348,27.693675051717666,0.9657171269857827
565000,1129.999999987103,-36173.20115621758,6643.142450768717,-29530.058705448864,298.07363829071454,27.173423173455117,0.9842063745854543
570000,1139.9999999868664,-36310.01772266642,6708.3380329312695,-29601.679689735145,300.9989232021384,27.434970353683074,0.9748235905431654
