#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
505000,1009.9999999899404,-40457.755934194036,5910.226405472185,-34547.52952872185,265.1881546807854,27.563530426081698,0.9702768801095292
510000,1019.999999989704,-40117.83821019334,5921.949034130998,-34195.88917606234,265.7141416817504,27.796019775588444,0.9621613642004416
515000,1029.9999999894676,-39987.77668843036,5923.212600901648,-34064.564087528706,265.7708371308307,27.916551764393585,0.9580071540473645
520000,1039.9999999892311,-40103.379311476696,5787.855711062605,-34315.52360041409,259.6974583163556,27.75343469325478,0.9636377119521922
525000,1049.9999999889947,-40478.56381091431,5804.740344915721,-34673.82346599859,260.455061255191,27.580431394684325,0.9696823056863841
530000,1059.9999999887582,-40539.63703057263,5848.495867020576,-34691.141163552056,262.4183441090149,28.12244235717252,0.9509933727289376
535000,1069.9999999885217,-40682.15002182242,5782.237253897054,-34899.912767925365,259.44536166460875,27.826560360286642,0.9611053597839332
540000,1079.9999999882853,-40772.47480843707,5826.681692237504,-34945.793116199566,261.4395557581574,27.622060698280386,0.9682208941162597
545000,1089.9999999880488,-40630.918708468314,5648.914716294777,-34982.00399217354,253.463262960002,27.76518748544646,0.9632298114551193
550000,1099.9999999878123,-40816.61381035168,5823.520730850015,-34993.09307950166,261.2977254017789,27.84341667538991,0.960523509683393
555000,1109.9999999875758,-40793.99805531271,5711.259211544579,-35082.73884376813,256.26062138852046,27.580423568333778,0.9696825808479901
560000,1119.9999999873394,-40560.32385826086,5678.854596360229,-34881.46926190063,254.80664661423396,27.81442623881651,0.9615246446931773
565000,1129.999999987103,-40255.872440945015,5652.103046345543,-34603.76939459947,253.60632133114885,27.53130013796528,0.9714127619328325
570000,1139.9999999868664,-40264.825670565246,5879.497924156289,-34385.327746408955,263.80938698268824,27.626537482990198,0.9680639972739692
575000,1149.99999998663,-40412.972115001336,5923.733883048067,-34489.23823195327,265.79422673403593,27.574572564941093,0.9698883362067361
