# Cycle: 1650, status: ACC, move: ('sh', 0.10936635680134911, 2, 10)
#     Time      Potential        Kinetic
         0  -44336.070312    9900.485352
         1  -44300.984375   10000.691406
         2  -44436.402344   10098.948242
         3  -44299.617188   10046.626953
         4  -43794.218750   10446.452148
         5  -44147.542969   10325.958984
         6  -44770.796875    9836.327148
         7  -44473.738281   10108.595703
         8  -44137.480469   10430.730469
         9  -44492.585938   10064.578125
        10  -44147.894531   12984.029297
        11  -44123.335938   10198.458984
        12  -44480.074219   10028.575195
        13  -44286.722656   10187.902344
        14  -44146.171875   10131.224609
        15  -44538.781250   10074.953125
        16  -44797.714844    9798.791992
        17  -44446.441406   10361.398438
