# Cycle: 700, status: ACC, move: ('tr', 0, 0, 0)
#     Time      Potential        Kinetic
         0  -44501.320312    9973.431641
         1  -44435.144531    9676.473633
         2  -44166.859375   12910.916016
         3  -44178.980469    9956.382812
         4  -43793.441406   10387.075195
         5  -43652.882812   10218.423828
         6  -43987.656250    9972.776367
         7  -43776.734375   10542.583008
         8  -44000.949219   10351.082031
         9  -44204.437500   10223.645508
