# Cycle: 1650, status: FTL
#     Step              Filename       index    vel
         0    007_6644_trajB.trr           3     -1
         1    007_6644_trajB.trr           2     -1
         2    007_6644_trajB.trr           1     -1
         3    007_6644_trajB.trr           0     -1
         4    007_6645_trajF.trr           1      1
         5    007_6645_trajF.trr           2      1
         6    007_6645_trajF.trr           3      1
         7    007_6645_trajF.trr           4      1
