# Time(ps)    C(t)
0.000000 1.000000
10.000000 0.086263
20.000000 0.007854
30.000000 0.000688
40.000000 0.000061
50.000000 0.000003
60.000000 0.000000
70.000000 0.000000
80.000000 0.000000
90.000000 0.000000
100.000000 0.000000
110.000000 0.000000
120.000000 0.000000
130.000000 0.000000
140.000000 0.000000
150.000000 0.000000
160.000000 0.000000
170.000001 0.000000
180.000001 0.000000
190.000001 0.000000
200.000001 0.000000
