# Cycle: 1500, status: ACC, move: ('s+', 0.11180787092150518, 8, 4)
#     Time       Orderp
         0     0.107942
         1     0.108934
         2     0.108580
         3     0.108913
         4     0.111808
         5     0.108712
         6     0.109815
         7     0.109220
         8     0.108265
