# Cycle: 1500, status: ACC, move: ('00', 0.11175419455215096, 10, 1)
#     Time       Orderp
         0     0.108188
         1     0.111754
         2     0.109147
         3     0.108781
         4     0.110787
         5     0.108781
         6     0.108578
         7     0.109651
         8     0.109163
         9     0.108821
        10     0.108728
        11     0.109096
        12     0.108725
        13     0.109049
        14     0.108968
        15     0.107866
