# Cycle: 1150, status: ACC, move: ('tr', 0, 0, 0)
#     Time      Potential        Kinetic
         0  -44575.214844    9860.025391
         1  -44357.843750   10366.273438
         2  -44206.871094    9625.286133
         3  -44403.507812   12882.712891
         4  -44093.593750   10203.671875
         5  -44288.652344    9782.677734
         6  -44015.835938   10313.345703
         7  -43775.265625   10375.847656
         8  -44230.902344    9946.497070
         9  -44165.453125    9981.648438
