# Cycle: 850, status: NCR, move: ('s+', 0, 0, 0)
#     Time      Potential        Kinetic
         0  -44103.980469   10467.550781
         1  -43790.945312   10037.153320
         2  -44106.722656   10249.430664
         3  -44201.707031   12900.510742
         4  -44296.621094    9825.370117
         5  -43902.152344   10290.767578
         6  -43888.601562   10304.981445
         7  -44271.195312    9995.791016
         8  -43803.847656   10000.269531
         9  -44043.140625   10086.982422
