# Cycle: 1200, status: ACC, move: ('s+', 0.11141364368873335, 5, 5)
#     Time       Orderp
         0     0.108428
         1     0.109084
         2     0.110090
         3     0.109342
         4     0.110456
         5     0.111414
         6     0.108949
         7     0.108860
         8     0.108132
