# Cycle: 1900, status: NCR
#     Step              Filename       index    vel
         0    004_7542_trajB.trr           2     -1
         1    004_7542_trajB.trr           1     -1
         2    004_7542_trajB.trr           0     -1
         3    004_7543_trajF.trr           1      1
         4    004_7543_trajF.trr           2      1
         5    004_7543_trajF.trr           3      1
         6    004_7543_trajF.trr           4      1
         7    004_7543_trajF.trr           5      1
