# Cycle: 0, status: ACC
#     Step              Filename       index    vel
         0       008_9_trajB.trr           4     -1
         1       008_9_trajB.trr           3     -1
         2       008_9_trajB.trr           2     -1
         3       008_9_trajB.trr           1     -1
         4       008_9_trajB.trr           0     -1
         5       008_8_trajF.trr           0      1
         6       008_8_trajF.trr           1      1
         7       008_8_trajF.trr           2      1
