# Cycle: 0, status: ACC
#     Step              Filename       index    vel
         0       005_3_trajB.trr           2     -1
         1       005_3_trajB.trr           1     -1
         2       005_3_trajB.trr           0     -1
         3       005_2_trajF.trr           0      1
         4       005_2_trajF.trr           1      1
         5       005_2_trajF.trr           2      1
         6       005_2_trajF.trr           3      1
         7       005_2_trajF.trr           4      1
