#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
505000,1009.9999999899404,-46826.38055809529,5931.457790080102,-40894.92276801519,268.5452276489582
510000,1019.999999989704,-46780.835513495374,6054.422784650691,-40726.41272884468,274.11243618832225
515000,1029.9999999894676,-46863.44190884457,5995.694204712903,-40867.74770413167,271.45351481906465
520000,1039.9999999892311,-46942.925476070144,6209.497609030399,-40733.42786703975,281.1334090232496
525000,1049.9999999889947,-46445.20150203153,6272.037676176353,-40173.163825855176,283.9648944966824
530000,1059.9999999887582,-46795.691073222784,6260.09813824312,-40535.592934979664,283.42433498403346
535000,1069.9999999885217,-46936.317125146976,6139.380627915014,-40796.93649723196,277.958880716367
540000,1079.9999999882853,-46862.54270651552,6022.715539294392,-40839.827167221134,272.6768988004361
545000,1089.9999999880488,-46957.96588777704,6213.327938946812,-40744.637948830234,281.3068262262
550000,1099.9999999878123,-46823.216943839274,6040.6786424896645,-40782.53830134961,273.49017368286445
555000,1109.9999999875758,-46874.524408486264,6297.832899940679,-40576.691508545584,285.13276662579574
560000,1119.9999999873394,-46579.47163253598,6173.423364876964,-40406.04826765901,279.5001568867091
565000,1129.999999987103,-46768.5284995829,6166.922129556573,-40601.606370026326,279.2058151277517
570000,1139.9999999868664,-47036.01049165614,6131.68557364772,-40904.32491800842,277.6104891112817
575000,1149.99999998663,-46799.62300190644,6145.877978349905,-40653.745023556534,278.25304658813144
580000,1159.9999999863935,-46981.74863127526,6118.030864467924,-40863.717766807335,276.99227566107373
585000,1169.999999986157,-46676.73678956623,6193.747702762051,-40482.989086804184,280.4203360631154
590000,1179.9999999859206,-46804.17777851247,6048.201598143962,-40755.97618036851,273.83077356745855
595000,1189.999999985684,-47072.21904076566,6071.142810881709,-41001.076229883955,274.8694310805416
600000,1199.9999999854476,-46752.060819157516,6233.795405246114,-40518.2654139114,282.2334855047901
605000,1209.9999999852112,-46752.026942870114,6061.438959488783,-40690.58798338133,274.43009170165516
610000,1219.9999999849747,-46448.02886102296,5986.2675731450645,-40461.7612878779,271.026726496541
615000,1229.9999999847382,-46989.776386445155,6248.423323353207,-40741.35306309195,282.8957607391632
620000,1239.9999999845018,-46716.37530581397,6093.155192118515,-40623.22011369545,275.86603598603716
625000,1249.9999999842653,-46956.00571768766,6251.529645544984,-40704.47607214267,283.03639867837893
630000,1259.9999999840288,-46744.36199079448,6136.80307224474,-40607.55891854974,277.84218254557175
635000,1269.9999999837923,-46848.169692561496,6187.356225425329,-40660.81346713617,280.13096356867175
640000,1279.9999999835559,-46686.94925477513,6095.136987298014,-40591.812267477115,275.955761253664
645000,1289.9999999833194,-47178.19213733077,6248.082357405943,-40930.109779924824,282.88032359349535
650000,1299.999999983083,-46924.227906450105,6135.039255344142,-40789.188651105964,277.76232618852333
655000,1309.9999999828465,-46444.97024858743,6107.679386178526,-40337.2908624089,276.5236151408255
660000,1319.99999998261,-46674.95770156692,6028.31207458915,-40646.64562697777,272.9302804981512
665000,1329.9999999823735,-46364.67759295186,6113.894553966541,-40250.78303898532,276.80500526574554
670000,1339.999999982137,-46687.33837264014,6022.925076321748,-40664.41329631839,272.6863855355193
675000,1349.9999999819006,-46653.67129814258,6436.302287316467,-40217.369010826114,291.40193256632256
680000,1359.9999999816641,-46731.800239191914,6098.2172134479215,-40633.583025743996,276.09521770128816
685000,1369.9999999814277,-46846.937242812885,6032.640355711294,-40814.29688710159,273.12624231401696
690000,1379.9999999811912,-46567.442240200995,6319.589122112044,-40247.853118088955,286.1177739954109
695000,1389.9999999809547,-46472.018481755105,6247.2350242510265,-40224.783457504076,282.84196080258715
700000,1399.9999999807183,-46541.713655764644,6328.067178081084,-40213.646477683564,286.50161580138894
705000,1409.9999999804818,-46384.29639896337,6159.987705542057,-40224.30869342131,278.89186086195434
710000,1419.9999999802453,-46505.396440275945,6172.989800758533,-40332.40663951741,279.48052738263016
