#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
505000,1009.9999999899404,-47746.74651150149,5742.7311503445635,-42004.015361156926,260.00067751897757,26.402103823969643,1.0039282104875478
510000,1019.999999989704,-47816.13901649014,5641.134417651446,-42175.00459883869,255.40091154659,26.624121999406263,0.9955564673905634
515000,1029.9999999894676,-47788.62778927304,5806.885675071758,-41981.74211420128,262.90525714464536,26.691097237457676,0.9930583448591476
520000,1039.9999999892311,-47307.56345521839,5706.174657825812,-41601.38879739258,258.34559171158736,26.788382830183163,0.9894519207497474
525000,1049.9999999889947,-47514.15157437709,5784.901693919486,-41729.2498804576,261.9099380456811,26.090279023832082,1.0159269213216398
530000,1059.9999999887582,-47661.50382190599,5703.881706496862,-41957.62211540913,258.24177892923046,26.79071556942308,0.9893657665253272
535000,1069.9999999885217,-47784.492580535705,5761.730492237028,-42022.76208829868,260.8608678422106,26.41131497499629,1.0035780827345195
540000,1079.9999999882853,-47909.230851776374,5820.985958001182,-42088.24489377519,263.5436438318995,26.48589852134374,1.0007520350402497
545000,1089.9999999880488,-47492.648771574546,5682.571050404851,-41810.0777211697,257.27694444939164,26.532268431541535,0.9990030409007243
550000,1099.9999999878123,-47817.97783234803,5627.0578763885305,-42190.9199559595,254.76359975718782,26.422105614904613,1.0031682270678854
555000,1109.9999999875758,-47914.31837694242,5791.460473696626,-42122.85790324579,262.2068851151346,26.57194242608232,0.9975114509915116
560000,1119.9999999873394,-47713.357916373934,5614.74977089304,-42098.608145480895,254.20635344284298,26.671787691560898,0.9937772882576923
565000,1129.999999987103,-47868.745698331855,5848.0671036088315,-42020.678594723024,264.76973574211485,26.614454160690087,0.9959181084485188
570000,1139.9999999868664,-47959.11401389429,5820.175021140203,-42138.93899275408,263.50692887384906,26.694407751267363,0.9929351904743372
575000,1149.99999998663,-47965.10081257415,5688.802038192025,-42276.29877438213,257.5590508207095,26.461147539347348,1.0016881091679986
580000,1159.9999999863935,-47641.65834194608,5863.736657480764,-41777.92168446531,265.4791707681439,26.47453788889331,1.0011814731702682
585000,1169.999999986157,-47536.68165023398,5768.320332518255,-41768.361317715724,261.1592211680072,26.57350315535031,0.9974528646129068
590000,1179.9999999859206,-47469.289189312374,5586.249910123153,-41883.03927918922,252.91602956812665,26.762093930992048,0.9904238776476687
595000,1189.999999985684,-47634.20539371058,5652.414731831232,-41981.79066187935,255.91162487315682,26.684702376636064,0.9932963265242035
600000,1199.9999999854476,-48188.54942809767,5792.624606168595,-42395.924821929075,262.2595909137363,27.03800531150772,0.980317021900394
605000,1209.9999999852112,-48066.580510173575,5690.177977257453,-42376.40253291612,257.62134610841673,26.668222914509133,0.993910127797961
610000,1219.9999999849747,-47791.14817095036,5842.962215098891,-41948.18595585147,264.53861322627773,26.849598733788742,0.987196013910933
615000,1229.9999999847382,-47513.8483606244,5741.990961296289,-41771.85739932811,259.9671656499722,26.418193884096524,1.0033167657634805
620000,1239.9999999845018,-47980.36527595605,5706.885974168106,-42273.47930178794,258.3777963762469,26.57097641524693,0.9975477163833072
625000,1249.9999999842653,-47766.33753892407,5867.647089059712,-41898.690449864356,265.6562145532873,26.571258567823968,0.997537123710093
630000,1259.9999999840288,-47537.022572699585,5936.387327096724,-41600.63524560286,268.76841117098314,26.50979979621162,0.9998497555191683
635000,1269.9999999837923,-47908.83336677053,5970.725359595874,-41938.108007174655,270.3230567709102,26.45075014976107,1.00208185760447
640000,1279.9999999835559,-47569.3294662073,5661.742007988828,-41907.58745821848,256.3339149050062,26.715425967099122,0.9921540041228248
645000,1289.9999999833194,-47480.252901732805,5637.953563658632,-41842.299338074175,255.25689919922968,26.259127833668774,1.00939440993616
650000,1299.999999983083,-47910.90795591904,5730.054090937832,-42180.85386498121,259.426726911086,26.249502039150336,1.0097645587932167
655000,1309.9999999828465,-47778.57584214362,5713.843868553461,-42064.731973590155,258.69281325705447,25.964692199763476,1.020840787989227
660000,1319.99999998261,-47805.830569258775,5702.521761872851,-42103.308807385925,258.1802077857494,26.36285612647067,1.0054228084372872
665000,1329.9999999823735,-47552.527660602645,5828.756222411524,-41723.77143819112,263.8954405568897,26.356455747194556,1.0056669644561609
670000,1339.999999982137,-47582.68037600553,5952.047893260055,-41630.63248274548,269.4774392808142,26.37396032148952,1.0049994965491522
675000,1349.9999999819006,-47463.74461617303,5890.843252605569,-41572.901363567464,266.70641489871036,26.631907886359677,0.9952654146374554
680000,1359.9999999816641,-48059.59190787905,5850.866243087245,-42208.725664791804,264.89646606289847,26.372204010721795,1.0050664265424372
685000,1369.9999999814277,-47943.36160912347,5691.582818147543,-42251.77879097593,257.6849499188107,26.156850551060277,1.013341296321696
690000,1379.9999999811912,-47739.37163188169,5785.553377164132,-41953.81825471755,261.9394428371644,26.251769042819397,1.0096773593379749
695000,1389.9999999809547,-47735.04280788329,5749.727393736928,-41985.31541414636,260.3174306412256,26.676522114089824,0.9936009173813787
700000,1399.9999999807183,-47711.04927486292,5715.347740609419,-41995.7015342535,258.7609006780419,26.672208999008596,0.9937615908037277
705000,1409.9999999804818,-47777.87657497061,5651.882508138042,-42125.994066832565,255.8875285821764,26.683267701324194,0.9933497329410257
710000,1419.9999999802453,-47886.529328797595,5906.73197474449,-41979.7973540531,267.4257727117228,26.543518031968667,0.9985796461938853
715000,1429.9999999800089,-47876.265675593924,5795.6385285287715,-42080.627147065155,262.3960454743139,26.754815543891926,0.9906933128214189
720000,1439.9999999797724,-47702.303224756324,5604.739970731871,-42097.563254024455,253.7531623120729,26.539490650099268,0.9987311811881041
725000,1449.999999979536,-47548.40734519146,5750.58560310378,-41797.821742087675,260.35628584983505,26.240342854590228,1.0101170168387346
730000,1459.9999999792994,-47513.957304084965,5696.260214480921,-41817.697089604044,257.89671783617695,26.150118875347218,1.0136021549826453
735000,1469.999999979063,-47638.02582049597,5843.4692749606,-41794.556545535364,264.56157023125246,26.397021859732163,1.0041214871113202
740000,1479.9999999788265,-47719.94604236126,5927.833816366751,-41792.11222599451,268.38115317008834,26.675093133366886,0.9936541444329258
745000,1489.99999997859,-47526.19792165479,5760.182259611499,-41766.01566204329,260.7907720078322,26.522142497890684,0.9993844519616882
750000,1499.9999999783536,-48094.69944372529,5701.837715417852,-42392.861728307435,258.14923775823144,26.185662143152815,1.01222633593152
755000,1509.999999978117,-47417.25363786286,5704.060476225064,-41713.19316163779,258.2498726827487,26.573795471480338,0.9974418924669978
760000,1519.9999999778806,-47524.359235448355,5692.543210672619,-41831.81602477573,257.7284314436578,26.798424067255393,0.9890811780044694
765000,1529.9999999776442,-47414.312893605325,5809.533966626192,-41604.77892697913,263.0251578644238,26.342255596075972,1.0062090829098431
770000,1539.9999999774077,-47762.85982800444,5839.966164434085,-41922.89366357036,264.4029678021168,26.292497853698023,1.0081133026079627
775000,1549.9999999771712,-48029.47855778778,6101.13474379599,-41928.343813991785,276.2273081382807,26.72468907876309,0.9918101111293102
780000,1559.9999999769348,-47810.37743412447,5845.017972130551,-41965.35946199392,264.6316870977603,26.476530779983182,1.0011061141417834
785000,1569.9999999766983,-47904.07138419227,5696.420709757078,-42207.650674435194,257.9039842185736,26.21184613695818,1.0112151851727684
790000,1579.9999999764618,-47870.377590512624,5689.044950004741,-42181.332640507884,257.57004859062596,26.51244742259919,0.9997499070006922
795000,1589.9999999762254,-47571.35921522044,5524.219306752591,-42047.13990846784,250.10760993624302,26.688544787009587,0.9931533193973827
800000,1599.9999999759889,-47663.066651509085,5643.214775420143,-42019.85187608894,255.495099210122,26.640631073349475,0.9949395257239212
805000,1609.9999999757524,-47374.02832151699,5835.636051262225,-41538.392270254764,264.2069230406709,26.775066773407428,0.9899440053471478
810000,1619.999999975516,-47787.785609717655,5656.94046401012,-42130.845145707535,256.1165262348913,26.59891341418814,0.9964999860094212
815000,1629.9999999752795,-47736.89599070873,5725.124745250312,-42011.77124545841,259.2035520514369,26.66165980260254,0.9941547916126723
820000,1639.999999975043,-47542.12969937094,5773.818809818711,-41768.31088955223,261.40816331522154,26.736709779458728,0.9913641979039681
825000,1649.9999999748065,-47699.7847413299,5856.505513345564,-41843.27922798434,265.15178257511025,26.542698935169685,0.9986104619520613
830000,1659.99999997457,-47873.66864514502,5571.6953100664105,-42301.97333507861,252.25707378964762,26.56870643912665,0.9976329448267851
835000,1669.9999999743336,-47482.48726972361,6025.7138542731045,-41456.77341545051,272.81264674082746,26.557334597061846,0.998060130930336
840000,1679.9999999740971,-47494.87836314767,5728.700584635735,-41766.177778511934,259.3654472609755,26.36233341632095,1.0054427438769327
845000,1689.9999999738607,-47460.07813987008,5702.323615227123,-41757.75452464296,258.1712367472681,26.02789115585745,1.0183620596223095
850000,1699.9999999736242,-47579.175870497944,5753.953442586472,-41825.222427911474,260.5087639172129,26.453957442147818,1.0019603646475155
