# Cycle: 1400, status: ACC, move: ('tr', 0, 0, 0)
#     Time      Potential        Kinetic
         0  -44319.875000   10503.059570
         1  -44608.820312   10043.984375
         2  -44556.027344   10074.185547
         3  -44078.578125   10397.670898
         4  -44246.089844   10368.772461
         5  -44694.996094    9999.638672
         6  -44374.152344    9831.928711
         7  -44310.390625   10008.918945
         8  -44205.453125   10165.699219
         9  -44706.488281   10317.557617
        10  -43748.437500   12912.240234
        11  -44563.683594   10007.857422
