#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
505000,1009.9999999899404,-43549.485701299156,5940.555662761295,-37608.93003853786,268.95713149734735
510000,1019.999999989704,-43415.76652812271,6129.5488440510435,-37286.217684071664,277.51374922772
515000,1029.9999999894676,-43790.227348790504,6133.19150784036,-37657.03584095014,277.67866989497765
520000,1039.9999999892311,-43620.122625546355,6318.391191007346,-37301.73143453901,286.0635379723953
525000,1049.9999999889947,-43330.78510658856,6135.302096450405,-37195.48301013816,277.7742262520853
530000,1059.9999999887582,-43226.06501880108,6095.209854162686,-37130.85516463839,275.95906028224243
535000,1069.9999999885217,-43610.94639384735,6138.923987291118,-37472.02240655623,277.9382064294315
540000,1079.9999999882853,-43580.5528738976,6149.051915343779,-37431.50095855382,278.39674577014176
545000,1089.9999999880488,-43840.73703980417,6230.859939305775,-37609.877100498394,282.1005830384651
550000,1099.9999999878123,-43536.45918288012,6212.947690295953,-37323.51149258417,281.2896105662186
555000,1109.9999999875758,-43096.70352611353,6230.304053752794,-36866.39947236074,282.0754154628615
560000,1119.9999999873394,-43603.22332888347,6135.151814237934,-37468.07151464553,277.7674222635233
565000,1129.999999987103,-43452.50048669282,6175.621795310299,-37276.878691382524,279.5996902597995
570000,1139.9999999868664,-43411.18012851325,6081.697131560488,-37329.482996952764,275.3472752378587
575000,1149.99999998663,-43385.454718830704,6140.418542797972,-37245.036176032736,278.00587204605165
580000,1159.9999999863935,-43275.077660126204,6069.757481640738,-37205.32017848547,274.80671065504896
585000,1169.999999986157,-43587.06966854812,6197.550012204325,-37389.5196563438,280.59248464629763
590000,1179.9999999859206,-43306.826817036315,5905.448898006762,-37401.37791902955,267.36768174204576
595000,1189.999999985684,-43473.995732015406,6133.196758962902,-37340.7989730525,277.67890763820174
600000,1199.9999999854476,-43333.32734587381,6001.303746109165,-37332.023599764645,271.70748536468415
605000,1209.9999999852112,-43560.603263184836,6102.563938029518,-37458.03932515532,276.2920145400424
610000,1219.9999999849747,-43432.41322599031,6067.616041940095,-37364.797184050214,274.7097575227402
615000,1229.9999999847382,-43682.09629375453,5970.034156646287,-37712.06213710824,270.2917627349384
620000,1239.9999999845018,-43898.461930353544,6232.638792510254,-37665.82313784329,282.18112016030886
