#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
505000,1009.9999999899404,-43313.83298471302,6052.0482622180725,-37261.78472249495,274.00493029520237,26.68131108284003,0.9933894935014288
510000,1019.999999989704,-43332.9966639792,6154.720367828939,-37178.27629615026,278.65338350017674,26.49885349462286,1.0002294668301364
515000,1029.9999999894676,-43258.60349803988,6175.56283627089,-37083.040661768995,279.59702090443693,26.54250559302064,0.9985844783811969
520000,1039.9999999892311,-43393.88942411239,6196.319472876914,-37197.56995123548,280.5367722943758,26.341758553991315,1.006194557899798
525000,1049.9999999889947,-43640.69613906252,6387.891099466437,-37252.80503959609,289.21012847329075,26.61131927755672,0.996002258515987
530000,1059.9999999887582,-43169.77315116057,6089.7304556650615,-37080.042695495504,275.710981922925,26.259560113549394,1.009344177431994
535000,1069.9999999885217,-43160.269786203105,6074.693489733545,-37085.57629646956,275.03018715338584,27.1023276459102,0.9779578510311518
540000,1079.9999999882853,-43549.5094712266,5961.242955693007,-37588.26651553359,269.89374337024617,26.547110445331978,0.9984112642736651
545000,1089.9999999880488,-43529.17825688695,6093.042434749084,-37436.13582213787,275.8609309251037,26.46099094714981,1.0016606768610623
550000,1099.9999999878123,-43426.77646713145,6114.9670503802945,-37311.80941675116,276.8535622653529,26.428622438223197,1.0028874628063456
555000,1109.9999999875758,-43648.47851894284,6160.912673725283,-37487.565845217556,278.9337385588247,26.847491255952185,0.987240627060835
560000,1119.9999999873394,-43536.170376189635,6053.223776432762,-37482.94659975688,274.0581513992818,26.95660629614736,0.9832444711827321
565000,1129.999999987103,-43228.57312399725,6085.711417433734,-37142.86170656352,275.5290209994962,26.685947754406584,0.9932168925182664
570000,1139.9999999868664,-43621.6202167602,6192.426788019113,-37429.19342874109,280.3605319874731,26.635129982242468,0.9951118736873914
