#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
505000,1009.9999999899404,-44841.80506368773,5670.092463237253,-39171.712600450475,256.71197962113905,26.70204274870463,0.9926182184627924
510000,1019.999999989704,-44884.8656450414,5931.422875142619,-38953.44276989878,268.5436468841333,26.41415322619497,1.0034368270511704
515000,1029.9999999894676,-44704.6731757918,5817.228794760918,-38887.44438103089,263.37353923141524,26.602391459732353,0.996336518942541
520000,1039.9999999892311,-44349.46851208975,5697.999750040721,-38651.46876204903,257.97547486175864,26.809874386084232,0.9886258219954213
525000,1049.9999999889947,-44554.29088402464,5806.74439847408,-38747.546485550556,262.8988608829796,26.585705713005698,0.9969618406469584
530000,1059.9999999887582,-44320.809626709204,5821.391941043563,-38499.41768566564,263.5620246098458,26.5678707954101,0.997631097600623
535000,1069.9999999885217,-44587.641068291734,5722.403746181723,-38865.23732211001,259.08035951763367,26.469695655643033,1.001331275106141
540000,1079.9999999882853,-44947.92213833309,5741.592649549226,-39206.329488783864,259.94913218795057,26.97011708976723,0.9827519107283665
545000,1089.9999999880488,-44471.64877801231,5776.580146594775,-38695.06863141754,261.5331821283679,26.538043605680752,0.9987523758858717
550000,1099.9999999878123,-44531.71961185982,5797.409752183923,-38734.3098596759,262.4762371702719,26.232323864051345,1.0103921497728516
555000,1109.9999999875758,-44611.868272480846,5567.403339852148,-39044.464932628696,252.06275594080796,26.64786054083155,0.9946364760474472
560000,1119.9999999873394,-44253.71002108464,5921.25279812008,-38332.45722296456,268.08319925963985,26.20938111973001,1.0112766105180568
565000,1129.999999987103,-44604.71984976326,5599.80966850677,-39004.91018125649,253.52994414543056,26.699820101209934,0.9927008497460031
570000,1139.9999999868664,-44378.8777916141,5702.655843598528,-38676.22194801557,258.18627830143373,26.830487490179948,0.9878662887596588
575000,1149.99999998663,-44483.88076426508,5730.374047626941,-38753.506716638134,259.4412128679882,26.733715599691525,0.9914422110049809
580000,1159.9999999863935,-44537.251233426214,5766.301202220364,-38770.95003120585,261.0678055624866,26.408509766436246,1.0036512600276604
585000,1169.999999986157,-44514.559109400085,5734.654707522602,-38779.90440187748,259.6350186450588,26.99929234026473,0.9816899557403969
590000,1179.9999999859206,-44689.94178690348,5605.368526213915,-39084.57326068956,253.78162000004596,27.06127139668922,0.9794415685058772
595000,1189.999999985684,-44470.215563284,5636.045475401459,-38834.17008788254,255.17051099357573,26.449553667856488,1.0020938135809576
600000,1199.9999999854476,-44411.43339616421,5870.684841197602,-38540.74855496661,265.79374800092893,26.672922697565628,0.9937019052267396
605000,1209.9999999852112,-44335.69500104204,5939.5462728669345,-38396.1487281751,268.9114316291933,26.642854456789806,0.99482336419782
610000,1219.9999999849747,-44335.77043411217,5884.109056873005,-38451.661377239165,266.4015259169396,26.649885565429027,0.9945608973615803
615000,1229.9999999847382,-44950.45436047012,5685.767989867942,-39264.686370602176,257.42168506228643,27.194829263091098,0.9746313847430214
620000,1239.9999999845018,-44591.35817178083,5833.4145166960225,-38757.943655084804,264.10634363390034,27.00944621460504,0.9813209012854283
625000,1249.9999999842653,-44554.27158323751,5796.125456990594,-38758.14612624692,262.4180910353305,26.826207220950153,0.9880239082712097
630000,1259.9999999840288,-44701.10912023444,5733.8470025014685,-38967.26211773297,259.59845000772714,26.849567924430573,0.987164269351967
635000,1269.9999999837923,-44848.09715600783,5718.0607708466505,-39130.036385161184,258.8837324250526,26.821624929620814,0.9881927054041176
640000,1279.9999999835559,-44510.174152587075,5616.614008487191,-38893.56014409989,254.29075632099384,26.608473821380052,0.996108768975681
645000,1289.9999999833194,-44196.97659915284,5676.630574701357,-38520.346024451486,257.00799093802954,27.16208786692924,0.9758062131448727
650000,1299.999999983083,-44538.53171446477,5791.7739862006165,-38746.75772826416,262.2210793132111,26.649745209244877,0.9945661354143781
655000,1309.9999999828465,-44483.55006684421,5844.649719734725,-38638.900347109484,264.61501456514367,26.538912669941766,0.9987196699492615
660000,1319.99999998261,-44414.95359747688,5700.432204266275,-38714.521393210605,258.0856036019209,26.9568607225734,0.9832351910451337
665000,1329.9999999823735,-44255.49450110475,5786.892870343869,-38468.60163076088,262.00008804675997,26.76276233775992,0.9903661575748619
670000,1339.999999982137,-44548.21793431224,5739.290854373707,-38808.927079938534,259.84491900271223,26.248735582642105,1.0097604137573708
675000,1349.9999999819006,-44477.87902060832,6028.234781810506,-38449.64423879782,272.92678108745474,26.492771451948077,1.0004590931760575
680000,1359.9999999816641,-44227.22982949886,5750.949771549726,-38476.28005794913,260.37277348267,26.411421636831797,1.0035406070521518
685000,1369.9999999814277,-44667.26494651183,5807.152259909106,-38860.112686602726,262.91732670467036,26.75053452765086,0.9908188591573571
690000,1379.9999999811912,-44253.979981818295,5883.009513233794,-38370.9704685845,266.35174436114806,26.563178594950447,0.9978073221845143
695000,1389.9999999809547,-44605.033754791715,5921.541426146296,-38683.49232864542,268.096266819378,26.321613218807467,1.0069646522880316
700000,1399.9999999807183,-44257.124581090466,5727.082691220932,-38530.041889869535,259.2921975522586,26.469910553642336,1.0013231457213732
705000,1409.9999999804818,-44359.20722312515,5952.386424426177,-38406.82079869897,269.49276619239146,26.881340006925065,0.9859975021970042
710000,1419.9999999802453,-44306.81419713836,5862.415719141209,-38444.39847799715,265.4193656241707,26.930879062302353,0.9841837706529948
715000,1429.9999999800089,-44418.92314989754,5717.179590699888,-38701.743559197654,258.8438372202839,26.656288013854017,0.9943220184581276
720000,1439.9999999797724,-44836.448028049665,5797.500583967357,-39038.94744408231,262.4803495559321,26.806088100168765,0.9887654626625526
725000,1449.999999979536,-44455.45739881572,5853.42130667803,-38602.03609213769,265.01214591057317,26.514368661800297,0.999644171830598
730000,1459.9999999792994,-44299.745063990646,5529.358903205214,-38770.386160785434,250.34030384526852,26.69629247122892,0.9928320245630127
735000,1469.999999979063,-44566.786915983364,5838.376514454289,-38728.41040152908,264.33099680766406,26.859103145920454,0.9868138172201878
740000,1479.9999999788265,-44420.17770755675,5616.546844321189,-38803.630863235565,254.28771548063267,26.783113242136114,0.9896136368806463
745000,1489.99999997859,-44542.08309686935,5788.248995795648,-38753.8341010737,262.06148627819937,27.066314753964367,0.9792590658709597
750000,1499.9999999783536,-44357.178116601135,5641.037149878849,-38716.14096672228,255.39650777317385,26.595266008414193,0.9966034592077742
755000,1509.999999978117,-44294.11651794944,5637.319980545556,-38656.79653740388,255.2282138865532,26.777836989196818,0.9898086284276657
760000,1519.9999999778806,-44338.95457799587,5962.434627916551,-38376.519950079324,269.94769602402545,26.79153881376595,0.9893024169600079
765000,1529.9999999776442,-44401.84887211985,5663.598390657736,-38738.25048146211,256.4179621534346,26.817934171752846,0.9883287032024259
770000,1539.9999999774077,-44553.7566424706,5805.068648501953,-38748.68799396865,262.8229917334932,26.55180635754933,0.9982346867711512
775000,1549.9999999771712,-44381.12513249385,5729.048610652811,-38652.07652184104,259.3812040494904,26.620093833035554,0.9956739547493209
780000,1559.9999999769348,-44188.393276929215,5545.380742245227,-38643.012534683985,251.06568849178007,26.6939265524082,0.9929200206084093
785000,1569.9999999766983,-44322.862757491705,5850.499303538299,-38472.3634539534,264.87985296908704,26.834524879390187,0.9877176593088551
790000,1579.9999999764618,-44464.18218218337,5890.0208569811075,-38574.161325202265,266.6691811480871,26.66227464641417,0.9940987576654938
795000,1589.9999999762254,-44564.04784361849,5589.8762524788435,-38974.171591139646,253.08021128666985,26.691111930152093,0.9930247256801147
800000,1599.9999999759889,-44378.27563931799,5802.71044829809,-38575.565191019894,262.7162248250871,27.13252299095473,0.9768694975904956
805000,1609.9999999757524,-44343.094797983416,5753.713296735626,-38589.38150124779,260.4978913755095,27.050294179273322,0.9798390334270496
810000,1619.999999975516,-44330.83196813526,5636.746724932148,-38694.08524320311,255.20225988592605,26.632839937456392,0.9951974391307782
815000,1629.9999999752795,-44582.9348683171,5712.019892541211,-38870.914975775886,258.61023321168096,26.80423524924976,0.9888338113760728
820000,1639.999999975043,-44458.151100567076,5917.236296822282,-38540.914803744796,267.90135319522494,26.60019344208258,0.9964188478646414
