#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
505000,1009.9999999899404,-42408.34779310523,6407.638554031284,-36000.70923907395,290.10418940557514
510000,1019.999999989704,-42588.26256594312,6347.118056915769,-36241.144509027356,287.36413944644113
515000,1029.9999999894676,-42244.830752714304,6486.5320650047415,-35758.29868770956,293.67607284708345
520000,1039.9999999892311,-42330.0980825678,6710.156073765807,-35619.94200880199,303.80059239452885
525000,1049.9999999889947,-42477.297517425905,6618.2058109087575,-35859.091706517145,299.63756786578233
530000,1059.9999999887582,-42323.62825705088,6755.857878049931,-35567.77037900095,305.8697298426573
535000,1069.9999999885217,-42093.1568258474,6516.650125723441,-35576.50670012396,295.03966030876535
540000,1079.9999999882853,-42457.15915386012,6485.8416330493965,-35971.31752081073,293.64481371767783
545000,1089.9999999880488,-42187.808763759385,6546.771782449963,-35641.03698130942,296.4034105787775
550000,1099.9999999878123,-42282.973951662774,6451.116032958669,-35831.8579187041,292.0726210946085
555000,1109.9999999875758,-42233.02953248308,6611.218607423468,-35621.81092505961,299.3212240230048
560000,1119.9999999873394,-42485.38718666992,6495.410644220134,-35989.97654244979,294.0780482401453
565000,1129.999999987103,-42650.06638336583,6651.206250040992,-35998.86013332484,301.13165426965134
570000,1139.9999999868664,-42527.34704985801,6440.430365169615,-36086.916684688396,291.5888302306169
575000,1149.99999998663,-42035.69377895811,6467.916222942914,-35567.7775560152,292.83324538016103
580000,1159.9999999863935,-42379.85139857966,6525.705611137799,-35854.14578744186,295.4496450845379
585000,1169.999999986157,-42425.15440289688,6545.657708909187,-35879.49669398769,296.35297118542536
590000,1179.9999999859206,-42297.69637377851,6445.361637687628,-35852.33473609088,291.8120923270215
595000,1189.999999985684,-43015.2928547202,6414.319504255248,-36600.973350464956,290.4066677106229
600000,1199.9999999854476,-42173.80518877733,6573.895314406354,-35599.90987437098,297.63142152004303
605000,1209.9999999852112,-42818.462800301844,6566.380270363494,-36252.08252993835,297.29117983162416
610000,1219.9999999849747,-42406.558587087085,6526.944204658089,-35879.614382429,295.5057220879732
615000,1229.9999999847382,-42345.99449457519,6600.239062823118,-35745.75543175208,298.82412796187896
620000,1239.9999999845018,-42417.406524939,6768.43328630792,-35648.97323863108,306.43907822090387
625000,1249.9999999842653,-42235.12182777113,6431.490511220864,-35803.631316550265,291.1840806397438
630000,1259.9999999840288,-42204.85334274848,6315.566935033444,-35889.28640771504,285.9356705087309
635000,1269.9999999837923,-42379.449332743185,6749.831658571105,-35629.61767417208,305.59689430389477
640000,1279.9999999835559,-42195.64259927935,6588.909717793344,-35606.73288148601,298.311194776175
645000,1289.9999999833194,-42401.67243152432,6550.083797871687,-35851.58863365263,296.5533612261363
650000,1299.999999983083,-41956.255457119725,6336.2033505014,-35620.05210661833,286.86997891752856
655000,1309.9999999828465,-42498.43512895418,6490.399894879094,-36008.03523407508,293.8511878509958
660000,1319.99999998261,-42636.78119944112,6610.701325503711,-36026.07987393741,299.29780421697797
665000,1329.9999999823735,-42699.46708419244,6444.076680623883,-36255.390403568555,291.7539162260671
670000,1339.999999982137,-42408.60997993854,6698.4725656537485,-35710.13741428479,303.2716245662593
675000,1349.9999999819006,-42521.16379725578,6466.387399427511,-36054.77639782827,292.7640282882573
680000,1359.9999999816641,-42517.37751882034,6454.143849705128,-36063.233669115216,292.2097047199555
685000,1369.9999999814277,-42097.777309318364,6566.265426906544,-35531.51188241182,297.2859803236141
690000,1379.9999999811912,-42611.355929923244,6374.049841230653,-36237.30608869259,288.58346906249756
695000,1389.9999999809547,-42246.579739370034,6695.202050610518,-35551.377688759516,303.1235528378753
700000,1399.9999999807183,-42375.56275376782,6700.61868103823,-35674.944072729595,303.3687893889526
705000,1409.9999999804818,-42416.387498000404,6372.383965692165,-36044.00353230824,288.5080469754574
710000,1419.9999999802453,-42057.8259746253,6821.709814266656,-35236.116160358644,308.85115933744703
715000,1429.9999999800089,-42061.076760703,6297.515689782612,-35763.56107092039,285.11840501738084
