# Cycle: 1300, status: ACC
#     Step              Filename       index    vel
         0    003_5359_trajF.trr           3     -1
         1    003_5359_trajF.trr           2     -1
         2    003_5359_trajF.trr           1     -1
         3    003_5358_trajB.trr           0      1
         4    003_5358_trajB.trr           1      1
         5    003_5358_trajB.trr           2      1
         6    003_5358_trajB.trr           3      1
         7    003_5358_trajB.trr           4      1
