# Cycle: 0, status: ACC, move: ('ki', 0, 0, 0)
#     Time       Orderp
         0     0.108197
         1     0.108930
         2     0.110209
         3     0.111189
         4     0.108985
         5     0.109168
         6     0.109011
         7     0.108427
# Cycle: 1, status: NCR, move: ('sh', 0.10944404963267759, 5, 2)
#     Time       Orderp
         0     0.108305
         1     0.108794
         2     0.109444
         3     0.109145
         4     0.108878
         5     0.108679
         6     0.108859
         7     0.108506
         8     0.108433
# Cycle: 2, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.107686
         1     0.110344
         2     0.109052
         3     0.108541
         4     0.109298
         5     0.109814
         6     0.108825
         7     0.109421
         8     0.109708
         9     0.107903
# Cycle: 3, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.107686
         1     0.110344
         2     0.109052
         3     0.108541
         4     0.109298
         5     0.109814
         6     0.108825
         7     0.109421
         8     0.109708
         9     0.107903
# Cycle: 4, status: ACC, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108232
         1     0.109877
         2     0.109220
         3     0.109533
         4     0.108743
         5     0.110770
         6     0.111790
         7     0.108233
# Cycle: 5, status: NCR, move: ('s-', 0.10981347822558005, 2, 6)
#     Time       Orderp
         0     0.107965
         1     0.108662
         2     0.108929
         3     0.108628
         4     0.109059
         5     0.110017
         6     0.109814
         7     0.108395
# Cycle: 6, status: ACC, move: ('sh', 0.1091146186356347, 1, 4)
#     Time       Orderp
         0     0.107931
         1     0.109177
         2     0.110562
         3     0.109032
         4     0.109115
         5     0.108077
# Cycle: 7, status: FTL, move: ('sh', 0.1091146186356347, 4, 3)
#     Time       Orderp
         0     0.108078
         1     0.108860
         2     0.109299
         3     0.109115
         4     0.109127
         5     0.108874
# Cycle: 8, status: NCR, move: ('sh', 0.1091146186356347, 4, 1)
#     Time       Orderp
         0     0.108130
         1     0.109115
         2     0.108720
         3     0.109138
         4     0.108675
         5     0.107897
# Cycle: 9, status: NCR, move: ('s-', 0.10936635680134921, 4, 3)
#     Time       Orderp
         0     0.107646
         1     0.110476
         2     0.108961
         3     0.109366
         4     0.108618
         5     0.108869
         6     0.109419
         7     0.108503
         8     0.109260
         9     0.107987
# Cycle: 10, status: NCR, move: ('s-', 0.10936635680134921, 4, 3)
#     Time       Orderp
         0     0.107646
         1     0.110476
         2     0.108961
         3     0.109366
         4     0.108618
         5     0.108869
         6     0.109419
         7     0.108503
         8     0.109260
         9     0.107987
# Cycle: 11, status: NCR, move: ('s+', 0.1111665417290648, 2, 1)
#     Time       Orderp
         0     0.108075
         1     0.111167
         2     0.107937
# Cycle: 12, status: NCR, move: ('s+', 0.1111665417290648, 2, 1)
#     Time       Orderp
         0     0.108075
         1     0.111167
         2     0.107937
# Cycle: 13, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108077
         1     0.109115
         2     0.109032
         3     0.110562
         4     0.109177
         5     0.107931
# Cycle: 14, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.107937
         1     0.111167
         2     0.108075
# Cycle: 15, status: NCR, move: ('sh', 0.1091146186356347, 1, 1)
#     Time       Orderp
         0     0.107926
         1     0.109115
         2     0.109170
         3     0.109484
         4     0.107919
# Cycle: 16, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.107987
         1     0.109260
         2     0.108503
         3     0.109419
         4     0.108869
         5     0.108618
         6     0.109366
         7     0.108961
         8     0.110476
         9     0.107646
# Cycle: 17, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.107931
         1     0.109177
         2     0.110562
         3     0.109032
         4     0.109115
         5     0.108077
# Cycle: 18, status: NCR, move: ('sh', 0.10901376059929332, 1, 2)
#     Time       Orderp
         0     0.108152
         1     0.108781
         2     0.109014
         3     0.108438
# Cycle: 19, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.107646
         1     0.110476
         2     0.108961
         3     0.109366
         4     0.108618
         5     0.108869
         6     0.109419
         7     0.108503
         8     0.109260
         9     0.107987
# Cycle: 20, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.107646
         1     0.110476
         2     0.108961
         3     0.109366
         4     0.108618
         5     0.108869
         6     0.109419
         7     0.108503
         8     0.109260
         9     0.107987
# Cycle: 21, status: NCR, move: ('sh', 0.10874281585465759, 3, 2)
#     Time       Orderp
         0     0.108388
         1     0.109537
         2     0.108743
         3     0.109139
         4     0.109291
         5     0.108263
# Cycle: 22, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108197
         1     0.108930
         2     0.110209
         3     0.111189
         4     0.108985
         5     0.109168
         6     0.109011
         7     0.108427
# Cycle: 23, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108197
         1     0.108930
         2     0.110209
         3     0.111189
         4     0.108985
         5     0.109168
         6     0.109011
         7     0.108427
# Cycle: 24, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108197
         1     0.108930
         2     0.110209
         3     0.111189
         4     0.108985
         5     0.109168
         6     0.109011
         7     0.108427
# Cycle: 25, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108077
         1     0.109115
         2     0.109032
         3     0.110562
         4     0.109177
         5     0.107931
# Cycle: 26, status: ACC, move: ('sh', 0.10901376059929332, 4, 3)
#     Time       Orderp
         0     0.108226
         1     0.108813
         2     0.110840
         3     0.109014
         4     0.108177
# Cycle: 27, status: BTL, move: ('sh', 0.1088944443027283, 1, 0)
#     Time       Orderp
         0     0.108894
         1     0.109045
         2     0.108761
         3     0.108615
         4     0.108687
         5     0.109259
         6     0.110034
         7     0.110067
# Cycle: 28, status: ACC, move: ('sh', 0.11080613701415627, 2, 1)
#     Time       Orderp
         0     0.108324
         1     0.110806
         2     0.110005
         3     0.109861
         4     0.109774
         5     0.109696
         6     0.109189
         7     0.107636
# Cycle: 29, status: ACC, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108427
         1     0.109011
         2     0.109168
         3     0.108985
         4     0.111189
         5     0.110209
         6     0.108930
         7     0.108197
# Cycle: 30, status: ACC, move: ('s-', 0.11078357278947105, 8, 1)
#     Time       Orderp
         0     0.108294
         1     0.110784
         2     0.108718
         3     0.108277
# Cycle: 31, status: KOB, move: ('sh', 0.10845275469069482, 2, 0)
#     Time       Orderp
         0     0.108453
# Cycle: 32, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108277
         1     0.108718
         2     0.110784
         3     0.108294
# Cycle: 33, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108294
         1     0.110784
         2     0.108718
         3     0.108277
# Cycle: 34, status: ACC, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108427
         1     0.109011
         2     0.109168
         3     0.108985
         4     0.111189
         5     0.110209
         6     0.108930
         7     0.108197
# Cycle: 35, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108197
         1     0.108930
         2     0.110209
         3     0.111189
         4     0.108985
         5     0.109168
         6     0.109011
         7     0.108427
# Cycle: 36, status: ACC, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.107636
         1     0.109189
         2     0.109696
         3     0.109774
         4     0.109861
         5     0.110005
         6     0.110806
         7     0.108324
# Cycle: 37, status: NCR, move: ('sh', 0.10954907576059239, 1, 1)
#     Time       Orderp
         0     0.108308
         1     0.109549
         2     0.109413
         3     0.109726
         4     0.108444
# Cycle: 38, status: BTL, move: ('sh', 0.10954907576059239, 1, 0)
#     Time       Orderp
         0     0.109549
         1     0.109025
         2     0.109255
         3     0.108696
         4     0.108854
         5     0.109122
         6     0.109664
# Cycle: 39, status: NCR, move: ('sh', 0.10954907576059239, 1, 3)
#     Time       Orderp
         0     0.108381
         1     0.108807
         2     0.109678
         3     0.109549
         4     0.109318
         5     0.109810
         6     0.107752
# Cycle: 40, status: FTL, move: ('sh', 0.11080613701415627, 6, 6)
#     Time       Orderp
         0     0.108401
         1     0.108691
         2     0.108827
         3     0.109158
         4     0.108505
         5     0.109877
         6     0.110806
         7     0.108812
         8     0.108973
# Cycle: 41, status: NCR, move: ('sh', 0.10954907576059239, 1, 3)
#     Time       Orderp
         0     0.108282
         1     0.109615
         2     0.109241
         3     0.109549
         4     0.108651
         5     0.109438
         6     0.108304
# Cycle: 42, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108324
         1     0.110806
         2     0.110005
         3     0.109861
         4     0.109774
         5     0.109696
         6     0.109189
         7     0.107636
# Cycle: 43, status: ACC, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108005
         1     0.108574
         2     0.108677
         3     0.108536
         4     0.110675
         5     0.109357
         6     0.109530
