# Cycle: 400, status: NCR
#     Step              Filename       index    vel
         0    003_1691_trajF.trr           6     -1
         1    003_1691_trajF.trr           5     -1
         2    003_1691_trajF.trr           4     -1
         3    003_1691_trajF.trr           3     -1
         4    003_1691_trajF.trr           2     -1
         5    003_1691_trajF.trr           1     -1
         6    003_1690_trajB.trr           0      1
         7    003_1690_trajB.trr           1      1
