# Cycle: 350, status: NCR
#     Step              Filename       index    vel
         0    007_1503_trajF.trr           5     -1
         1    007_1503_trajF.trr           4     -1
         2    007_1503_trajF.trr           3     -1
         3    007_1503_trajF.trr           2     -1
         4    007_1503_trajF.trr           1     -1
         5    007_1502_trajB.trr           0      1
         6    007_1502_trajB.trr           1      1
         7    007_1502_trajB.trr           2      1
