# Cycle: 1350, status: ACC
#     Step              Filename       index    vel
         0    002_5479_trajF.trr           2     -1
         1    002_5479_trajF.trr           1     -1
         2    002_5478_trajB.trr           0      1
         3    002_5478_trajB.trr           1      1
         4    002_5478_trajB.trr           2      1
         5    002_5478_trajB.trr           3      1
         6    002_5478_trajB.trr           4      1
         7    002_5478_trajB.trr           5      1
