#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
505000,504.9999999949702,-35076.95804591352,7655.5476147043555,-27421.410431209162,296.72921068714686
510000,509.999999994852,-34844.61414930734,7681.594707227639,-27163.019442079698,297.73879662327033
515000,514.9999999947338,-34870.40156834145,7691.896398374827,-27178.505169966622,298.1380904212707
520000,519.9999999946156,-34979.42161954527,7574.321557885073,-27405.100061660196,293.58088676046646
525000,524.9999999944973,-35104.54293620793,7597.876834663811,-27506.66610154412,294.4938898580694
530000,529.9999999943791,-35055.051040977174,7789.930340335948,-27265.120700641226,301.9378883825294
535000,534.9999999942609,-35338.51239774486,7336.931262960022,-28001.58113478484,284.37963318814184
540000,539.9999999941426,-35594.13560208044,7587.8101362153575,-28006.32546586508,294.1037043827551
545000,544.9999999940244,-35109.107564624544,7627.6086640679405,-27481.498900556602,295.6462962848059
550000,549.9999999939062,-35349.0055759001,7446.466646238252,-27902.538929661845,288.6252272930018
555000,554.9999999937879,-34920.129143049024,7558.92574324209,-27361.203399806935,292.9841446125732
560000,559.9999999936697,-35194.90829355047,7488.323741732593,-27706.584551817876,290.24760932663133
565000,564.9999999935515,-35036.739109515525,7720.272656681578,-27316.46645283395,299.23795487948973
570000,569.9999999934332,-35203.640947832646,7479.186942827532,-27724.454005005115,289.89346678010753
575000,574.999999993315,-35464.74647102678,7602.015817188305,-27862.730653838476,294.6543169208157
580000,579.9999999931968,-34967.95901593666,7663.745762452547,-27304.213253484115,297.0469710921302
585000,584.9999999930785,-34764.90883316827,7790.600802611607,-26974.308030556665,301.9638755165484
590000,589.9999999929603,-35251.335101931225,7786.536210141472,-27464.798891789753,301.80633181410815
595000,594.999999992842,-34717.121087694984,7749.1157666106155,-26968.00532108437,300.35591451787883
600000,599.9999999927238,-35332.57611400308,7779.838552753541,-27552.737561249538,301.5467304517763
605000,604.9999999926056,-35015.39811383551,7753.094873710223,-27262.303240125286,300.5101448052901
610000,609.9999999924873,-34821.114538708796,7638.93179128436,-27182.182747424435,296.08518096955197
615000,614.9999999923691,-34729.687186496405,7915.542900027328,-26814.144286469076,306.8066342339723
620000,619.9999999922509,-35034.10531183642,7636.037088091507,-27398.068223744915,295.9729822037917
625000,624.9999999921326,-34898.73294062689,7482.2753278444725,-27416.45761278242,290.0131726580534
630000,629.9999999920144,-35116.946485903754,7562.259116217661,-27554.687369686093,293.1133462297204
635000,634.9999999918962,-34857.01536236804,7480.522453118038,-27376.49290925,289.94523119126546
640000,639.9999999917779,-34949.224326202995,7806.532833554471,-27142.691492648526,302.5814014211929
645000,644.9999999916597,-35000.03405570923,7412.121867658798,-27587.91218805043,287.2940228446705
