#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
505000,504.9999999949702,-36690.745484799256,7293.16751543158,-29397.577969367674,282.68334927556015
510000,509.999999994852,-36474.78183710273,7129.9049757404955,-29344.876861362238,276.3552892888044
515000,514.9999999947338,-36380.124957277985,7087.814076786289,-29292.310880491696,274.723845027416
520000,519.9999999946156,-36478.57624437291,7140.822446176404,-29337.753798196507,276.77845070692746
525000,524.9999999944973,-36281.484349440085,7073.579968559236,-29207.90438088085,274.17213064829883
530000,529.9999999943791,-36840.74898744778,7187.627857428954,-29653.12113001883,278.59262957901495
535000,534.9999999942609,-36560.36902422941,7168.842706183862,-29391.526318045548,277.8645166624565
540000,539.9999999941426,-36124.51019111585,7172.442641124739,-28952.06754999111,278.0040502278254
545000,544.9999999940244,-36581.750318918,6986.615041243485,-29595.13527767451,270.8013679623869
550000,549.9999999939062,-36421.84319681103,7285.504219460559,-29136.33897735047,282.3863197383948
555000,554.9999999937879,-36241.40286231286,7313.9835379750475,-28927.419324337814,283.49017881275813
560000,559.9999999936697,-36274.824106115295,7240.82708335956,-29033.997022755735,280.65463286265145
565000,564.9999999935515,-36485.4191395426,7182.1071442708435,-29303.31199527176,278.3786466034941
570000,569.9999999934332,-36341.164598635594,6978.246244199583,-29362.918354436013,270.4769931865749
575000,574.999999993315,-36626.80509978585,7263.3331810393465,-29363.471918746505,281.52696975300586
580000,579.9999999931968,-36923.406370866935,6888.977696978474,-30034.428673888462,267.01694213742064
585000,584.9999999930785,-36438.348936126065,7130.938739830334,-29307.410196295732,276.395358009927
590000,589.9999999929603,-36515.66918766103,7147.349898579637,-29368.31928908139,277.0314549199362
595000,594.999999992842,-36542.98525830445,7263.053992210087,-29279.93126609436,281.51614838723185
600000,599.9999999927238,-36415.609747511444,7018.549456815894,-29397.06029069555,272.03914668227304
605000,604.9999999926056,-36709.72338499696,7305.318340831605,-29404.40504416536,283.1543155619198
610000,609.9999999924873,-36585.30306665481,7230.427443831944,-29354.875622822863,280.25154258305696
615000,614.9999999923691,-36526.44969768325,7258.656349319277,-29267.793348363975,281.3456956424318
620000,619.9999999922509,-36140.111550947055,7151.892738649946,-28988.21881229711,277.20753551092514
625000,624.9999999921326,-36338.47387035781,7037.843623962352,-29300.63024639546,272.78698906747843
630000,629.9999999920144,-36736.968319747706,7285.342658232874,-29451.62566151483,282.3800576213025
635000,634.9999999918962,-36190.630518347985,7169.995555551387,-29020.634962796597,277.90920113182216
640000,639.9999999917779,-36473.89463997158,7286.711863206647,-29187.18277676493,282.4331280391987
645000,644.9999999916597,-36509.32354920834,7131.358862779425,-29377.964686428917,276.411641985594
650000,649.9999999915415,-36357.30408170744,7016.8065477444925,-29340.497533962953,271.9715914845151
655000,654.9999999914232,-36346.03028999597,6901.059862602582,-29444.97042739339,267.4852471692053
660000,659.999999991305,-36302.37025394572,7172.3405225148035,-29130.02973143092,278.0000921080347
665000,664.9999999911868,-36217.00000694183,7220.493844439506,-28996.506162502326,279.8665160303726
670000,669.9999999910685,-36461.74549787006,7378.0309429829085,-29083.714554887156,285.9726577797806
