#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
505000,504.9999999949702,-34797.3671653063,7474.886391224452,-27322.480774081847,289.72677729596796
510000,509.999999994852,-35240.91008455444,7896.317497779242,-27344.592586775194,306.0614571778908
515000,514.9999999947338,-34909.69825781402,7630.703799706081,-27278.994458107944,295.7662638169927
520000,519.9999999946156,-34799.86820353806,7841.955216732238,-26957.912986805823,303.95437384981545
525000,524.9999999944973,-34921.93561489916,7620.747392761787,-27301.18822213737,295.38035324304684
530000,529.9999999943791,-34980.793602283564,7734.74110031369,-27246.052501969873,299.7987521045742
535000,534.9999999942609,-35201.249080112946,7700.341183845672,-27500.907896267272,298.4654105103487
540000,539.9999999941426,-35045.930774532295,7771.1804227883695,-27274.750351743925,301.21114112493865
545000,544.9999999940244,-35375.8573675618,7799.189432067309,-27576.667935494494,302.2967710019582
550000,549.9999999939062,-35173.82022697765,7732.889655544857,-27440.930571432793,299.726990060559
555000,554.9999999937879,-35609.95148178566,7602.264626625784,-28007.686855159878,294.66396078062957
560000,559.9999999936697,-35281.45279351871,7648.849698643101,-27632.603094875605,296.4695992986307
565000,564.9999999935515,-35255.57811081893,7629.378530067224,-27626.19958075171,295.71489633374046
570000,569.9999999934332,-35053.26448917236,7483.456620830435,-27569.807868341926,290.0589596027576
575000,574.999999993315,-35466.80660177035,7533.551915139904,-27933.254686630447,292.0006544216936
580000,579.9999999931968,-34959.514111815515,7699.76968690538,-27259.744424910135,298.44325927512193
585000,584.9999999930785,-35088.42183250387,7638.999636238255,-27449.422196265612,296.0878106416057
590000,589.9999999929603,-34928.52893383727,7423.935364946658,-27504.59356889061,287.7519142852447
595000,594.999999992842,-34905.05540186781,7627.693241015695,-27277.362160852113,295.64957448934626
600000,599.9999999927238,-35110.170903223996,7646.509885358773,-27463.661017865223,296.3789080791443
605000,604.9999999926056,-34953.57528111496,7529.348052987039,-27424.22722812792,291.8377126229827
610000,609.9999999924873,-35205.33185965607,7387.298696538851,-27818.03316311722,286.3318761317396
615000,614.9999999923691,-35392.455589775345,7767.880549228468,-27624.57504054688,301.083237945953
620000,619.9999999922509,-35178.34482980123,7628.142191256111,-27550.202638545117,295.66697581152215
625000,624.9999999921326,-35047.48442101071,7432.835922252567,-27614.648498758143,288.09690010167213
630000,629.9999999920144,-35257.339617038495,7636.017278964296,-27621.3223380742,295.9722144015419
635000,634.9999999918962,-35120.49968842529,7762.701367371822,-27357.79832105347,300.8824927319364
640000,639.9999999917779,-35249.87935937247,7443.642700049078,-27806.236659323393,288.51577107041527
645000,644.9999999916597,-35377.88816309285,7357.3793293136905,-28020.50883377916,285.1722007345246
650000,649.9999999915415,-35318.71626953099,7504.937803261135,-27813.778466269854,290.8915707532709
655000,654.9999999914232,-35043.41016657792,7456.361669353279,-27587.048497224645,289.00875862824074
660000,659.999999991305,-35276.7683898194,7368.2221797264765,-27908.546210092925,285.5924698787469
665000,664.9999999911868,-35137.09049015144,7304.792563277754,-27832.29792687368,283.1339364112172
670000,669.9999999910685,-35092.21732926311,7384.021442049053,-27708.19588721406,286.20484966845817
675000,674.9999999909503,-34959.9199907447,7845.790060282163,-27114.129930462535,304.10301247855216
680000,679.9999999908321,-34806.37452855792,7917.518832656161,-26888.85569590176,306.8832214304517
685000,684.9999999907138,-35220.38221236977,7890.38176310824,-27330.000449261526,305.8313879584934
690000,689.9999999905956,-35082.2417204013,7522.365174906048,-27559.876545495255,291.56705609969003
695000,694.9999999904774,-35421.651408355516,7671.524206692369,-27750.12720166315,297.348463778979
700000,699.9999999903591,-35387.813319856636,7546.459331115595,-27841.35398874104,292.5009461770634
705000,704.9999999902409,-34696.076614358644,7789.862439796151,-26906.214174562494,301.9352565559648
710000,709.9999999901227,-35138.04313618593,7695.7870316757035,-27442.256104510227,298.2888914621035
715000,714.9999999900044,-35295.66689257015,7795.10281545119,-27500.564077118965,302.138373643087
720000,719.9999999898862,-35043.757679080685,7634.936840008511,-27408.820839072174,295.93033656148646
725000,724.999999989768,-35325.37068088134,7664.934626633047,-27660.43605424829,297.0930514965178
730000,729.9999999896497,-35232.43835928186,7729.51095671548,-27502.927402566384,299.5960316122221
735000,734.9999999895315,-35639.299244439506,7518.177422431994,-28121.12182200751,291.4047387125194
740000,739.9999999894133,-35214.723921312936,7489.8592820604135,-27724.864639252522,290.3071269068731
745000,744.999999989295,-34825.993638137465,7554.970165459595,-27271.02347267787,292.8308263220622
750000,749.9999999891768,-34402.761208942684,7439.643801363125,-26963.117407579557,288.36077366063864
755000,754.9999999890586,-35336.602758634675,7431.994401872897,-27904.60835676178,288.0642827514049
760000,759.9999999889403,-35008.97368868881,7412.856858466779,-27596.116830222032,287.3225111061628
765000,764.9999999888221,-35354.53138766796,7604.475331730153,-27750.056055937806,294.7496477639384
770000,769.9999999887038,-35285.78055538439,7342.651157782539,-27943.12939760185,284.60133644979214
775000,774.9999999885856,-35204.0894116417,7391.066670105401,-27813.022741536297,286.4779228783035
780000,779.9999999884674,-35235.75872982148,7729.383862605232,-27506.374867216247,299.5911054414353
785000,784.9999999883491,-35115.45705180067,7629.688340917267,-27485.768710883407,295.7269046097805
790000,789.9999999882309,-34853.27429753499,7609.82049659063,-27243.45380094436,294.9568264831975
795000,794.9999999881127,-35390.87872809677,7467.225356388503,-27923.65337170827,289.42983540045265
800000,799.9999999879944,-34796.993879072936,7669.688279621412,-27127.305599451523,297.27730320130877
805000,804.9999999878762,-35241.518065958146,7606.230373821333,-27635.28769213681,294.81767323783635
810000,809.999999987758,-35157.59088971698,7666.233638857094,-27491.357250859885,297.143401241737
815000,814.9999999876397,-35082.20924065045,7613.71362584159,-27468.49561480886,295.10772426711594
820000,819.9999999875215,-35059.6696757619,7657.374309164112,-27402.295366597788,296.80001340858365
825000,824.9999999874033,-35409.698393676554,7539.174662364909,-27870.523731311645,292.2185922401149
830000,829.999999987285,-35177.47404863383,7550.616155710213,-27626.857892923614,292.6620647988791
835000,834.9999999871668,-34932.88649247902,7866.647195652568,-27066.23929682645,304.9114355499165
840000,839.9999999870486,-35052.80092876695,7649.574897564538,-27403.22603120241,296.4977080263638
845000,844.9999999869303,-35196.979878048354,7364.102358779256,-27832.8775192691,285.4327855191992
850000,849.9999999868121,-35227.346962407115,7412.368525430016,-27814.9784369771,287.3035833058481
855000,854.9999999866939,-34840.807787884514,7413.7784452556825,-27427.029342628834,287.3582318323883
860000,859.9999999865756,-34645.95530409733,7582.709557126006,-27063.245746971326,293.90600581389975
865000,864.9999999864574,-34996.58672437976,7612.655342313978,-27383.931382065784,295.0667051719922
870000,869.9999999863392,-34730.72025786568,7689.602010462208,-27041.118247403472,298.0491598902903
875000,874.9999999862209,-35461.521424291175,8164.1039190259025,-27297.41750526527,316.44086534153865
880000,879.9999999861027,-35057.56870980666,7440.572767413421,-27616.99594239324,288.39678040721424
885000,884.9999999859845,-34940.90334805981,7674.946825977935,-27265.956522081873,297.4811245852599
890000,889.9999999858662,-35288.914427214164,7411.657601952536,-27877.256825261626,287.27602789466806
895000,894.999999985748,-34875.091191421285,7612.280903298974,-27262.81028812231,295.0521919067153
900000,899.9999999856298,-34893.65348670695,7630.722509552479,-27262.930977154472,295.7669890110916
905000,904.9999999855115,-35304.378109948964,7321.974784913887,-27982.403325035077,283.7999197373673
910000,909.9999999853933,-35397.30359720787,7779.999360213615,-27617.304236994256,301.5529633528177
915000,914.999999985275,-34987.38530827283,7717.885644635915,-27269.499663636918,299.1454342348725
920000,919.9999999851568,-35040.050402994915,7608.857639039447,-27431.192763955467,294.9195061012281
