# r (Angstrom)    gHH_inter
0.025000 0.000000
0.075000 0.000000
0.125000 0.000000
0.175000 0.000000
0.225000 0.000000
0.275000 0.000000
0.325000 0.000000
0.375000 0.000000
0.425000 0.000000
0.475000 0.000000
0.525000 0.000000
0.575000 0.000000
0.625000 0.000000
0.675000 0.000000
0.725000 0.000000
0.775000 0.000000
0.825000 0.000000
0.875000 0.000000
0.925000 0.000000
0.975000 0.000000
1.025000 0.000000
1.075000 0.000000
1.125000 0.000000
1.175000 0.000000
1.225000 0.000000
1.275000 0.000000
1.325000 0.000000
1.375000 0.000000
1.425000 0.000000
1.475000 0.000000
1.525000 0.000000
1.575000 0.011033
1.625000 0.000000
1.675000 0.000000
1.725000 0.000000
1.775000 0.026060
1.825000 0.024652
1.875000 0.046710
1.925000 0.096016
1.975000 0.210499
2.025000 0.347070
2.075000 0.381400
2.125000 0.545495
2.175000 0.752129
2.225000 0.973018
2.275000 1.152823
2.325000 1.230354
2.375000 1.183949
2.425000 1.307838
2.475000 1.438723
2.525000 1.425239
2.575000 1.345662
2.625000 1.120118
2.675000 0.979188
2.725000 1.065219
2.775000 0.874347
2.825000 0.850531
2.875000 0.821205
2.925000 0.738986
2.975000 0.763834
3.025000 0.795623
3.075000 0.767066
3.125000 0.838008
3.175000 0.811823
3.225000 0.868425
3.275000 0.905907
3.325000 1.034835
3.375000 1.052459
3.425000 1.089619
3.475000 1.099287
3.525000 1.130000
3.575000 1.205690
3.625000 1.178908
3.675000 1.153128
3.725000 1.189446
3.775000 1.150464
3.825000 1.154257
3.875000 1.100966
3.925000 1.131724
3.975000 1.153668
4.025000 0.988337
4.075000 1.038404
4.125000 1.016600
4.175000 1.020661
4.225000 0.999714
4.275000 1.043859
4.325000 0.905733
4.375000 1.006696
4.425000 1.000848
4.475000 1.008677
4.525000 1.034632
4.575000 1.060525
4.625000 1.010848
4.675000 0.994351
4.725000 1.008971
4.775000 1.082785
4.825000 1.019312
4.875000 1.043426
4.925000 0.998651
4.975000 1.019595
5.025000 0.988566
5.075000 1.039321
5.125000 0.955575
5.175000 0.981146
5.225000 1.000555
5.275000 0.972825
5.325000 0.999043
5.375000 0.969175
5.425000 0.992312
5.475000 0.940486
5.525000 0.930714
5.575000 0.966932
5.625000 0.931653
5.675000 0.946754
5.725000 0.947826
5.775000 1.012733
5.825000 0.965575
5.875000 0.921455
5.925000 1.007325
5.975000 0.956037
6.025000 0.945513
6.075000 1.030876
6.125000 1.031624
6.175000 1.007807
6.225000 0.998745
6.275000 0.996100
6.325000 0.983150
6.375000 1.000116
6.425000 0.974665
6.475000 0.989701
6.525000 0.963020
6.575000 1.011109
6.625000 0.976572
6.675000 0.973054
6.725000 1.031263
6.775000 0.985090
6.825000 0.974823
6.875000 1.046399
6.925000 1.001093
6.975000 1.054866
7.025000 0.985552
7.075000 1.034553
7.125000 0.999596
7.175000 1.021867
7.225000 0.987848
7.275000 1.036374
7.325000 1.003910
7.375000 1.047711
7.425000 1.035634
7.475000 1.024275
7.525000 1.002008
7.575000 1.007904
7.625000 0.966954
7.675000 1.013407
7.725000 1.002165
7.775000 1.032784
7.825000 1.021863
7.875000 0.982447
7.925000 1.004081
7.975000 1.021225
8.025000 0.982189
8.075000 1.026730
8.125000 0.971013
8.175000 1.026748
8.225000 1.006616
8.275000 0.992090
8.325000 1.000350
8.375000 1.004050
8.425000 0.972502
8.475000 1.000692
8.525000 0.984092
8.575000 0.998706
8.625000 0.977226
8.675000 1.010729
8.725000 0.991987
8.775000 1.016972
8.825000 0.959793
8.875000 0.992793
8.925000 0.981701
8.975000 0.982686
9.025000 0.980565
9.075000 1.017315
9.125000 0.987789
9.175000 0.994610
9.225000 0.987395
9.275000 0.986323
9.325000 0.981125
9.375000 0.953871
9.425000 0.997391
9.475000 0.996039
9.525000 0.999788
9.575000 0.996539
9.625000 0.982667
9.675000 1.000315
9.725000 1.017838
9.775000 0.988260
9.825000 0.990419
9.875000 1.038516
9.925000 0.993068
9.975000 1.018623
