# Cycle: 1850, status: ACC
#     Step              Filename       index    vel
         0    008_7384_trajF.trr           6     -1
         1    008_7384_trajF.trr           5     -1
         2    008_7384_trajF.trr           4     -1
         3    008_7384_trajF.trr           3     -1
         4    008_7384_trajF.trr           2     -1
         5    008_7384_trajF.trr           1     -1
         6    008_7383_trajB.trr           0      1
         7    008_7383_trajB.trr           1      1
