# Cycle: 0, status: ACC, move: ('ki', 0, 0, 0)
#     Time       Orderp
         0     0.108232
         1     0.109877
         2     0.109220
         3     0.109533
         4     0.108743
         5     0.110770
         6     0.111790
         7     0.108233
# Cycle: 1, status: FTL, move: ('sh', 0.11077003204838384, 5, 1)
#     Time       Orderp
         0     0.108424
         1     0.110770
         2     0.108705
         3     0.108653
         4     0.109697
         5     0.109712
         6     0.109019
         7     0.109655
         8     0.108571
         9     0.109527
        10     0.110610
        11     0.109652
# Cycle: 2, status: ACC, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108273
         1     0.110829
         2     0.111167
         3     0.108070
# Cycle: 3, status: ACC, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108232
         1     0.109877
         2     0.109220
         3     0.109533
         4     0.108743
         5     0.110770
         6     0.111790
         7     0.108233
# Cycle: 4, status: ACC, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108197
         1     0.108930
         2     0.110209
         3     0.111189
         4     0.108985
         5     0.109168
         6     0.109011
         7     0.108427
# Cycle: 5, status: ACC, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108273
         1     0.110829
         2     0.111167
         3     0.108070
# Cycle: 6, status: BTL, move: ('sh', 0.1108286966448673, 1, 0)
#     Time       Orderp
         0     0.110829
         1     0.108873
         2     0.108937
         3     0.109062
# Cycle: 7, status: ACC, move: ('sh', 0.1111665417290648, 2, 1)
#     Time       Orderp
         0     0.108075
         1     0.111167
         2     0.107937
# Cycle: 8, status: BTL, move: ('sh', 0.1111665417290648, 1, 0)
#     Time       Orderp
         0     0.111167
         1     0.108041
# Cycle: 9, status: ACC, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108197
         1     0.108930
         2     0.110209
         3     0.111189
         4     0.108985
         5     0.109168
         6     0.109011
         7     0.108427
# Cycle: 10, status: ACC, move: ('s+', 0.1111665417290648, 2, 1)
#     Time       Orderp
         0     0.108075
         1     0.111167
         2     0.107937
# Cycle: 11, status: NCR, move: ('s-', 0.1091146186356347, 1, 4)
#     Time       Orderp
         0     0.107931
         1     0.109177
         2     0.110562
         3     0.109032
         4     0.109115
         5     0.108077
# Cycle: 12, status: NCR, move: ('s-', 0.1091146186356347, 1, 4)
#     Time       Orderp
         0     0.107931
         1     0.109177
         2     0.110562
         3     0.109032
         4     0.109115
         5     0.108077
# Cycle: 13, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.107937
         1     0.111167
         2     0.108075
# Cycle: 14, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108077
         1     0.109115
         2     0.109032
         3     0.110562
         4     0.109177
         5     0.107931
# Cycle: 15, status: FTL, move: ('sh', 0.1111665417290648, 1, 1)
#     Time       Orderp
         0     0.108394
         1     0.111167
         2     0.108863
         3     0.108566
# Cycle: 16, status: ACC, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108427
         1     0.109011
         2     0.109168
         3     0.108985
         4     0.111189
         5     0.110209
         6     0.108930
         7     0.108197
# Cycle: 17, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108197
         1     0.108930
         2     0.110209
         3     0.111189
         4     0.108985
         5     0.109168
         6     0.109011
         7     0.108427
# Cycle: 18, status: KOB, move: ('sh', 0.10848963084092414, 1, 0)
#     Time       Orderp
         0     0.108490
# Cycle: 19, status: ACC, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108075
         1     0.111167
         2     0.107937
# Cycle: 20, status: ACC, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.108197
         1     0.108930
         2     0.110209
         3     0.111189
         4     0.108985
         5     0.109168
         6     0.109011
         7     0.108427
# Cycle: 21, status: KOB, move: ('sh', 0.10848963084092414, 1, 0)
#     Time       Orderp
         0     0.108490
# Cycle: 22, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.107931
         1     0.109177
         2     0.110562
         3     0.109032
         4     0.109115
         5     0.108077
# Cycle: 23, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.107931
         1     0.109177
         2     0.110562
         3     0.109032
         4     0.109115
         5     0.108077
# Cycle: 24, status: NCR, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.107931
         1     0.109177
         2     0.110562
         3     0.109032
         4     0.109115
         5     0.108077
# Cycle: 25, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108427
         1     0.109011
         2     0.109168
         3     0.108985
         4     0.111189
         5     0.110209
         6     0.108930
         7     0.108197
# Cycle: 26, status: NCR, move: ('sh', 0.11020889256316797, 5, 1)
#     Time       Orderp
         0     0.107996
         1     0.110209
         2     0.109388
         3     0.108696
         4     0.109522
         5     0.107975
# Cycle: 27, status: NCR, move: ('sh', 0.10903669107231738, 1, 1)
#     Time       Orderp
         0     0.108229
         1     0.109037
         2     0.108951
         3     0.108964
         4     0.108980
         5     0.107947
# Cycle: 28, status: NCR, move: ('sh', 0.10944404963267759, 2, 11)
#     Time       Orderp
         0     0.108295
         1     0.109630
         2     0.109409
         3     0.109031
         4     0.109068
         5     0.108518
         6     0.108733
         7     0.109717
         8     0.109002
         9     0.109143
        10     0.108649
        11     0.109444
        12     0.110518
        13     0.109155
        14     0.108707
        15     0.109474
        16     0.108186
# Cycle: 29, status: ACC, move: ('s-', 0.11080613701415627, 2, 1)
#     Time       Orderp
         0     0.108324
         1     0.110806
         2     0.110005
         3     0.109861
         4     0.109774
         5     0.109696
         6     0.109189
         7     0.107636
# Cycle: 30, status: NCR, move: ('s+', 0.1111665417290648, 1, 1)
#     Time       Orderp
         0     0.108167
         1     0.111167
         2     0.108338
# Cycle: 31, status: FTL, move: ('sh', 0.1103585066952249, 2, 3)
#     Time       Orderp
         0     0.108465
         1     0.108728
         2     0.109240
         3     0.110358
         4     0.108874
         5     0.108716
         6     0.108979
         7     0.108666
         8     0.109310
         9     0.108705
        10     0.109084
# Cycle: 32, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.107636
         1     0.109189
         2     0.109696
         3     0.109774
         4     0.109861
         5     0.110005
         6     0.110806
         7     0.108324
# Cycle: 33, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.108324
         1     0.110806
         2     0.110005
         3     0.109861
         4     0.109774
         5     0.109696
         6     0.109189
         7     0.107636
# Cycle: 34, status: NCR, move: ('s+', 0, 0, 0)
#     Time       Orderp
         0     0.107895
         1     0.111167
         2     0.108145
# Cycle: 35, status: ACC, move: ('tr', 0, 0, 0)
#     Time       Orderp
         0     0.107636
         1     0.109189
         2     0.109696
         3     0.109774
         4     0.109861
         5     0.110005
         6     0.110806
         7     0.108324
# Cycle: 36, status: ACC, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108197
         1     0.108930
         2     0.110209
         3     0.111189
         4     0.108985
         5     0.109168
         6     0.109011
         7     0.108427
# Cycle: 37, status: KOB, move: ('sh', 0.10848963084092414, 1, 0)
#     Time       Orderp
         0     0.108490
# Cycle: 38, status: NCR, move: ('sh', 0.1094029250066012, 4, 1)
#     Time       Orderp
         0     0.108040
         1     0.109403
         2     0.108108
# Cycle: 39, status: KOB, move: ('sh', 0.10848963084092414, 1, 0)
#     Time       Orderp
         0     0.108490
# Cycle: 40, status: ACC, move: ('sh', 0.1111890282357032, 3, 9)
#     Time       Orderp
         0     0.108497
         1     0.108549
         2     0.109288
         3     0.109236
         4     0.108697
