#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
505000,252.4999999974851,-34736.21031890763,9210.499667544178,-25525.71065136345,282.26126592563855
510000,254.999999997426,-34848.61100621312,9114.657393397501,-25733.953612815618,279.4378655351302
515000,257.4999999973669,-34960.028768425575,9228.009120284652,-25732.019648140922,278.95920799815786
520000,259.9999999973078,-34562.13506218698,9193.465114233135,-25368.669947953844,272.96498612712793
525000,262.49999999724866,-34572.25346269226,9290.190620000745,-25282.062842691514,277.2415693757764
530000,264.99999999718955,-34242.60307909828,9320.46522681422,-24922.137852284057,279.0882581132002
535000,267.49999999713043,-34526.909828143194,9230.683281732237,-25296.22654641096,276.5171306043396
540000,269.9999999970713,-34693.955636842176,9223.174646824547,-25470.78099001763,278.51260525239536
545000,272.4999999970122,-34612.18358382932,9033.421819821833,-25578.761764007486,273.28624927042426
550000,274.9999999969531,-34647.28631989821,9040.63229438441,-25606.6540255138,270.5044918726931
555000,277.49999999689396,-34703.34646183555,8912.407558882387,-25790.938902953163,269.0893275692982
560000,279.99999999683484,-34686.67652866244,9204.201446802603,-25482.47508185984,274.643922639748
565000,282.4999999967757,-34746.07380560413,9513.599840883951,-25232.47396472018,287.5303350392461
570000,284.9999999967166,-34542.321671369486,9139.688801065784,-25402.6328703037,269.99413575616427
575000,287.4999999966575,-34440.35858480167,9164.706487847841,-25275.652096953825,272.3492746917518
580000,289.9999999965984,-34701.65089785424,9210.282430920435,-25491.368466933804,278.12090012153016
585000,292.49999999653926,-34501.322634919314,9071.086876751833,-25430.23575816748,268.400764201305
590000,294.99999999648014,-35183.45042224927,9376.128308085137,-25807.322114164133,288.5444241844067
595000,297.499999996421,-34559.308622006094,9305.206806006732,-25254.101815999362,280.2482609432816
600000,299.9999999963619,-34254.073922359385,9045.351229071523,-25208.722693287862,262.3027047814483
605000,302.4999999963028,-34788.81021416583,9170.70679939272,-25618.10341477311,276.55396147465086
610000,304.9999999962437,-34223.3174003202,9130.53525466183,-25092.78214565837,279.8233334242199
615000,307.49999999618456,-34492.90577893425,9218.130706534459,-25274.77507239979,277.22497714479385
620000,309.99999999612544,-34447.77914888249,9061.341654022664,-25386.437494859823,274.79201992139275
625000,312.4999999960663,-34617.180641447194,9191.996654335391,-25425.183987111803,277.4184438025319
630000,314.9999999960072,-34419.535191654926,9197.042254483362,-25222.492937171563,278.6353481275641
635000,317.4999999959481,-34048.55014719092,9350.890101534882,-24697.66004565604,292.0460574136899
640000,319.99999999588897,-34195.22078812332,9176.106731941354,-25019.114056181963,279.91696032161
645000,322.49999999582985,-34502.000077207806,9001.32501947617,-25500.675057731634,268.71968704311604
650000,324.99999999577074,-34632.86534230644,9491.955340066848,-25140.91000223959,292.5116391879072
655000,327.4999999957116,-34503.167295674095,8964.100210727456,-25539.06708494664,269.348144654535
660000,329.9999999956525,-34429.5182197846,9163.727565873784,-25265.790653910815,280.4539466890378
