#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
505000,252.4999999974851,-36046.88614055398,8655.983240658294,-27390.902899895686,261.00863057861017
510000,254.999999997426,-35700.46479855804,8736.018957130438,-26964.4458414276,267.3219743469813
515000,257.4999999973669,-36062.429473938886,8668.522584346527,-27393.90688959236,262.26257044393765
520000,259.9999999973078,-36271.328893794445,8761.854365171443,-27509.474528623003,263.78709082133975
525000,262.49999999724866,-35895.40792269097,8719.539126889804,-27175.868795801165,262.8567420826665
530000,264.99999999718955,-36089.92171259737,8535.787553658047,-27554.13415893932,253.2857912700321
535000,267.49999999713043,-36150.767557465006,8528.010790828324,-27622.75676663668,258.8220105561643
540000,269.9999999970713,-35948.904064967996,8526.36719425889,-27422.536870709104,258.79994722333095
545000,272.4999999970122,-36178.47111426294,8625.741508698871,-27552.72960556407,254.719922507441
550000,274.9999999969531,-36080.174145829864,8665.275075723894,-27414.89907010597,263.2712957280745
555000,277.49999999689396,-36047.42396424548,8495.572708455538,-27551.851255789938,256.9213178963317
560000,279.99999999683484,-36359.26884931582,8436.225461942066,-27923.043387373757,255.65363621199864
565000,282.4999999967757,-36139.01408650959,8618.897147433963,-27520.116939075626,258.32947276393486
570000,284.9999999967166,-35455.05545238801,8829.032862184895,-26626.022590203116,261.2041236724946
575000,287.4999999966575,-36075.78467394132,8812.33403117654,-27263.45064276478,263.25999763542563
580000,289.9999999965984,-36008.665071301395,8764.33335287621,-27244.331718425186,265.5815534757454
585000,292.49999999653926,-35948.93763091322,8521.295101184685,-27427.642529728535,255.10745524339444
590000,294.99999999648014,-35810.91510113911,8651.215938035115,-27159.699163103993,263.2396059347931
595000,297.499999996421,-36085.862778064096,8656.381958763963,-27429.480819300134,259.69792289926767
600000,299.9999999963619,-36118.57665073336,8552.226983529528,-27566.34966720383,263.06946768380794
605000,302.4999999963028,-36010.24369329261,8710.824901045504,-27299.418792247103,265.90565335162165
610000,304.9999999962437,-36142.91796082258,8878.717578301981,-27264.2003825206,268.7176028077085
615000,307.49999999618456,-35918.789118167944,8639.964160670326,-27278.824957497618,257.44847799777585
