#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
505000,252.4999999974851,-33179.063397268066,10055.51856465703,-23123.544832611035,307.60334265850116,26.811518956823146,0.9896767684262497
510000,254.999999997426,-33438.13452701806,9751.94552376491,-23686.189003253152,303.53846298412327,27.024954910733964,0.9818605627811283
515000,257.4999999973669,-33573.36570427753,10006.500961172906,-23566.864743104627,302.62804689842517,26.12991592818705,1.0154926449328574
520000,259.9999999973078,-33325.03455813462,9876.05368217957,-23448.98087595505,299.9604407375103,26.562956336941074,0.9989376596943782
525000,262.49999999724866,-33147.78831634112,9782.475750038524,-23365.312566302593,291.7487439040954,26.517855119220815,1.000636639671314
530000,264.99999999718955,-33740.60990458517,9890.010729416195,-23850.59917516898,303.58369493171045,26.067335341009287,1.017930566767339
535000,267.49999999713043,-33761.955774843926,9969.584675729111,-23792.371099114815,298.7920740060237,26.31037428623664,1.008527554534585
540000,269.9999999970713,-33685.88006099872,9891.666749969432,-23794.213311029293,296.2939115368984,26.733012117647707,0.9925831522842521
545000,272.4999999970122,-33739.91691891616,9408.238567088465,-24331.678351827697,285.874064804621,26.198679191305974,1.012827297285789
550000,274.9999999969531,-33434.94623915269,9804.737012593432,-23630.20922655926,297.1564187126875,26.5338672071818,1.0000327969760032
555000,277.49999999689396,-33655.94457862782,10068.974578690068,-23586.969999937755,301.7873008964093,26.15101182450663,1.014673451867038
560000,279.99999999683484,-33521.384322722675,9847.570393048381,-23673.813929674296,300.71857694576704,26.76267706696891,0.9914829286842022
565000,282.4999999967757,-33816.71426587878,10045.621921236343,-23771.092344642435,305.65369385157106,26.22025345385111,1.011993933792069
570000,284.9999999967166,-33635.5638836748,9712.268980733443,-23923.294902941354,292.9481975907729,26.889178704141536,0.9868184420858092
575000,287.4999999966575,-33428.605807795655,9846.935211611437,-23581.670596184216,302.29042981866644,26.49056658751667,1.0016674181024128
580000,289.9999999965984,-33540.138816561084,9876.24862245279,-23663.890194108295,304.7344248877617,26.2035511076573,1.012638986554528
585000,292.49999999653926,-33803.484607849736,10078.401506152948,-23725.083101696786,308.7785983259386,26.289315986033053,1.0093354065159095
590000,294.99999999648014,-34082.079106358346,9437.08531623839,-24644.993790119956,284.67243642566405,26.272892843664433,1.009966340428575
595000,297.499999996421,-33778.62311503547,9726.28266413516,-24052.340450900312,291.6733716880338,26.395148868747988,1.0052884175699859
600000,299.9999999963619,-33761.40824018838,9874.869740211076,-23886.5384999773,295.4361817148101,26.54623921877434,0.999566726537357
605000,302.4999999963028,-33765.598700220464,10119.01548394727,-23646.583216273193,311.41011952318274,26.557215400035602,0.9991536024425324
610000,304.9999999962437,-33489.05278323311,9611.70363688338,-23877.349146349734,293.700348548648,26.52540453779007,1.0003518476027198
615000,307.49999999618456,-33710.020947748795,9821.97443027649,-23888.046517472307,296.9955930981693,26.249546972337942,1.0108645861869716
620000,309.99999999612544,-33463.891133575,10045.8660194874,-23418.025114087603,300.0036596247864,26.51214038864698,1.000852328360126
625000,312.4999999960663,-33819.84524131403,9905.099171588217,-23914.746069725814,299.0599671206723,26.373497158164163,1.0061137238894309
630000,314.9999999960072,-33487.81355274818,9704.699614975361,-23783.113937772818,293.4438361486292,26.52770065155545,1.000265261822909
635000,317.4999999959481,-33378.991693808,9922.339051431132,-23456.652642376866,297.35489596873737,26.64622163534978,0.9958161348694177
640000,319.99999999588897,-33236.88961181231,9670.239724510518,-23566.64988730179,291.1561838129828,26.47456557397122,1.002272817797464
645000,322.49999999582985,-33438.97595525789,9775.090087021123,-23663.885868236768,297.63415992056514,26.473660160813626,1.0023070960571085
650000,324.99999999577074,-33485.776272739284,9924.752723690714,-23561.023549048572,301.0700144955388,26.060312140273307,1.018204896969802
655000,327.4999999957116,-34079.00859380583,9747.808242307208,-24331.200351498625,295.15463461373173,27.006666527031555,0.9825254594538233
660000,329.9999999956525,-34015.59574272018,9696.754396438311,-24318.841346281868,288.3163006925615,26.43334294308263,1.0038358559083338
665000,332.4999999955934,-33589.85803725291,9730.653947951483,-23859.204089301427,293.88092844250787,26.091222753922825,1.0169986162798124
