#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
505000,252.4999999974851,-34567.90500638168,9495.426506138072,-25072.47850024361,285.3326574136032,26.555626470730385,0.999213385797336
510000,254.999999997426,-34607.866351644974,9345.43189964907,-25262.434451995905,279.67550458161315,26.26464073752027,1.0102836624710327
515000,257.4999999973669,-35154.6401636831,9341.548523990048,-25813.09163969305,284.9516824751663,26.086476847976222,1.017183638573502
520000,259.9999999973078,-34629.951069758274,9087.573384302317,-25542.377685455955,276.5241013011462,26.410813103620587,1.0046921817091006
525000,262.49999999724866,-34571.975512067555,9180.11188812785,-25391.863623939702,277.7151066441707,26.113098759753367,1.016146635139463
530000,264.99999999718955,-35056.87566564139,9392.896841073649,-25663.97882456774,285.356334599853,26.182492084451656,1.0134534692954376
535000,267.49999999713043,-34964.85849135113,9304.780969664542,-25660.077521686588,281.5043481218832,26.043672587340538,1.018855437872692
540000,269.9999999970713,-34661.93638127507,8833.713901279189,-25828.22247999588,267.1684743032209,26.296605095173994,1.0090556306318634
545000,272.4999999970122,-35029.738881479716,9370.561506743488,-25659.177374736228,278.83175050239043,26.254747456968722,1.010664356276062
550000,274.9999999969531,-34950.92332466063,9261.721654494399,-25689.201670166232,280.3535823255363,26.223245419026345,1.0118784694184162
555000,277.49999999689396,-34793.26948555652,9149.656274593544,-25643.613210962976,279.4662075164283,26.465161105077772,1.0026289782417668
560000,279.99999999683484,-34684.17918841331,9517.802899920229,-25166.376288493084,284.1572735907908,26.126098614432927,1.0156410197092802
565000,282.4999999967757,-35006.54498679424,9543.36916977109,-25463.175817023148,286.7355113679859,26.38100279395479,1.0058274753630028
570000,284.9999999967166,-34996.78525309544,9488.413604328336,-25508.371648767104,284.8749295943374,26.113709288402582,1.0161228780153522
575000,287.4999999966575,-34822.64354676381,9017.40567561795,-25805.23787114586,273.0784971377938,26.082905476531163,1.0173229152581662
580000,289.9999999965984,-35012.83850326785,8951.0910739929,-26061.747429274947,271.50827687936675,26.378796278690157,1.0059116101223955
585000,292.49999999653926,-34967.63522046595,9266.358066064284,-25701.277154401665,282.90928768480387,25.93926959197048,1.022956230271099
590000,294.99999999648014,-34902.361993444385,9294.49857923866,-25607.863414205727,281.5491023590351,26.470313572729868,1.0024338157113624
595000,297.499999996421,-34961.067636553664,9116.654684842682,-25844.412951710983,277.2088875358261,26.257791369496623,1.0105471958549026
600000,299.9999999963619,-35220.26181861083,9278.98155317052,-25941.28026544031,280.66696926985134,26.162288470314596,1.014236100480884
605000,302.4999999963028,-34922.50864892453,9269.20486847159,-25653.303780452938,281.1156438481617,26.34987349777922,1.0070157429797235
610000,304.9999999962437,-35397.40095642768,9368.030314884778,-26029.3706415429,285.0696252868643,26.159613103866256,1.0143398272914887
615000,307.49999999618456,-35098.90299588861,9417.997055677995,-25680.905940210614,279.57802953760523,26.28352744645866,1.009557696996377
620000,309.99999999612544,-35258.530576506164,9135.852721813444,-26122.67785469272,276.2786473804576,26.332774157188474,1.0076696545298953
625000,312.4999999960663,-35030.0152483955,9405.913512188243,-25624.10173620726,280.72258812114956,26.250200990228468,1.0108394007217438
630000,314.9999999960072,-35045.321243083104,9178.16086810711,-25867.160374975996,276.689717971617,26.30113435030411,1.008881863587038
635000,317.4999999959481,-34923.301277649356,9293.86254018313,-25629.438737466226,280.4959040910712,26.551494808871787,0.9993688727808153
640000,319.99999999588897,-34904.72554012947,9426.494338806313,-25478.231201323157,292.8185342748897,26.18844156912952,1.0132232331482662
645000,322.49999999582985,-34895.87684385921,9340.0281856507,-25555.84865820851,288.5160261513341,26.32690282223234,1.0078943815365935
650000,324.99999999577074,-34847.52850096347,9201.691691717739,-25645.83680924573,277.1082675559652,26.557433825390792,0.9991453847629953
