# Cycle: 700, status: ACC, move: ('tr', 0, 0, 0)
#     Time      Potential        Kinetic
         0  -44586.382812   10329.395508
         1  -44378.437500    9724.083984
         2  -44460.660156   10304.170898
         3  -43785.777344   10348.816406
         4  -44454.253906   10293.404297
         5  -43750.269531   10167.452148
         6  -44266.871094   10086.796875
         7  -44672.691406    9959.218750
         8  -44498.195312    9817.111328
         9  -44439.835938   10128.061523
        10  -44288.644531   10039.654297
        11  -44610.050781   10271.807617
        12  -44811.312500    9787.382812
        13  -44663.140625   12852.697266
        14  -44390.289062   10292.084961
        15  -44572.613281   10100.308594
