# Cycle: 850, status: ACC, move: ('s+', 0, 0, 0)
#     Time      Potential        Kinetic
         0  -44090.820312   10061.795898
         1  -44200.957031   10177.577148
         2  -44276.382812    9704.006836
         3  -43782.875000   12885.169922
         4  -44316.523438    9943.785156
         5  -44194.281250   10159.253906
         6  -44202.210938    9965.891602
         7  -44288.328125   10153.583008
         8  -44158.980469   10007.269531
         9  -44247.351562    9933.234375
        10  -44283.382812    9809.992188
