# Cycle: 600, status: BTL
#     Step              Filename       index    vel
         0    006_2531_trajB.trr           0     -1
         1    006_2531_trajB.trr           1     -1
         2    006_2531_trajB.trr           2     -1
         3    006_2531_trajB.trr           3     -1
         4    006_2531_trajB.trr           4     -1
         5    006_2531_trajB.trr           5     -1
         6    006_2531_trajB.trr           6     -1
         7    006_2531_trajB.trr           7     -1
         8    006_2531_trajB.trr           8     -1
