frame,file,lambda_A,w4_A,q,na,label,prob
10,003_1454_trajF.trr,1.0850828140974045,7.9050180315971375,0.4623060388962219,0,nonreactive,0.13
11,003_1454_trajF.trr,1.1107249557971954,8.021547198295593,0.8156669621776578,1,reactive,0.75
12,003_1454_trajF.trr,1.0928348451852798,8.115689158439636,0.9612214049031161,1,nonreactive,0.13
13,003_1454_trajF.trr,1.0884757339954376,8.136674165725708,0.3311119597327902,2,nonreactive,0.13
14,003_1454_trajF.trr,1.0892361402511597,8.156537413597107,-0.06293778791523552,0,nonreactive,0.13
15,003_1454_trajF.trr,1.0945940017700195,8.04682970046997,0.8105897264147954,1,nonreactive,0.13
16,003_1454_trajF.trr,1.0938293486833572,8.012704253196716,0.75505368255514,0,nonreactive,0.13
17,003_1454_trajF.trr,1.1108937859535217,7.816635370254517,-0.26441493472988786,1,reactive,0.75
18,003_1454_trajF.trr,1.086309775710106,8.054697513580322,0.7025474568760629,1,nonreactive,0.13
19,003_1454_trajF.trr,1.0841717571020126,8.158358335494995,0.39705216474824323,1,nonreactive,0.13
0,003_1582_trajB.trr,1.091604307293892,8.21851909160614,0.7453568764347132,1,nonreactive,0.13
1,003_1582_trajB.trr,1.1104364693164825,7.977403998374939,0.748977424507222,1,reactive,0.75
2,003_1582_trajB.trr,1.0825709998607635,8.188230395317078,0.6916718021663348,0,nonreactive,0.13
0,003_1583_trajF.trr,1.091604307293892,8.21851909160614,0.7453568764347132,1,nonreactive,0.13
1,003_1583_trajF.trr,1.0886379331350327,8.047739863395691,0.7787745662523915,0,nonreactive,0.13
2,003_1583_trajF.trr,1.09314426779747,7.793446779251099,0.6180654927504072,1,nonreactive,0.13
3,003_1583_trajF.trr,1.0950977355241776,8.03566962480545,0.7058188259404545,1,nonreactive,0.13
4,003_1583_trajF.trr,1.0860346257686615,8.092949986457825,0.7179599997624913,1,nonreactive,0.13
5,003_1583_trajF.trr,1.0849691182374954,8.160170912742615,0.39079629846096053,1,nonreactive,0.13
0,003_468_trajB.trr,1.1035840213298798,8.130023777484894,0.8885377874218621,2,reactive,0.75
1,003_468_trajB.trr,1.0816553235054016,8.195412456989288,0.7406786662989644,1,nonreactive,0.13
0,003_469_trajF.trr,1.1035840213298798,8.130023777484894,0.8885377874218621,2,reactive,0.75
1,003_469_trajF.trr,1.0845153778791428,8.004598617553711,0.18165992920023477,1,nonreactive,0.13
0,004_786_trajB.trr,1.0892663896083832,7.87351667881012,0.6116548735898073,0,nonreactive,0.13
1,004_786_trajB.trr,1.0923083126544952,8.160194158554077,0.6181369314172482,1,nonreactive,0.13
2,004_786_trajB.trr,1.1025670915842056,8.1061452627182,0.7201312064790681,0,reactive,0.75
3,004_786_trajB.trr,1.0909728705883026,8.191917836666107,0.9667107418090969,0,nonreactive,0.13
4,004_786_trajB.trr,1.092982292175293,8.00398200750351,0.515526080022841,1,nonreactive,0.13
5,004_786_trajB.trr,1.0975822806358337,8.136869072914124,0.7556165460378992,0,nonreactive,0.13
6,004_786_trajB.trr,1.0815415531396866,8.202602863311768,0.7585176519678973,1,nonreactive,0.13
0,004_787_trajF.trr,1.0892663896083832,7.87351667881012,0.6116548735898073,0,nonreactive,0.13
1,004_787_trajF.trr,1.103145033121109,8.182951807975769,0.8365847854891449,1,reactive,0.75
2,004_787_trajF.trr,1.095174327492714,8.160276114940643,0.39030297934246483,1,nonreactive,0.13
3,004_787_trajF.trr,1.0981491953134537,8.060739040374756,0.4952859110580127,0,nonreactive,0.13
4,004_787_trajF.trr,1.091422215104103,8.078062236309052,0.7279808051184505,1,nonreactive,0.13
5,004_787_trajF.trr,1.0949008166790009,8.19765955209732,0.7121254322575306,0,nonreactive,0.13
6,004_787_trajF.trr,1.0935723036527634,8.287290334701538,0.7849594641224025,1,nonreactive,0.13
7,004_787_trajF.trr,1.096998080611229,8.066435158252716,0.7827310792114605,0,nonreactive,0.13
8,004_787_trajF.trr,1.088908314704895,7.852804511785507,0.6052407574010763,0,nonreactive,0.13
9,004_787_trajF.trr,1.0939578711986542,8.032497763633728,0.20622124705564193,2,nonreactive,0.13
10,004_787_trajF.trr,1.0845120251178741,8.171741664409637,0.898363094831024,0,nonreactive,0.13
0,003_986_trajB.trr,1.0994984954595566,8.023128509521484,0.5465162361286857,0,nonreactive,0.13
1,003_986_trajB.trr,1.0871721059083939,7.930101156234741,0.5819685381351558,0,nonreactive,0.13
2,003_986_trajB.trr,1.0993225872516632,8.052433133125305,0.6584222911419004,1,nonreactive,0.13
3,003_986_trajB.trr,1.0931599885225296,8.134377896785736,0.6142496817593499,1,nonreactive,0.13
4,003_986_trajB.trr,1.0812053829431534,7.807568609714508,0.5369272551817263,3,nonreactive,0.13
0,003_987_trajF.trr,1.0994984954595566,8.023128509521484,0.5465162361286857,0,nonreactive,0.13
1,003_987_trajF.trr,1.0885509848594666,7.782017737627029,0.7679117301157655,0,nonreactive,0.13
2,003_987_trajF.trr,1.0937745869159698,7.937612533569336,0.6145791890763658,0,nonreactive,0.13
3,003_987_trajF.trr,1.0896559059619904,8.064374923706055,0.6010371163883811,1,nonreactive,0.13
4,003_987_trajF.trr,1.0868729650974274,8.164139091968536,0.1383972392073547,0,nonreactive,0.13
5,003_987_trajF.trr,1.091061383485794,8.205496370792389,0.7059410593511117,1,nonreactive,0.13
6,003_987_trajF.trr,1.1022494733333588,8.19055438041687,0.46174169026664447,1,reactive,0.75
7,003_987_trajF.trr,1.0901283472776413,8.312540352344513,0.35629031977173464,1,nonreactive,0.13
8,003_987_trajF.trr,1.0873758792877197,8.136466145515442,0.5942072503073954,0,nonreactive,0.13
9,003_987_trajF.trr,1.0836393386125565,8.113143742084503,0.9165963925660805,1,nonreactive,0.13
0,003_1193_trajB.trr,1.095307618379593,8.150931596755981,0.4943469422280873,1,nonreactive,0.13
1,003_1193_trajB.trr,1.090935692191124,8.010931313037872,0.19491118209686698,2,nonreactive,0.13
2,003_1193_trajB.trr,1.1022213101387024,8.196395337581635,0.9116104984837725,0,reactive,0.75
3,003_1193_trajB.trr,1.0911184549331665,8.035065531730652,0.5943603434720437,0,nonreactive,0.13
4,003_1193_trajB.trr,1.0872135311365128,8.21119248867035,0.9484419713874015,1,nonreactive,0.13
5,003_1193_trajB.trr,1.0954506695270538,8.191538155078888,0.3772158299765237,0,nonreactive,0.13
6,003_1193_trajB.trr,1.083778440952301,7.985785603523254,0.27907166428857777,1,nonreactive,0.13
0,003_1194_trajF.trr,1.095307618379593,8.150931596755981,0.4943469422280873,1,nonreactive,0.13
1,003_1194_trajF.trr,1.0900548100471497,8.260040283203125,0.14892352826029898,0,nonreactive,0.13
2,003_1194_trajF.trr,1.0983944684267044,8.071992993354797,0.868774580206731,2,nonreactive,0.13
3,003_1194_trajF.trr,1.0837296396493912,8.042494356632233,0.9324528552402311,1,nonreactive,0.13
0,002_1317_trajB.trr,1.0924295336008072,8.043141961097717,0.22094567463700465,1,nonreactive,0.13
1,002_1317_trajB.trr,1.0893918573856354,8.048912584781647,0.5388347994567615,2,nonreactive,0.13
2,002_1317_trajB.trr,1.0846377164125443,8.237472176551819,0.44654546178061183,1,nonreactive,0.13
0,002_1318_trajF.trr,1.0924295336008072,8.043141961097717,0.22094567463700465,1,nonreactive,0.13
1,002_1318_trajF.trr,1.0909084975719452,7.775220572948456,0.8114870312490092,0,nonreactive,0.13
2,002_1318_trajF.trr,1.0963165760040283,8.233340084552765,0.603943032702498,0,nonreactive,0.13
3,002_1318_trajF.trr,1.0947797447443008,8.01080584526062,0.9210390458842664,0,nonreactive,0.13
4,002_1318_trajF.trr,1.0894136130809784,7.8154027462005615,0.8347614540298658,0,nonreactive,0.13
5,002_1318_trajF.trr,1.09461210668087,8.109545111656189,0.3255946115077305,1,nonreactive,0.13
6,002_1318_trajF.trr,1.1039333790540695,8.166913092136383,0.5493961558694148,0,reactive,0.75
7,002_1318_trajF.trr,1.084238514304161,8.043538331985474,0.2969322637211351,1,nonreactive,0.13
0,004_1455_trajB.trr,1.0869216918945312,8.086579442024231,0.45514148967203516,0,nonreactive,0.13
1,004_1455_trajB.trr,1.0833054035902023,8.155388236045837,0.4391904544560925,1,nonreactive,0.13
0,004_1456_trajF.trr,1.0869216918945312,8.086579442024231,0.45514148967203516,0,nonreactive,0.13
1,004_1456_trajF.trr,1.1006597429513931,8.0408775806427,0.5785484941898604,0,reactive,0.75
2,004_1456_trajF.trr,1.087113693356514,8.32921028137207,0.700463280896109,1,nonreactive,0.13
3,004_1456_trajF.trr,1.10104501247406,7.9907578229904175,0.7748309261893467,0,reactive,0.75
4,004_1456_trajF.trr,1.0846925526857376,8.283130526542664,0.3541844616209622,1,nonreactive,0.13
0,004_1584_trajB.trr,1.090182363986969,7.968007028102875,0.9134534835291555,1,nonreactive,0.13
1,004_1584_trajB.trr,1.0820972174406052,8.132003247737885,0.7465885836272899,1,nonreactive,0.13
0,004_1585_trajF.trr,1.090182363986969,7.968007028102875,0.9134534835291555,1,nonreactive,0.13
1,004_1585_trajF.trr,1.097593531012535,8.389746844768524,0.692244660978112,3,nonreactive,0.13
2,004_1585_trajF.trr,1.1214576661586761,8.20039689540863,0.6413395657132788,0,reactive,0.75
0,005_764_trajB.trr,1.1087844520807266,7.884328067302704,0.6047054624359836,0,reactive,0.75
1,005_764_trajB.trr,1.0901247709989548,8.119111359119415,0.6986100288671745,0,nonreactive,0.13
2,005_764_trajB.trr,1.0800566524267197,8.089093565940857,-0.010475927374765437,0,nonreactive,0.13
0,005_765_trajF.trr,1.1087844520807266,7.884328067302704,0.6047054624359836,0,reactive,0.75
1,005_765_trajF.trr,1.0848861187696457,7.924486994743347,0.5336793651538634,1,nonreactive,0.13
0,006_979_trajB.trr,1.1143601685762405,8.135472238063812,0.8438341573577082,1,reactive,0.75
1,006_979_trajB.trr,1.0884905606508255,8.080832362174988,0.8709296650043792,1,nonreactive,0.13
2,006_979_trajB.trr,1.0865425318479538,7.905810475349426,0.4455048054281575,0,nonreactive,0.13
3,006_979_trajB.trr,1.0900897532701492,8.097393810749054,0.2504624519604628,0,nonreactive,0.13
4,006_979_trajB.trr,1.090610921382904,8.039032518863678,0.7294709243296134,0,nonreactive,0.13
5,006_979_trajB.trr,1.087014600634575,8.261659443378448,0.45163090889512003,0,nonreactive,0.13
6,006_979_trajB.trr,1.0953408479690552,7.954080402851105,0.9133317150156012,1,nonreactive,0.13
7,006_979_trajB.trr,1.0830006748437881,8.254489600658417,0.5189524588657093,0,nonreactive,0.13
0,006_980_trajF.trr,1.1143601685762405,8.135472238063812,0.8438341573577082,1,reactive,0.75
1,006_980_trajF.trr,1.0803290456533432,7.947103381156921,0.7227299108425669,1,nonreactive,0.13
0,001_945_trajF.trr,1.093663051724434,8.059211671352386,0.6862154033847894,0,nonreactive,0.13
1,001_945_trajF.trr,1.1165321618318558,8.29135537147522,0.6248340876574043,0,reactive,0.75
0,005_1457_trajB.trr,1.0942095518112183,7.974101901054382,-0.06796915920770852,1,nonreactive,0.13
1,005_1457_trajB.trr,1.0928566008806229,8.02958607673645,0.8620404821327484,0,nonreactive,0.13
2,005_1457_trajB.trr,1.0915995389223099,7.93801873922348,0.7362765520636769,1,nonreactive,0.13
3,005_1457_trajB.trr,1.1147622019052505,8.01771193742752,0.5221604814401575,0,reactive,0.75
4,005_1457_trajB.trr,1.0880104452371597,7.947113811969757,0.7707229879008017,0,nonreactive,0.13
5,005_1457_trajB.trr,1.1025993525981903,8.157483637332916,0.3666911696459072,0,reactive,0.75
6,005_1457_trajB.trr,1.102530062198639,8.195255994796753,0.6046902889477137,3,reactive,0.75
7,005_1457_trajB.trr,1.095692664384842,8.088641464710236,0.8371385800862714,1,nonreactive,0.13
8,005_1457_trajB.trr,1.1080800741910934,8.047898709774017,-0.1682615643181511,1,reactive,0.75
9,005_1457_trajB.trr,1.0891388356685638,8.139512538909912,0.771661536270231,1,nonreactive,0.13
10,005_1457_trajB.trr,1.0998251289129257,8.194125294685364,0.40834568906553037,0,nonreactive,0.13
11,005_1457_trajB.trr,1.086570844054222,7.949403524398804,0.08432249777587653,0,nonreactive,0.13
12,005_1457_trajB.trr,1.0925570130348206,8.050393164157867,0.45290412570974836,1,nonreactive,0.13
13,005_1457_trajB.trr,1.099826693534851,8.153862655162811,0.7409315071012285,0,nonreactive,0.13
14,005_1457_trajB.trr,1.0978888720273972,8.177010416984558,0.8110974299491532,1,nonreactive,0.13
15,005_1457_trajB.trr,1.089705303311348,8.052384853363037,0.702538804865912,1,nonreactive,0.13
16,005_1457_trajB.trr,1.087806224822998,8.033502101898193,0.5644860395046986,1,nonreactive,0.13
17,005_1457_trajB.trr,1.0889837145805359,7.9739439487457275,0.4890454641378026,0,nonreactive,0.13
18,005_1457_trajB.trr,1.0915672779083252,8.144647181034088,0.5880542416034966,2,nonreactive,0.13
19,005_1457_trajB.trr,1.0845045745372772,8.178735673427582,0.175647217792275,0,nonreactive,0.13
0,005_1458_trajF.trr,1.0942095518112183,7.974101901054382,-0.06796915920770852,1,nonreactive,0.13
1,005_1458_trajF.trr,1.083703488111496,8.085965514183044,0.879989513398669,0,nonreactive,0.13
0,005_1608_trajB.trr,1.0938922315835953,8.376467525959015,0.5794023260937647,2,nonreactive,0.13
1,005_1608_trajB.trr,1.1071572452783585,7.953521013259888,0.8938774414215885,1,reactive,0.75
2,005_1608_trajB.trr,1.0940220952033997,7.999476790428162,0.6018135777188633,0,nonreactive,0.13
3,005_1608_trajB.trr,1.0903586447238922,7.904756665229797,0.02737292595795715,1,nonreactive,0.13
4,005_1608_trajB.trr,1.089334562420845,8.214136064052582,0.22364238456023178,0,nonreactive,0.13
5,005_1608_trajB.trr,1.0985267907381058,8.07815819978714,0.44903432481396277,1,nonreactive,0.13
6,005_1608_trajB.trr,1.0826050490140915,8.127253651618958,0.8663535773447071,0,nonreactive,0.13
0,005_1609_trajF.trr,1.0938922315835953,8.376467525959015,0.5794023260937647,2,nonreactive,0.13
1,005_1609_trajF.trr,1.0867927223443985,8.234107494354248,0.725844787982095,0,nonreactive,0.13
2,005_1609_trajF.trr,1.0939239710569382,7.9223015904426575,0.860450236040415,1,nonreactive,0.13
3,005_1609_trajF.trr,1.0889147222042084,8.275346755981445,0.7990865016823807,0,nonreactive,0.13
4,005_1609_trajF.trr,1.1130834370851517,8.100732266902924,0.5889259082017195,0,reactive,0.75
5,005_1609_trajF.trr,1.0804452002048492,8.007099032402039,0.6423912211445358,1,nonreactive,0.13
0,006_629_trajB.trr,1.0988172888755798,8.0846306681633,0.8874573112897461,0,nonreactive,0.13
1,006_629_trajB.trr,1.0881143063306808,7.973376512527466,0.673792710624806,2,nonreactive,0.13
2,006_629_trajB.trr,1.09204463660717,8.107787668704987,0.8098027688958537,1,nonreactive,0.13
3,006_629_trajB.trr,1.0944395512342453,8.108980059623718,0.5042806093000982,0,nonreactive,0.13
4,006_629_trajB.trr,1.0881835967302322,8.203333616256714,0.4925618671552757,1,nonreactive,0.13
5,006_629_trajB.trr,1.0901713371276855,7.89917916059494,0.8100188058334838,0,nonreactive,0.13
6,006_629_trajB.trr,1.0918975621461868,8.129252791404724,0.7958040694953059,1,nonreactive,0.13
7,006_629_trajB.trr,1.097147986292839,8.054883182048798,0.6936890992370893,2,nonreactive,0.13
8,006_629_trajB.trr,1.0925939679145813,8.029989898204803,0.5481088299189126,2,nonreactive,0.13
9,006_629_trajB.trr,1.1014971882104874,8.090247511863708,0.440152897923753,2,reactive,0.75
10,006_629_trajB.trr,1.086951494216919,8.017064929008484,0.9432815551272365,0,nonreactive,0.13
11,006_629_trajB.trr,1.095033660531044,7.981769442558289,0.5546538051301877,0,nonreactive,0.13
12,006_629_trajB.trr,1.0995929688215256,8.105145990848541,-0.18078171545986832,0,nonreactive,0.13
13,006_629_trajB.trr,1.0810497403144836,8.309671580791473,0.5037146671779451,2,nonreactive,0.13
0,006_630_trajF.trr,1.0988172888755798,8.0846306681633,0.8874573112897461,0,nonreactive,0.13
1,006_630_trajF.trr,1.0908599942922592,8.078624308109283,0.6059564500935652,2,nonreactive,0.13
2,006_630_trajF.trr,1.1189106851816177,8.064135313034058,0.3277289524191753,1,reactive,0.75
0,006_777_trajB.trr,1.0984081774950027,7.998520135879517,0.6165049966755887,1,nonreactive,0.13
1,006_777_trajB.trr,1.0899873822927475,8.165051341056824,-0.09127321920578257,0,nonreactive,0.13
2,006_777_trajB.trr,1.1104609072208405,8.071637153625488,0.2597442742107571,0,reactive,0.75
3,006_777_trajB.trr,1.085788980126381,8.012048900127411,0.8137599596466499,2,nonreactive,0.13
4,006_777_trajB.trr,1.0846544057130814,8.013587296009064,0.49586914920436453,0,nonreactive,0.13
0,006_778_trajF.trr,1.0984081774950027,7.998520135879517,0.6165049966755887,1,nonreactive,0.13
1,006_778_trajF.trr,1.0882528871297836,8.166576623916626,0.38380942169916676,1,nonreactive,0.13
2,006_778_trajF.trr,1.1032529920339584,8.163482248783112,0.7346660632634562,0,reactive,0.75
3,006_778_trajF.trr,1.0898196697235107,7.932952642440796,0.6460202607920885,0,nonreactive,0.13
4,006_778_trajF.trr,1.0897653549909592,8.075273633003235,0.4153207758182411,0,nonreactive,0.13
5,006_778_trajF.trr,1.0980643332004547,7.906328439712524,0.19912024871751566,1,nonreactive,0.13
6,006_778_trajF.trr,1.0904711484909058,8.032154142856598,0.5645044658229912,2,nonreactive,0.13
7,006_778_trajF.trr,1.0819677263498306,7.890504896640778,0.6146569892624918,1,nonreactive,0.13
0,005_990_trajB.trr,1.1113069206476212,7.8787243366241455,0.7194104783078245,0,reactive,0.75
1,005_990_trajB.trr,1.0871216654777527,7.9256197810173035,0.9272752595579226,0,nonreactive,0.13
2,005_990_trajB.trr,1.088775023818016,7.894675135612488,0.7853714646075273,2,nonreactive,0.13
3,005_990_trajB.trr,1.0971670597791672,8.08439701795578,0.7131275815230975,1,nonreactive,0.13
4,005_990_trajB.trr,1.1089636385440826,7.766555696725845,-0.9761252963170559,1,reactive,0.75
5,005_990_trajB.trr,1.0823671519756317,8.14259260892868,0.897756603869709,0,nonreactive,0.13
0,005_991_trajF.trr,1.1113069206476212,7.8787243366241455,0.7194104783078245,0,reactive,0.75
1,005_991_trajF.trr,1.102960780262947,8.215184807777405,0.29679232481362927,1,reactive,0.75
2,005_991_trajF.trr,1.0993140190839767,8.132058382034302,0.6365210977551727,0,nonreactive,0.13
3,005_991_trajF.trr,1.080462634563446,8.177269995212555,0.32148057407876496,0,nonreactive,0.13
0,005_1346_trajB.trr,1.0915592312812805,8.3065065741539,0.557107515458501,1,nonreactive,0.13
1,005_1346_trajB.trr,1.091729924082756,8.13358336687088,0.8434324190520363,2,nonreactive,0.13
2,005_1346_trajB.trr,1.110244020819664,8.040179312229156,0.8665210655193097,0,reactive,0.75
3,005_1346_trajB.trr,1.0847463458776474,7.93783038854599,0.7315634202818767,0,nonreactive,0.13
0,005_1347_trajF.trr,1.0915592312812805,8.3065065741539,0.557107515458501,1,nonreactive,0.13
1,005_1347_trajF.trr,1.0884862393140793,8.203541040420532,0.7088765500593239,1,nonreactive,0.13
2,005_1347_trajF.trr,1.0986056923866272,8.193211853504181,0.6662951686491092,0,nonreactive,0.13
3,005_1347_trajF.trr,1.0977084934711456,8.078639209270477,0.8011330395359106,1,nonreactive,0.13
4,005_1347_trajF.trr,1.087900772690773,8.209780156612396,0.4572842162111048,2,nonreactive,0.13
5,005_1347_trajF.trr,1.091931238770485,8.143839836120605,0.4292670264085051,1,nonreactive,0.13
6,005_1347_trajF.trr,1.0883774608373642,8.325712978839874,0.5675817233149293,3,nonreactive,0.13
7,005_1347_trajF.trr,1.0991355776786804,7.807342112064362,-0.8534074879706839,0,nonreactive,0.13
8,005_1347_trajF.trr,1.0867347568273544,8.066526353359222,0.33735671481873986,0,nonreactive,0.13
9,005_1347_trajF.trr,1.0945811867713928,8.102618157863617,0.2700190356488168,0,nonreactive,0.13
10,005_1347_trajF.trr,1.0891450196504593,8.232958316802979,0.31900911797020615,0,nonreactive,0.13
11,005_1347_trajF.trr,1.0912657529115677,7.951076328754425,0.6028542918387069,0,nonreactive,0.13
12,005_1347_trajF.trr,1.1018379032611847,8.150818943977356,0.4926951289444399,1,reactive,0.75
13,005_1347_trajF.trr,1.0945630818605423,8.20267915725708,0.8432548626253407,0,nonreactive,0.13
14,005_1347_trajF.trr,1.084624007344246,8.072121441364288,0.5904084080065111,0,nonreactive,0.13
0,006_215_trajB.trr,1.0974983125925064,8.036819994449615,0.3226773579178741,0,nonreactive,0.13
1,006_215_trajB.trr,1.088956892490387,8.009300231933594,0.5619736286973362,1,nonreactive,0.13
2,006_215_trajB.trr,1.0913226008415222,8.031546473503113,0.32202902329370153,1,nonreactive,0.13
3,006_215_trajB.trr,1.1122424900531769,8.101098537445068,0.8599789672957355,2,reactive,0.75
4,006_215_trajB.trr,1.0867772996425629,7.966289520263672,0.30043943735638723,0,nonreactive,0.13
5,006_215_trajB.trr,1.09844408929348,8.520938754081726,0.9320750150623289,0,nonreactive,0.13
6,006_215_trajB.trr,1.1123868823051453,7.954313158988953,0.9492790532270525,2,reactive,0.75
7,006_215_trajB.trr,1.082906499505043,8.04175317287445,0.8831598051773454,1,nonreactive,0.13
0,006_216_trajF.trr,1.0974983125925064,8.036819994449615,0.3226773579178741,0,nonreactive,0.13
1,006_216_trajF.trr,1.0863476991653442,7.988651990890503,0.8303048509268749,0,nonreactive,0.13
2,006_216_trajF.trr,1.1018246412277222,7.900451719760895,0.6244709629184211,0,reactive,0.75
3,006_216_trajF.trr,1.0826238989830017,8.18396121263504,0.6595209152956337,1,nonreactive,0.13
0,006_1530_trajB.trr,1.1109009385108948,8.053037822246552,0.0534627197538744,1,reactive,0.75
1,006_1530_trajB.trr,1.105104312300682,7.988769114017487,0.6352138861941894,1,reactive,0.75
2,006_1530_trajB.trr,1.0885676741600037,8.364808559417725,0.3750867580782642,1,nonreactive,0.13
3,006_1530_trajB.trr,1.0866236686706543,7.9203662276268005,0.6652193088713099,0,nonreactive,0.13
4,006_1530_trajB.trr,1.0895582288503647,8.322534561157227,0.4207170422636167,1,nonreactive,0.13
5,006_1530_trajB.trr,1.0941072553396225,8.17576289176941,0.6301810590014214,0,nonreactive,0.13
6,006_1530_trajB.trr,1.0825727134943008,8.00356149673462,0.6780472007239635,2,nonreactive,0.13
0,006_1531_trajF.trr,1.1109009385108948,8.053037822246552,0.0534627197538744,1,reactive,0.75
1,006_1531_trajF.trr,1.0954302549362183,7.800484597682953,0.6176790856772454,1,nonreactive,0.13
2,006_1531_trajF.trr,1.0926253348588943,7.848955690860748,0.9085117972567852,1,nonreactive,0.13
3,006_1531_trajF.trr,1.0956531018018723,8.054807186126709,0.6870154499594193,1,nonreactive,0.13
4,006_1531_trajF.trr,1.0798975080251694,7.94610470533371,0.6028784439737319,2,nonreactive,0.13
