# Cycle: 850, status: ACC, move: ('s-', 0, 0, 0)
#     Time       Orderp
         0     0.108194
         1     0.108706
         2     0.110950
         3     0.108965
         4     0.109618
         5     0.109507
         6     0.109300
         7     0.108747
         8     0.108773
         9     0.109214
        10     0.109660
        11     0.108274
