# Cycle: 400, status: NCR
#     Step              Filename       index    vel
         0    004_1658_trajF.trr           3     -1
         1    004_1658_trajF.trr           2     -1
         2    004_1658_trajF.trr           1     -1
         3    004_1657_trajB.trr           0      1
         4    004_1657_trajB.trr           1      1
         5    004_1657_trajB.trr           2      1
         6    004_1657_trajB.trr           3      1
         7    004_1657_trajB.trr           4      1
