# Cycle: 2000, status: ACC
#     Step              Filename       index    vel
         0    003_7923_trajF.trr           1     -1
         1    003_7922_trajB.trr           0      1
         2    003_7922_trajB.trr           1      1
         3    003_7922_trajB.trr           2      1
         4    003_7922_trajB.trr           3      1
         5    003_7922_trajB.trr           4      1
         6    003_7922_trajB.trr           5      1
         7    003_7922_trajB.trr           6      1
